Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
18-Apr-2023 10:00 AM,28-Apr-2023 11:00 AM,18-Apr-2023 10:00 AM,27-Apr-2023 05:30 PM,18-Apr-2023 10:00 AM ,24-Apr-2023 05:30 PM ,18-Apr-2023 10:00 AM,27-Apr-2023 05:30 PM,"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Berhampur Irrigation Divn Berhampur",e-BEID-01/2023-24,2023_CEBMB_88014_41,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of Protection wall on both side of Rushikulya Main Canal from RD 43890m to 44190m of Rushikulya Irrigation System.,Construction of Protection wall,Please refer Tender documents. ,NA ,"41,38,000",Civil Works - Others,NA ,Tender,90.0,180.0,Berhampur,760004.0,NA ,NA ,NA ,"O/o S.E., Berhampur Irr. Division, Berhampur",No ,No,"42,000",Yes,fixed,,Nil,Nil,"S.E., Berhampur Irrigation Division, Berhampur","S.E., Berhampur Irrigation Division, Courtpeta, Berhampur",1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost, EMD, RC, GST, PAN, Affidavit, Other documents as per DTCN",AOC,1,2123672,Ajit Kumar Sahu,26-Apr-2023 08:26 PM,Rejected-AOC,Not Successful in Lottery,30-Jun-2023 11:22 AM,30-Jun-2023,"INR 3,517,199",180.0,Jayadeep Panda,30-Jun-2023 11:21 AM,AOC-41.pdf (132.00 KB),Jayadeep Panda,Internal,,Jayadeep Panda,26-Jun-2023 08:51 PM,techsummary_434686.pdf (71.40 KB),Jayadeep Panda,Internal,,Jayadeep Panda,27-Jun-2023 12:32 PM,finsummary_434686.pdf (71.40 KB),"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Berhampur Irrigation Divn Berhampur",2023_CEBMB_88014_41,e-BEID-01/2023-24,Construction of Protection wall on both side of Rushikulya Main Canal from RD 43890m to 44190m of Rushikulya Irrigation System.,1.0,2123485.0,AKASH CHANDRA DASH,INR,"3,517,199",Finance,Ten Bids Downloaded Successfully,Nalin Kumar Patnaik,28-Apr-2023 03:11 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantities,AOC,2,2123485,AKASH CHANDRA DASH,27-Apr-2023 02:36 PM,Accepted-AOC,Successful in Lottery,30-Jun-2023 11:22 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2124541,Aswin Kumar Mahankuda,27-Apr-2023 03:07 PM,Rejected-AOC,Not Successful in Lottery,30-Jun-2023 11:22 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2119443,BAIDHARA SWAIN,22-Apr-2023 04:57 PM,Rejected-AOC,Not Successful in Lottery,30-Jun-2023 11:22 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2124089,Dusmanta Kumar Dalai,27-Apr-2023 10:40 AM,Rejected-AOC,Not Successful in Lottery,30-Jun-2023 11:22 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2122938,SANYASI BEHERA SC,27-Apr-2023 11:29 AM,Rejected-AOC,Not Successful in Lottery,30-Jun-2023 11:22 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,2124664,SUBHADARSANI SWAIN,27-Apr-2023 03:23 PM,Rejected-AOC,Not Successful in Lottery,30-Jun-2023 11:22 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,2124085,Sunil Kumar Panda,27-Apr-2023 12:00 PM,Rejected-AOC,Not Successful in Lottery,30-Jun-2023 11:22 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,2124462,SURAJ KUMAR JENA,27-Apr-2023 01:35 PM,Rejected-AOC,Not Successful in Lottery,30-Jun-2023 11:22 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,2123983,TOFAN SAHU,27-Apr-2023 08:50 AM,Rejected-AOC,Not Successful in Lottery,30-Jun-2023 11:22 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
