Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
DAO of JSD and Estimator of JID,Internal,"S.E, Jagatsinghpur Irrigation Division",Pratap Kumar Satapathy,25-Mar-2023 05:02 PM,techsummary_428224.pdf (54.49 KB),14-Apr-2023,"INR 1,619,392",180.0,Pratap Kumar Satapathy,17-Jun-2023 07:21 PM,18.pdf (63.00 KB),"Awarded to Panchu Samal, L1 Bidder vide Agreement No.27P1 of 2023-24",1,2085737,ABHIRAM DASH,21-Feb-2023 12:10 PM,Rejected-Finance,being unsuccessful tender on lottery system,26-Mar-2023 08:03 PM,1.0,2082780.0,PANCHU SAMAL,INR,"1,619,392",Finance,21 Nos. of bidder are participate in this tender,Pratap Kumar Satapathy,25-Feb-2023 09:04 PM,,BOQ Comparative Chart,DAO of JSD and Estimator of JID,Internal,"S.E, Jagatsinghpur Irrigation Division",Pratap Kumar Satapathy,26-Mar-2023 08:03 PM,finsummary_428224.pdf (54.49 KB),"CE-BM,LMB Basin,BBSR||SE, Eastern Circle,Cuttack||EE,Jagatsinghpur Irr Division,Jagatsinghpur",2023_CELBB_86059_18,T.C.N. JSD-18 OF 2022-23,18. Improvement to Devi left embankment from Balipatana to Gandakula,AOC,"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"CE-BM,LMB Basin,BBSR||SE, Eastern Circle,Cuttack||EE,Jagatsinghpur Irr Division,Jagatsinghpur",T.C.N. JSD-18 OF 2022-23,2023_CELBB_86059_18,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,18. Improvement to Devi left embankment from Balipatana to Gandakula,Improvement to Devi left embankment from Balipatana to Gandakula,Please refer Tender documents. ,NA ,"19,04,943",Civil Works - Others,NA ,Tender,90.0,180.0,Jagatsinghpur,754103.0,NA ,NA ,NA ,"O/o the S.E, Jagatsinghpur Irrigation Division",No ,No,"Superintending Engineer, Jagatsinghpur Irrigation","O/o the Superintending Engineer, Jagatsinghpur Irrigation Division",1.0,Fee/PreQual/Technical/Finance,.pdf,"GSTIN, R.C, PAN, Affidavit, undertaking, NRC, EMD with dept. officials etc.",10-Feb-2023 10:00 AM,24-Feb-2023 11:00 AM,10-Feb-2023 10:00 AM,23-Feb-2023 05:00 PM,10-Feb-2023 10:00 AM ,17-Feb-2023 05:00 PM ,10-Feb-2023 10:00 AM,23-Feb-2023 05:00 PM,"19,050",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,2,2088409,AMARESWAR DAS,23-Feb-2023 03:14 PM,Rejected-Finance,being unsuccessful tender on lottery system,26-Mar-2023 08:03 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,2086583,Basanti Behera,23-Feb-2023 09:30 AM,Rejected-Finance,being unsuccessful tender on lottery system,26-Mar-2023 08:03 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,2082438,BIJAYA BHOL,17-Feb-2023 02:46 PM,Rejected-Finance,being unsuccessful tender on lottery system,26-Mar-2023 08:03 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,2082304,BISWANATH KHATUA,17-Feb-2023 01:25 PM,Rejected-Finance,being unsuccessful tender on lottery system,26-Mar-2023 08:03 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,2086978,DEBASHIS SWAIN,22-Feb-2023 05:04 PM,Rejected-Finance,being unsuccessful tender on lottery system,26-Mar-2023 08:03 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,2085265,DEBASIS DAS,20-Feb-2023 07:41 PM,Rejected-Finance,being unsuccessful tender on lottery system,26-Mar-2023 08:03 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,2087441,GAURANGA MAHALA,22-Feb-2023 06:07 PM,Rejected-Finance,being unsuccessful tender on lottery system,26-Mar-2023 08:03 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,2081614,III ENTERPRISERS,22-Feb-2023 12:28 PM,Rejected-Finance,being unsuccessful tender on lottery system,26-Mar-2023 08:03 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,2083202,JYOTI RANJAN PARIDA,18-Feb-2023 07:25 PM,Rejected-Finance,being unsuccessful tender on lottery system,26-Mar-2023 08:03 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
