Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"10,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"GSTN,PAN,RC,Affidavit for authenticity,Other documents as per DTCN","CE,Minor Irrigation,BBSR||SESMIC-BERHAMPUR||GANJAM I",Online Tender/13/GMID-I/2022-23,2023_CEMIB_86990_8,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,20-Mar-2023 05:00 PM,28-Mar-2023 10:30 AM,20-Mar-2023 05:00 PM,27-Mar-2023 05:00 PM,20-Mar-2023 05:00 PM ,23-Mar-2023 05:00 PM ,20-Mar-2023 05:00 PM,27-Mar-2023 05:00 PM,06-Apr-2023 11:00 AM,"59,000",Yes,fixed,,Nil,Nil,Construction of Talabadanalla Check Dam near village Badapalli in Digapahandi Block,Construction of Talabadanalla Check Dam near village Badapalli in Digapahandi Block of Ganjam District,Please refer Tender documents. ,NA ,"58,95,000",Civil Works - Others,NA ,Tender,90.0,210.0,Digapahandi,761012.0,NA ,NA ,NA ,"O/O SE, M.I.Division Ganjam-I, Berhampur",No ,No,1.0,ICICI BANK,"SE, M.I.Division Ganjam-I, Berhampur","O/O SE, M.I.Division Ganjam-I, Berhampur, Engg. School Road, Berhampur",AOC,Technical,17 Nos. of bidders are participated in this tender,Laxmikanta Tripathy,05-Apr-2023 06:23 PM,technical_431681.pdf,1,2104772,AMARESWARA SATAPATHY,27-Mar-2023 01:23 PM,Rejected-AOC,loser,06-Jun-2023 07:03 PM,Finance,17 Nos. bidders are participated.,Laxmikanta Tripathy,06-Jun-2023 06:26 PM,finance_431681.pdf,BOQ Comparative Chart,SE MI DIVISION GM-I,Internal,,Laxmikanta Tripathy,06-Jun-2023 06:45 PM,finsummary_431681.pdf (393.55 KB),06-Jun-2023,"INR 5,889,222.63",210.0,Laxmikanta Tripathy,06-Jun-2023 06:59 PM,08WorkOrder.pdf (376.00 KB),SE MID GM I,Internal,,Laxmikanta Tripathy,05-Apr-2023 07:31 PM,06-Apr-2023 11:00 AM,techsummary_431681.pdf (332.38 KB),1.0,2102789.0,Harish Chandra Patra,INR,"5,006,428.16","CE,Minor Irrigation,BBSR||SESMIC-BERHAMPUR||GANJAM I",2023_CEMIB_86990_8,Online Tender/13/GMID-I/2022-23,Construction of Talabadanalla Check Dam near village Badapalli in Digapahandi Block,AOC
,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,AOC,,,,,,2,2103164,Ansuman Gouda,25-Mar-2023 12:55 PM,Rejected-AOC,loser,06-Jun-2023 07:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,3,2103753,ANSUMAN PRADHAN,25-Mar-2023 05:48 PM,Rejected-AOC,loser,06-Jun-2023 07:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,4,2102846,BASANTA SAHU,23-Mar-2023 08:16 PM,Rejected-AOC,loser,06-Jun-2023 07:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,5,2102495,Bhuleswar Sahu,23-Mar-2023 11:46 AM,Rejected-AOC,loser,06-Jun-2023 07:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,6,2103190,CHINU SAHU,27-Mar-2023 10:37 AM,Rejected-AOC,loser,06-Jun-2023 07:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,7,2104928,CHITTA RANJAN PARIDA,27-Mar-2023 03:48 PM,Rejected-AOC,loser,06-Jun-2023 07:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,8,2103685,GANESH PATRA,25-Mar-2023 03:55 PM,Rejected-AOC,loser,06-Jun-2023 07:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,9,2103710,GANESH PRADHAN,25-Mar-2023 04:43 PM,Rejected-AOC,loser,06-Jun-2023 07:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,10,2102789,Harish Chandra Patra,23-Mar-2023 05:35 PM,Accepted-AOC,Winner through transparent lottery,06-Jun-2023 07:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
