EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"28,500",Yes,fixed,,Nil,Nil,08-Apr-2026 01:28 PM,25-Apr-2023 11:30 AM,08-Apr-2023 10:00 AM,24-Apr-2023 05:00 PM,08-Apr-2023 10:00 AM ,20-Apr-2023 03:00 PM ,08-Apr-2023 10:00 AM,24-Apr-2023 05:00 PM,Construction of Day Care Sub Centre Cum Health and Wellness Centre At Gadadharpur of Gadadharpur GP under Tigiria Block,Construction of Day Care Sub Centre Cum Health and Wellness Centre At Gadadharpur of Gadadharpur GP under Tigiria Block,Please refer Tender documents. ,NA ,"28,33,781",Civil Works - Buildings,NA ,Tender,90.0,240.0,"Gadadharpur, Tigiria Block",754030.0,NA ,NA ,NA ,Tigiria Block,No ,No,1.0,ICICI BANK,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Cuttack||TIGIRIA Block,TB-1 / 2023-24,2023_PRBTG_87640_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"BDO, Tigiria","BDO, TIGIRIA,Vill-Panchagaon, TIGIRIA, Cuttack,754030",1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"6,000",Nil,Nil,No,AOC,Pranab kumar Behera,Internal,PKBeheraSKRathAKNandaBCSethiMKSethi,Pranab Kumar Behera,15-Jun-2023 11:40 AM,finsummary_433391.pdf (313.49 KB),Finance,04 nos. of bidders have participated,Pranab Kumar Behera,10-May-2023 11:24 AM,finance_433391.pdf,BOQ Comparative Chart,19-Jun-2023,"INR 2,607,079.083",240.0,Pranab Kumar Behera,19-Jun-2023 10:47 AM,GadadharpurLoA.pdf (387.00 KB),Issue of Work Order,1,2121294,BINGU MUDULI,24-Apr-2023 04:14 PM,Accepted-AOC,Issue of Work Order,19-Jun-2023 10:48 AM,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Cuttack||TIGIRIA Block,2023_PRBTG_87640_1,TB-1 / 2023-24,Construction of Day Care Sub Centre Cum Health and Wellness Centre At Gadadharpur of Gadadharpur GP under Tigiria Block,1.0,2121294.0,BINGU MUDULI,INR,"2,607,079.083",Pranab kumar Behera,Internal,PKBeheraSKRathaAKNandaBCSethiMKSethi,Pranab Kumar Behera,09-Jun-2023 10:00 AM,techsummary_433391.pdf (313.49 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,AOC,,,,,,,,,,,,,,,,,,,,2,2120847,DILIP KUMAR BARAL,24-Apr-2023 12:18 PM,Rejected-Finance,Through Transparent Lottery,15-Jun-2023 11:40 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,3,2116771,PRAVASINI SETHY,19-Apr-2023 01:51 PM,Rejected-Finance,Through Transparent Lottery,15-Jun-2023 11:40 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,4,2120984,Suvendu Mishra,24-Apr-2023 01:17 PM,Rejected-Finance,Through Transparent Lottery,15-Jun-2023 11:40 AM,,,,,,,,,,,,,,,,AOC
