S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1,2107340,D. Pandaba Patro,30-Mar-2023 12:25 PM,Rejected-Finance,Rejected,16-Jun-2023 01:19 PM,16-Jun-2023,"INR 2,066,825.22",120.0,Moningi Nageswara Subudhi,16-Jun-2023 01:26 PM,Aoc_272_1.pdf (135.00 KB),As per estimated rate,Finance,Admitted,Moningi Nageswara Subudhi,03-Apr-2023 06:52 PM,finance_431205.pdf,BOQ Comparative Chart,Commissioner,Internal,City Engineer Executive Engineer Junior Engineer,Moningi Nageswara Subudhi,16-Jun-2023 01:19 PM,finsummary_431205.pdf (133.56 KB),Commissioner,Internal,City Engineer Executive Engineer Junior Engineer,Moningi Nageswara Subudhi,16-Jun-2023 01:15 PM,techsummary_431205.pdf (150.21 KB),Municipal Bodies||Brahmapur Municipal Corporation,2023_ORULB_86948_1,BMC(BAM)/272/2023-23,Const. of Drain and Paver Road from jagabandhu Sahi extn. Towards ganesh Nagar park in w. no. 9,1.0,2106940.0,Sudarsan Choudhury,INR,"2,128,829.98",AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAN, GST, AFFIDAVIT, REGISTRATION ETC AS PER DTCN",Const. of Drain and Paver Road from jagabandhu Sahi extn. Towards ganesh Nagar park in w. no. 9,Const. of Drain and Paver Road from jagabandhu Sahi extn. Towards ganesh Nagar park in w. no. 9,Please refer Tender documents. ,NA ,"20,66,813",Civil Works - Others,NA ,Tender,120.0,120.0,BERHAMPUR,760002.0,NA ,NA ,NA ,BERHAMPUR MUNICIPAL CORPORATION,No ,No,Municipal Bodies||Brahmapur Municipal Corporation,BMC(BAM)/272/2023-23,2023_ORULB_86948_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1,ICICI BANK,COMMISSIONER,"BERHAMPUR MUNICIPAL CORPORATION, BERHAMPUR","7,080",0.0,Nil,Nil,No,16-Mar-2023 03:00 PM,03-Apr-2023 11:30 AM,16-Mar-2023 03:00 PM,31-Mar-2023 05:00 PM,16-Mar-2023 03:00 PM ,23-Mar-2023 02:00 PM ,16-Mar-2023 03:00 PM,31-Mar-2023 05:00 PM,"20,668",Yes,fixed,,Nil,Nil,AOC
2,2106940,Sudarsan Choudhury,30-Mar-2023 12:08 PM,Accepted-AOC,Admitted,16-Jun-2023 01:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,AOC
