Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Stage
Executive Engineer,Internal,,Sujit Kumar Naik,19-Jun-2023 04:21 PM,finsummary_428525.pdf (638.25 KB),19-Jun-2023,"INR 8,301,334",60.0,Sujit Kumar Naik,19-Jun-2023 04:23 PM,Drain.pdf (638.00 KB),Finance,10 nos bidder are admitted,Sujit Kumar Naik,19-Apr-2023 10:40 AM,,BOQ Comparative Chart,1,2082227,ANKIT KUMAR AGRAWAL,20-Feb-2023 05:02 PM,Rejected-Finance,Disqualified,19-Jun-2023 04:21 PM,Technical,11 nos bidder are admitted,Sujit Kumar Naik,24-Feb-2023 08:05 PM,,1.0,2087047.0,M/S MAA MANGALA CONSTRUCTION,INR,"8,301,334",EIC-CIVIL||SERNB-CIRCLE-BOLANGIR||EERNB-DIVN-KALAHANDI,2023_EICCL_85904_1,BC KLD-55/2022-23,Improvement such as widening and strengthening to Jaipatna-Mukhiguda road from 0/00 to 8/120 km ( Such as Construction of concrete drain and paved shoulder from 6/160 km to 6/620 km in Mukhiguda Market area ) (Balance work) for the year 2022-23,Executive Engineer,Internal,,Sujit Kumar Naik,19-Apr-2023 09:59 AM,19-Apr-2023 10:15 AM,techsummary_428525.pdf (384.90 KB),AOC,"98,000",No,fixed,,Nil,Nil,"10,000",0.0,Nil,Nil,No,EIC-CIVIL||SERNB-CIRCLE-BOLANGIR||EERNB-DIVN-KALAHANDI,BC KLD-55/2022-23,2023_EICCL_85904_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"GSTIN,PAN,CONTRACTOR RC,AFFIDAVITS,UNDERTAKING AND ANY OTHER DOCUMENTS AS PER DTCN",Executive Engineer,O/O Superintending Engineer Kalahandi R and B Division Bhawanipatna,Improvement such as widening and strengthening to Jaipatna-Mukhiguda road from 0/00 to 8/120 km ( Such as Construction of concrete drain and paved shoulder from 6/160 km to 6/620 km in Mukhiguda Market area ) (Balance work) for the year 2022-23,Drain,Please refer Tender documents. ,NA ,"97,65,127",Civil Works - Others,NA ,Tender,90.0,60.0,Bhawanipatna Kalahandi,766001.0,NA ,NA ,NA ,O/O SE Kalahandi R and B Division Bhawanipatna,No ,No,13-Feb-2023 12:00 PM,23-Feb-2023 11:00 AM,13-Feb-2023 12:00 PM,22-Feb-2023 05:00 PM,13-Feb-2023 12:00 PM ,18-Feb-2023 05:00 PM ,13-Feb-2023 12:00 PM,22-Feb-2023 05:00 PM,19-Apr-2023 10:15 AM,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,2,2087197,BIKASH KUMAR AGRAWAL,22-Feb-2023 03:20 PM,Rejected-Finance,Disqualified,19-Jun-2023 04:21 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,3,2086660,GAJENDRA NATH BISOI,22-Feb-2023 04:47 PM,Rejected-Finance,Disqualified,19-Jun-2023 04:21 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,4,2081410,Gyanendra Dhar,22-Feb-2023 09:57 AM,Rejected-Finance,Disqualified,19-Jun-2023 04:21 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,5,2086028,Jitendra Kumar Naik,21-Feb-2023 07:25 PM,Rejected-Finance,Disqualified,19-Jun-2023 04:21 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,6,2085175,LOKNATH MAHARANA,22-Feb-2023 01:37 PM,Rejected-Finance,Disqualified,19-Jun-2023 04:21 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,7,2086667,Mahesh Kumar Agrawal,22-Feb-2023 09:12 AM,Rejected-Finance,Disqualified,19-Jun-2023 04:21 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,8,2086505,MOHIT KUMAR AGRAWAL,21-Feb-2023 08:53 PM,Rejected-Finance,Disqualified,19-Jun-2023 04:21 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,9,2087047,M/S MAA MANGALA CONSTRUCTION,22-Feb-2023 03:20 PM,Accepted-AOC,Qualified,19-Jun-2023 04:25 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,10,2086580,Pramila Sahu,21-Feb-2023 10:19 PM,Rejected-Finance,Disqualified,19-Jun-2023 04:21 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
