EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"80,000",Yes,fixed,,Nil,Nil,1,ICICI BANK,04-Feb-2023 10:00 AM,21-Feb-2023 11:30 AM,04-Feb-2023 10:00 AM,20-Feb-2023 05:00 PM,04-Feb-2023 10:00 AM ,20-Feb-2023 05:00 PM ,04-Feb-2023 10:00 AM,20-Feb-2023 05:00 PM,26-Apr-2023 11:30 AM,Repair and Maintenance to roads,Repair and Maintenance to roads,Please refer Tender documents. ,NA ,,Civil Works - Roads,NA ,Tender,120.0,120.0,UKHEP Bariniput,764006.0,NA ,NA ,NA ,"O/O The Sr. General Manager, UKHEP, Bariniput",No ,No,"11,800",0.0,Nil,Nil,No,"Unit Head, UKHEP, Bariniput","UKHEP, Bariniput, Jeypore, Koraput, 764006",1,Fee/PreQual/Technical,.pdf,Technical Bid,Odisha Hydro Power Corporation Ltd||Upper Kolab H.E. Project Bariniput,e-Tender-06/2022-23_UKHEP,2022_OHPCL_83633_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,28-Jun-2023,"INR 6,792,484",120.0,Frida Dung Dung,28-Jun-2023 12:02 PM,AG06.pdf (3444.00 KB),Unit Head,Internal,,Frida Dung Dung,28-Jun-2023 12:01 PM,finsummary_418531.pdf (128.40 KB),Technical,Bid opening Summary,SANKHA SIBA PRASAD RAO,19-Apr-2023 08:37 AM,technical_418531.pdf,1,2084715,JAGANNATH KHEMUNDU,20-Feb-2023 04:51 PM,Rejected-AOC,not selected in lottery,28-Jun-2023 12:03 PM,Finance,Opening Summary,SANKHA SIBA PRASAD RAO,28-Jun-2023 11:45 AM,finance_418531.pdf,BOQ Comparative Chart,1.0,2084985.0,PRASANTA MOHARANA,INR,"6,792,484",Odisha Hydro Power Corporation Ltd||Upper Kolab H.E. Project Bariniput,2022_OHPCL_83633_1,e-Tender-06/2022-23_UKHEP,Repair and Maintenance to roads,"Unithead,UKHEP, Bariniput",Internal,,Frida Dung Dung,19-Apr-2023 09:04 AM,26-Apr-2023 11:30 AM,techsummary_418531.pdf (988.49 KB),AOC
,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2,2084985,PRASANTA MOHARANA,20-Feb-2023 04:19 PM,Accepted-AOC,selected in lottery,28-Jun-2023 12:03 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
