S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1.0,"Due Date Extended - Due to some issues in accessing portals, all the tenders due for closing on 24-Mar-2023 have been extended by 24 hours as per System Malfunction Procedure. Inconvenience caused is deeply regretted.",Admin Corrigendum Date Extend,,"Chief Construction Engineer R.W.Circle,Angul",At-Hakimpda Po-Hakimpada District- Angul,17-Mar-2023 09:00 AM,25-Mar-2023 05:10 PM,17-Mar-2023 09:00 AM,25-Mar-2023 05:00 PM,17-Mar-2023 09:00 AM ,22-Mar-2023 01:00 PM ,17-Mar-2023 09:00 AM,25-Mar-2023 05:00 PM,29-Mar-2023 04:00 PM,"2,30,030",Yes,percentage,1.0%,Nil,Nil,"10,000",0.0,Nil,Nil,No,Construction of bridge over Sapua Nallah on T2 MDR(Gondia) to Sandaposi road in the Dhenkanal under BSY for the year 2022-23.,Construction of bridge Construction of bridge over Sapua Nallah on T2 MDR(Gondia) to Sandaposi road in the Dhenkanal under BSY for the year 2022-23.,Please refer Tender documents. ,NA ,"2,30,03,000",Civil Works - Bridges,NA ,Tender,90.0,450.0,Dhenkanal,759013.0,NA ,NA ,NA ,"Office of the C.C.E,R.W.Circle,Angul",No ,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"Paper cost, EMD one percentage of the estimated cost,GST,PAN,RC,Affidavit regarding correctness",CE RW I||RWCIRCLE-ANGUL,Bridge Online AGL- 23/2022-23,2023_CERWI_86921_3,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,1.0,2103053.0,Pramod Kumar Das,INR,"20,702,806",CE RW I||RWCIRCLE-ANGUL,2023_CERWI_86921_3,Bridge Online AGL- 23/2022-23,Construction of bridge over Sapua Nallah on T2 MDR(Gondia) to Sandaposi road in the Dhenkanal under BSY for the year 2022-23.,Debashis Padhi,Internal,E.E DAO Estimator,Debashis Padhi,26-Mar-2023 08:30 PM,29-Mar-2023 04:00 PM,techsummary_431359.pdf (117.38 KB),Chief Construction Engineer,Internal,E.E DAO Estimator,Debashis Padhi,09-Jun-2023 11:39 AM,finsummary_431359.pdf (88.10 KB),09-Jun-2023,"INR 20,702,806",450.0,Debashis Padhi,09-Jun-2023 11:39 AM,Sapua.pdf (88.00 KB),Return of E.M.D,Technical,Six Bidde4rs found,Sasmita Das,25-Mar-2023 06:40 PM,technical_431359.pdf,1,2102945,CHANDAN PRADHAN,24-Mar-2023 03:16 PM,Rejected-Technical,Fails in Clause No.14(c)(i) of DTCN,26-Mar-2023 08:30 PM,Finance,Three Bidders found,Sasmita Das,15-Apr-2023 09:36 AM,finance_431359.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,"Labour licence,Similar nature of work,Work in hand,Annual Turn Over,No relation certificate",,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2102195,GOPALA CONSTRUCTION,22-Mar-2023 11:27 PM,Rejected-AOC,0,09-Jun-2023 11:40 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Machinery own obtained on hire, Balance sheet Bidder Contact address and other documents as per DTCN",,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2102931,Harekrushna Sahoo,24-Mar-2023 04:16 PM,Rejected-Technical,Fails in Clause No.14(c)(i) of DTCN,26-Mar-2023 08:30 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantities in xls sheet,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2103063,Nitish Biswal,24-Mar-2023 04:30 PM,Rejected-Technical,Fails in Clause No.14(c)(iii) of DTCN,26-Mar-2023 08:30 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2102572,P.K.CONSTRUCTIONS,23-Mar-2023 05:07 PM,Rejected-AOC,0,09-Jun-2023 11:40 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2103053,Pramod Kumar Das,24-Mar-2023 04:19 PM,Accepted-AOC,Winner of lottery,09-Jun-2023 11:40 AM,,,,,,,AOC
