S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,2117901.0,PRAKASH KUMAR ROUT,INR,"21,662,617.99",EIC-CIVIL||SERNB-CIRCLE-EASTERN||EERNB-DIVN-BALASORE,2023_EICCL_87366_7,SE(RandB)BLS-Divn-1-79/2022-23,Repair and Renovation of S.D.H Nilgiri for the year 2022-23 under 5T (Ama Hospital),Superintending Engineer,Internal,"SE, DAO, AEE Estimator",Rama Chandra Sethi,25-Apr-2023 09:35 PM,26-Apr-2023 09:00 AM,techsummary_432853.pdf (235.09 KB),Superintending Engineer,Internal,"SE.DAO,AEE",Jyotiprakash Panda,12-Jun-2023 10:34 AM,finsummary_432853.pdf (536.15 KB),13-Jun-2023,"INR 25,482,434.71",120.0,Jyotiprakash Panda,12-Jun-2023 10:35 AM,AOC.pdf (536.00 KB),AOC,1,2117988,Bijay Kumar Nayak,20-Apr-2023 03:08 PM,Rejected-Technical,Minimum Documentss to fullfill the Eligibility criteria as per the check list of DTCN,25-Apr-2023 09:35 PM,Technical,Technical,Rama Chandra Sethi,25-Apr-2023 09:30 PM,technical_432853.pdf,Finance,CS,Jyotiprakash Panda,26-Apr-2023 09:48 AM,finance_432853.pdf,BOQ Comparative Chart,AOC,06-Apr-2023 10:00 AM,21-Apr-2023 11:00 AM,06-Apr-2023 10:00 AM,20-Apr-2023 04:00 PM,NA ,NA ,06-Apr-2023 10:00 AM,20-Apr-2023 04:00 PM,26-Apr-2023 09:00 AM,"Superintending Engineer, Balasore(R and B)Divisio","At-Padhuanpada,Dist-Balasore",1.0,Fee/PreQual/Technical,.pdf,"EMD, GSTIN, Valid RC, Affidavit and other connected documents as per DTCN",EIC-CIVIL||SERNB-CIRCLE-EASTERN||EERNB-DIVN-BALASORE,SE(RandB)BLS-Divn-1-79/2022-23,2023_EICCL_87366_7,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,Repair and Renovation of S.D.H Nilgiri for the year 2022-23 under 5T (Ama Hospital),Repair and Renovation of S.D.H Nilgiri for the year 2022-23 under 5T (Ama Hospital),"EMD, GSTIN, Valid RC, Affidavit and other connected documents as per DTCN ",NA ,,Civil Works - Buildings,NA ,Tender,90.0,120.0,Balasore,756001.0,NA ,NA ,NA ,"Superintending Engineer, Balasore(R and B)Divisio",No ,No,1.0,ICICI BANK,"2,54,900",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2117635,LOKANATH MOHAPATRA,20-Apr-2023 03:19 PM,Rejected-AOC,Lottery system,12-Jun-2023 10:36 AM,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2117901,PRAKASH KUMAR ROUT,20-Apr-2023 02:29 PM,Accepted-AOC,Lottery Winner,12-Jun-2023 10:36 AM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2117168,SHASHIKANTA BISWAL,19-Apr-2023 06:44 PM,Rejected-AOC,Lottery system,12-Jun-2023 10:36 AM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2115549,SHOVAN KUMAR GIRI,19-Apr-2023 04:55 PM,Rejected-Finance,disqualified,12-Jun-2023 10:34 AM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2116106,SUMAN KALYAN SENAPATI,18-Apr-2023 06:55 PM,Rejected-AOC,Lottery system,12-Jun-2023 10:36 AM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
