EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"49,573",Yes,percentage,1.0%,Nil,Nil,23-Mar-2023 10:30 AM,11-Apr-2023 11:00 AM,23-Mar-2023 10:30 AM,10-Apr-2023 05:00 PM,NA ,NA ,23-Mar-2023 10:30 AM,10-Apr-2023 05:00 PM,Construction of RCC Drain with cover slab from Bichi House to Babuni Garage near Tarini Temple at Church front road in ward no-17,Construction of RCC Drain with cover slab from Bichi House to Babuni Garage near Tarini Temple at Church front road in ward no-17,As per DTCN ,NA ,"49,57,323",Civil Works - Others,NA ,Tender,120.0,90.0,BMC Limited Area,751007.0,NA ,NA ,NA ,"Drainage Division, BMC",No ,No,Superintending Engineer,"Superintending Engineer, Drainage Division, BMC",Municipal Bodies||Bhubaneswar Municipal Corporation,BMC-EE-DD-11/2022-23 dtd.20.03.2023,2023_ORULB_87126_10,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Scan Copy of all document,"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,AOC,01-Jun-2023,"INR 5,265,262",90.0,Ramachandra Dasmohapatra,01-Jun-2023 11:50 AM,WO-291.22.pdf (314.00 KB),1,2111654,ANTARJYAMI DALAI,10-Apr-2023 03:27 PM,Rejected-Finance,other than 1st lowest,01-Jun-2023 11:48 AM,Superintending Engineer,Internal,"SE DRAINAGE,AEE DRAINAGE,AE DRAINAGE,HEAD ASSISTANT",Ramachandra Dasmohapatra,01-Jun-2023 11:44 AM,techsummary_431714.pdf (105.17 KB),Municipal Bodies||Bhubaneswar Municipal Corporation,2023_ORULB_87126_10,BMC-EE-DD-11/2022-23 dtd.20.03.2023,Construction of RCC Drain with cover slab from Bichi House to Babuni Garage near Tarini Temple at Church front road in ward no-17,Superintending Engineer,Internal,"SE DRAINAGE,AEE DRAINAGE,AE DRAINAGE,HEAD ASSISTANT",Ramachandra Dasmohapatra,01-Jun-2023 11:48 AM,finsummary_431714.pdf (105.17 KB),Finance,3 bids opened successfully,Goutam Chandra Das,11-Apr-2023 12:52 PM,finance_431714.pdf,BOQ Comparative Chart,1.0,2110178.0,CHITTA RANJAN BEHERA,INR,"5,265,262",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,2,2111699,BHABANI SANKAR MALLIA,10-Apr-2023 04:00 PM,Rejected-AOC,other than 1st lowest,01-Jun-2023 11:51 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,2110178,CHITTA RANJAN BEHERA,10-Apr-2023 12:44 PM,Accepted-AOC,1st lowest,01-Jun-2023 11:51 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
