S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage
1.0,2126312.0,SUBASH CHANDRA PARIDA,INR,"484,916.59",Laxman Mahanta,Internal,"JE,ME,EO",Abhishek Panda,28-Jun-2023 03:57 PM,finsummary_434005.pdf (1022.56 KB),Technical,Open,Abhishek Panda,05-May-2023 12:47 PM,technical_434005.pdf,Municipal Bodies||Barbil Municipality,2023_ORULB_87484_71,BBLM-1/2023-24,"Construction of road from Bahadur Munda house to Santara Munda house, Hesaburu, ward No.1",Finance,Open,Abhishek Panda,18-May-2023 09:16 AM,finance_434005.pdf,BOQ Comparative Chart,Laxman Mahanta,Internal,"JE,ME,Eo,Accountant",Abhishek Panda,16-May-2023 06:02 PM,17-May-2023 09:00 AM,techsummary_434005.pdf (11332.12 KB),1,2126633,RASHMI RANJAN JENA,29-Apr-2023 03:34 PM,Rejected-Finance,Second,28-Jun-2023 03:57 PM,28-Jun-2023,"INR 484,916.59",45.0,Abhishek Panda,28-Jun-2023 03:58 PM,71.pdf (511.00 KB),Contact Value excluding GST,AOC,18-Apr-2023 10:00 AM,03-May-2023 11:00 AM,18-Apr-2023 10:00 AM,02-May-2023 05:00 PM,NA ,NA ,18-Apr-2023 10:00 AM,02-May-2023 05:00 PM,17-May-2023 09:00 AM,"2,000",0.0,Nil,Nil,No,"Construction of road from Bahadur Munda house to Santara Munda house, Hesaburu, ward No.1","Construction of road from Bahadur Munda house to Santara Munda house, Hesaburu, ward No.1",Please refer Tender documents. ,NA ,"4,99,700",Civil Works - Others,NA ,Tender,45.0,45.0,Barbil,758035.0,NA ,NA ,NA ,Barbil Municipality Office,No ,No,Executive Officer Barbil Municipality,Executive Officer Barbil Municipality,"4,997",Yes,percentage,1.0%,Nil,Nil,1,ICICI BANK,Municipal Bodies||Barbil Municipality,BBLM-1/2023-24,2023_ORULB_87484_71,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,Document as per Detail Tender Call Notice,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2126312,SUBASH CHANDRA PARIDA,29-Apr-2023 11:43 AM,Accepted-AOC,Lowest,28-Jun-2023 03:58 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,AOC
