Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"4,000",0.0,Nil,Nil,Yes,1.0,ICICI BANK,"Construction of CC road from sri pradeep ku Pattanaik house towards Uma Shankar house, Burla in W.No-3 under SMC, Sambalpur","Construction of CC road from sri pradeep ku Pattanaik house towards Uma Shankar house, Burla in W.No-3 under SMC, Sambalpur",Please refer Tender documents. ,NA ,"8,89,933",Civil Works - Others,NA ,Tender,120.0,60.0,sambalpur municipal corporation,768006.0,NA ,NA ,NA ,sambalpur municipal corporation,No ,No,18-Apr-2023 11:00 AM,01-May-2023 11:00 AM,18-Apr-2023 11:00 AM,29-Apr-2023 05:00 PM,NA ,NA ,18-Apr-2023 11:00 AM,29-Apr-2023 05:00 PM,Municipal Bodies||Sambalpur Municipal Corporation,1/SMC_SBP/2023-24,2023_ORULB_87985_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Commissioner,"New office buiding, SMC, Durgapali, Sambalpur,768006","8,899",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"pan,gst, affidavit, no relation certificate, etc as per DTCN",AOC,Ananya Das Committee Chairperson / Co-ordinator,Internal,"DEE,EE,HO,DC,COMMISSIONER,SMC",Sanjeeb Toppo,22-Jun-2023 01:30 PM,techsummary_434508.pdf (835.02 KB),Municipal Bodies||Sambalpur Municipal Corporation,2023_ORULB_87985_2,1/SMC_SBP/2023-24,"Construction of CC road from sri pradeep ku Pattanaik house towards Uma Shankar house, Burla in W.No-3 under SMC, Sambalpur",1.0,2125058.0,M/s Nutan Mohapatra,INR,"889,933",1,2126208,Abhaya Narayan Padhi,29-Apr-2023 11:13 AM,Rejected-Technical,unsuccessful,22-Jun-2023 01:30 PM,Ananya Das Committee Chairperson / Co-ordinator,Internal,"DEE,EE,HO,DC,COMMISSIONER,SMC",Sanjeeb Toppo,22-Jun-2023 01:34 PM,finsummary_434508.pdf (835.02 KB),Finance,TENDER OPENED,Pradeep Kumar Sahoo,02-May-2023 10:17 AM,finance_434508.pdf,BOQ Comparative Chart,22-Jun-2023,"INR 889,933",60.0,Sanjeeb Toppo,22-Jun-2023 01:36 PM,1-2-24.pdf (835.00 KB),successful,AOC
,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of quantity,AOC,,,,,,,,,,,,,,,,2,2126725,HIMANSU SEKHAR MISHRA,29-Apr-2023 04:50 PM,Rejected-Technical,unsuccessful,22-Jun-2023 01:30 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,3,2125985,MAMATA NEPAK,28-Apr-2023 08:00 PM,Rejected-Technical,unsuccessful,22-Jun-2023 01:30 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,4,2125058,M/s Nutan Mohapatra,27-Apr-2023 09:52 PM,Accepted-AOC,successful,22-Jun-2023 01:36 PM,,,,,,,,,,,,,,,,,,,,AOC
