EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"3,222",Yes,percentage,1.0%,Nil,Nil,"2,000",0.0,Nil,Nil,No,Construction of paver block road from Niranjan Dey res to Jayanta Dey res in WARD NO_12 under Balasore Municipality,Construction of paver block road from Niranjan Dey res to Jayanta Dey res in WARD NO_12 under Balasore Municipality,Please refer Tender documents. ,NA ,"3,22,203",Civil Works - Others,NA ,Tender,90.0,60.0,Balasore Municipality,756003.0,NA ,NA ,NA ,Balasore Municipality,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,24-Feb-2023 05:00 PM,10-Mar-2023 11:00 AM,24-Feb-2023 05:00 PM,09-Mar-2023 05:00 PM,NA ,NA ,24-Feb-2023 05:00 PM,09-Mar-2023 05:00 PM,"Executive Officer, Balasore Municipality",BALASORE MUNICIPALITY,Municipal Bodies||Balasore Municipality,BM_11_2022_23,2023_ORULB_86458_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1,ICICI BANK,AOC,EXECUTIVE OFFICER,Internal,,Pranabananda Sahu,05-Jun-2023 12:23 PM,finsummary_429744.pdf (329.69 KB),Finance,Tender opened successfully,Pranabananda Sahu,10-Mar-2023 12:49 PM,,BOQ Comparative Chart,05-Jun-2023,"INR 380,200",60.0,Pranabananda Sahu,05-Jun-2023 12:24 PM,WO1106.pdf (244.00 KB),1,2096258,Ajit Mishra,09-Mar-2023 11:11 AM,Rejected-AOC,L1,05-Jun-2023 12:24 PM,1.0,2095600.0,SHAIKH AFSAR ALI,INR,"273,905.11",Municipal Bodies||Balasore Municipality,2023_ORULB_86458_6,BM_11_2022_23,Construction of paver block road from Niranjan Dey res to Jayanta Dey res in WARD NO_12 under Balasore Municipality,EXECUTIVE OFFICER,Internal,,Pranabananda Sahu,05-Jun-2023 11:11 AM,techsummary_429744.pdf (329.69 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,2,2095600,SHAIKH AFSAR ALI,05-Mar-2023 07:37 PM,Accepted-AOC,WO,05-Jun-2023 12:24 PM,,,,,,,,,,,,,,,,AOC
