EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"55,000",Yes,fixed,,Nil,Nil,"General Manager, WATCO Division, Cuttack","O/o-General Manager, WATCO Division, Cuttack",1,ICICI BANK,"Annual operation and maintenance of 6 MLD WTP excluding Fuel Energy charges, Chemical and Major spare parts at Jagatpur Ward No.48 at CMC, Cuttack","Annual operation and maintenance of 6 MLD WTP excluding Fuel Energy charges, Chemical and Major spare parts at Jagatpur Ward No.48 at CMC, Cuttack",Please refer Tender documents. ,NA ,"54,62,681",Civil Works - Water Works,NA ,Tender,120.0,365.0,Cuttack,753003.0,NA ,NA ,NA ,"O/o-General Manager, WATCO Division, Cuttack",No ,No,"11,800",Nil,Nil,No,WATCO Bhubaneswar||Director (Operation) Watco||WATCO Division Cuttack,GMWATCO (W) - 03 /2023-24 Dtd.20.05.2023,2023_WCUTT_89209_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,22-May-2023 12:45 PM,30-May-2023 12:30 PM,22-May-2023 12:45 PM,29-May-2023 05:00 PM,22-May-2023 12:45 PM ,26-May-2023 05:00 PM ,22-May-2023 12:45 PM,29-May-2023 05:00 PM,31-May-2023 12:30 PM,1,Fee/PreQual/Technical,.pdf,"Copy of PAN,GSTIN, Affidavits,Certificates, Formats,Schedules and other documents if any as per DTCN",AOC,WATCO Bhubaneswar||Director (Operation) Watco||WATCO Division Cuttack,2023_WCUTT_89209_1,GMWATCO (W) - 03 /2023-24 Dtd.20.05.2023,"Annual operation and maintenance of 6 MLD WTP excluding Fuel Energy charges, Chemical and Major spare parts at Jagatpur Ward No.48 at CMC, Cuttack",1.0,2144619.0,Pooja Construction Co.,INR,"4,643,825",Debabrata Mohanty,Internal,,Debabrata Mohanty,31-May-2023 12:25 PM,31-May-2023 12:30 PM,techsummary_438738.pdf (724.51 KB),30-Jun-2023,"INR 4,643,825",365.0,Debabrata Mohanty,30-Jun-2023 12:21 PM,aoc032324.pdf (469.00 KB),Debabrata Mohanty,Internal,,Debabrata Mohanty,30-Jun-2023 12:09 PM,finsummary_438738.pdf (305.16 KB),Technical,The single bidder found to be responsive,Debabrata Mohanty,31-May-2023 12:24 PM,,1.0,2144619.0,Pooja Construction Co.,27-May-2023 05:08 PM,Accepted-AOC,Single bidder on 2nd time Tender Call,30-Jun-2023 12:23 PM,Finance,The bidder found to be responsive,Debabrata Mohanty,28-Jun-2023 05:55 PM,,BOQ Comparative Chart,AOC
,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Bill of Quantity,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
