Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"6,086",Yes,percentage,1.0%,Nil,Nil,15-Apr-2023 01:00 PM,26-Apr-2023 11:00 AM,15-Apr-2023 01:00 PM,25-Apr-2023 05:00 PM,NA ,NA ,15-Apr-2023 01:00 PM,25-Apr-2023 05:00 PM,Municipal Bodies||Balasore Municipality,BM_01_2023-24,2023_ORULB_87863_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Executive Officer, Balasore Municipality",Balasore Municipality,1,ICICI BANK,"4,000",0.0,Nil,Nil,No,Const. of paver block road at Olandaz Sahi Radhakrushna Nagar from Sita Rani Behera res to Kalyani Behera res in W N 24 under Balasore Municipality,Const. of paver block road at Olandaz Sahi Radhakrushna Nagar from Sita Rani Behera res to Kalyani Behera res in W N 24 under Balasore Municipality,Please refer Tender documents. ,NA ,"6,08,644",Civil Works - Others,NA ,Tender,90.0,60.0,Balasore Municipality,756003.0,NA ,NA ,NA ,Balasore Municipality,No ,No,AOC,EXECUTIVE OFFICER,Internal,,Pranabananda Sahu,05-Jun-2023 11:41 AM,techsummary_434099.pdf (243.14 KB),Municipal Bodies||Balasore Municipality,2023_ORULB_87863_2,BM_01_2023-24,Const. of paver block road at Olandaz Sahi Radhakrushna Nagar from Sita Rani Behera res to Kalyani Behera res in W N 24 under Balasore Municipality,1.0,2120935.0,SANJITA MAJHI,INR,"608,522.37",1,2120778,NANDA KISHORE RATH,24-Apr-2023 06:07 PM,Rejected-Finance,L2,05-Jun-2023 12:30 PM,05-Jun-2023,"INR 718,200",60.0,Pranabananda Sahu,05-Jun-2023 12:32 PM,WO0102.pdf (190.00 KB),EXECUTIVE OFFICER,Internal,,Pranabananda Sahu,05-Jun-2023 12:30 PM,finsummary_434099.pdf (243.14 KB),Finance,Tender opened successfully,Pranabananda Sahu,27-Apr-2023 10:22 AM,,BOQ Comparative Chart,AOC
,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2,2120935,SANJITA MAJHI,25-Apr-2023 10:35 AM,Accepted-AOC,WO,05-Jun-2023 12:32 PM,,,,,,,,,,,,,,,,,,,AOC
