Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Construction of bridge over Machhakandana Nallah on P.S. Silisuan to Kadagarh Road (Raft Foundation) in the District of Keonjhar for the year 2022-23 under BSY.,Construction of bridge over Machhakandana Nallah on P.S. Silisuan to Kadagarh Road (Raft Foundation) in the District of Keonjhar for the year 2022-23 under BSY.,Please refer Tender documents. ,NA ,"2,57,11,747",Civil Works - Bridges,NA ,Tender,90.0,540.0,Keonjhar,758001.0,NA ,NA ,NA ,"O/o C.C.E., R.W. Circle, Keonjhar",No ,No,1.0,ICICI BANK,"2,57,117",Yes,percentage,1.0%,Nil,Nil,"Chief Construction Engineer, R.W. Circle, Keonjhar","O/o C.C.E., R.W. Circle, Keonjhar",CE RW I||RWCIRCLE-KEONJHAR,Bridge Online NCB No. 361,2023_CERWI_86338_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"EMD, Tender Paper Cost, Registration Certificate, GSTIN, PAN, Affidavits etc.",18-Feb-2023 09:00 AM,03-Mar-2023 11:00 AM,18-Feb-2023 09:00 AM,02-Mar-2023 05:00 PM,18-Feb-2023 09:00 AM ,01-Mar-2023 05:00 PM ,18-Feb-2023 09:00 AM,02-Mar-2023 05:00 PM,05-Apr-2023 05:30 PM,"10,000",0.0,Nil,Nil,No,AOC,N V Harihar Rao,Internal,Puspanjali Bangsingh Monalisha Hembram,N V Harihar Rao,28-Mar-2023 04:50 PM,05-Apr-2023 05:30 PM,techsummary_429282.pdf (333.27 KB),CE RW I||RWCIRCLE-KEONJHAR,2023_CERWI_86338_1,Bridge Online NCB No. 361,Construction of bridge over Machhakandana Nallah on P.S. Silisuan to Kadagarh Road (Raft Foundation) in the District of Keonjhar for the year 2022-23 under BSY.,1.0,2092845.0,SAILENDRA NARAYAN SWAIN,INR,"23,143,142.64",Finance,COVER-II,Monalisha Hembram,06-Apr-2023 01:07 PM,finance_429282.pdf,BOQ Comparative Chart,Technical,COVER-I,Monalisha Hembram,28-Mar-2023 04:29 PM,technical_429282.pdf,1,2092741,ALINA SAMAL,28-Feb-2023 07:30 PM,Rejected-AOC,L3 after Lottery,22-Jun-2023 06:25 PM,N V Harihar Rao,Internal,Puspanjali Bangsingh Monalisha Hembram,Monalisha Hembram,12-May-2023 01:04 PM,finsummary_429282.pdf (267.29 KB),12-May-2023,"INR 23,143,142.64",540.0,Monalisha Hembram,22-Jun-2023 06:16 PM,AGTMACHHAKANDANA.pdf (848.00 KB),Award of Contract,AOC
,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Profit Loss statement, List of similar nature of work, Work in hand and other documents as per DTCN.",,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2091246,BISHNU PRASAD SETHY,27-Feb-2023 01:15 PM,Rejected-Technical,Insufficient similar nature of work.,28-Mar-2023 04:50 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machineries and all other documents required as per DTCN.,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2093402,CHITTARANJAN MISHRA,01-Mar-2023 02:17 PM,Rejected-AOC,L2 after Lottery,22-Jun-2023 06:25 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2092845,SAILENDRA NARAYAN SWAIN,02-Mar-2023 03:20 PM,Accepted-AOC,L1 after Lottery,22-Jun-2023 06:25 PM,,,,,,,,,,,,,,AOC
