S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1.0,2046670.0,Pradeep Patra,INR,"1,028,991.51",Finance,ok,SAMPAD KUMAR SWAIN,19-Jan-2023 03:59 PM,,BOQ Comparative Chart,HEMANT KUMAR SAHOO CP,Internal,EO ME JE,Sushil Kumar Behera,03-Jun-2023 05:08 PM,finsummary_423706.pdf (574.55 KB),Municipal Bodies||Pattamundai Municipality,2022_ORULB_84790_52,PM-06/2022-23,Construction of C.C Road and Drain at Ratnakar Jena house to Bhagabat Jena house and Paver Block Road at Gandharba Jena house to Pabitra Jena house in ward no- 15,HEMANT KUMAR SAHOO CP,Internal,EO ME JE,Sushil Kumar Behera,03-Jun-2023 05:02 PM,techsummary_423706.pdf (435.19 KB),03-Jun-2023,"INR 1,028,991.51",90.0,Sushil Kumar Behera,03-Jun-2023 05:10 PM,AOCDETAILS.pdf (318.00 KB),THE BIDDER ARE SILECTED THROUGH LOTTERY METHOD,1,2044405,AKASH MALIK,09-Jan-2023 12:21 PM,Rejected-AOC,L3,03-Jun-2023 05:12 PM,AOC,1.0,ICICI BANK,02-Jan-2023 05:30 PM,13-Jan-2023 11:00 AM,02-Jan-2023 05:30 PM,12-Jan-2023 05:00 PM,02-Jan-2023 05:30 PM ,06-Jan-2023 05:00 PM ,02-Jan-2023 05:30 PM,12-Jan-2023 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, GST, PAN, AFFIDAVIT, NRC, INFORMATION REGARDING CURRENT LITIGATION, AFFIDAVIT ETC",Municipal Bodies||Pattamundai Municipality,PM-06/2022-23,2022_ORULB_84790_52,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of C.C Road and Drain at Ratnakar Jena house to Bhagabat Jena house and Paver Block Road at Gandharba Jena house to Pabitra Jena house in ward no- 15,Construction of C.C Road and Drain at Ratnakar Jena house to Bhagabat Jena house and Paver Block Road at Gandharba Jena house to Pabitra Jena house in ward no- 15,Please refer Tender documents. ,NA ,"12,14,000",Civil Works - Roads,NA ,Tender,90.0,120.0,PATTAMUNDAI,754215.0,NA ,NA ,NA ,OFFICE OF THE MUNICIPALITY,No ,No,EXECUTIVE OFFICER PATTAMUNDAI MUNICIPALITY,EXECUTIVE OFFICER PATTAMUNDAI MUNICIPALITY,0.0,No,fixed,,Nil,Nil,"6,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2044516,BIPAD BHANJAN MALIK,09-Jan-2023 12:06 PM,Rejected-AOC,L4,03-Jun-2023 05:12 PM,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2046190,GAMAN KUMAR BEHERA,09-Jan-2023 02:48 PM,Rejected-AOC,L2,03-Jun-2023 05:12 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2046670,Pradeep Patra,09-Jan-2023 06:22 PM,Accepted-AOC,L1,03-Jun-2023 05:12 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2045567,PRADIPTA KUMAR BEHERA,09-Jan-2023 10:56 AM,Rejected-AOC,L5,03-Jun-2023 05:12 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2045553,PRANATI BEHERA,09-Jan-2023 11:43 AM,Rejected-AOC,L6,03-Jun-2023 05:12 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2049987,SARAT KUMAR MALIK,12-Jan-2023 02:51 PM,Rejected-Finance,NO ELIGIBLE,03-Jun-2023 05:08 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
