S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage
1.0,2127763.0,SUDIP KUMAR SAMAL,INR,"435,410.65",Laxman Mahanta,Internal,"JE,ME,Eo",Abhishek Panda,28-Jun-2023 06:08 PM,finsummary_433995.pdf (1037.96 KB),Municipal Bodies||Barbil Municipality,2023_ORULB_87484_67,BBLM-1/2023-24,"Construction of drain from Kali house to Gudia house and Fatima Khatun house to Seru house, Azad basti, ward No.10",Technical,Open,Abhishek Panda,05-May-2023 12:10 PM,technical_433995.pdf,Finance,Open,Abhishek Panda,18-May-2023 09:01 AM,finance_433995.pdf,BOQ Comparative Chart,Laxman mahanta,Internal,"JE,ME,EO,Accountant",Abhishek Panda,16-May-2023 05:56 PM,17-May-2023 09:00 AM,techsummary_433995.pdf (11332.12 KB),28-Jun-2023,"INR 435,410.65",45.0,Abhishek Panda,28-Jun-2023 06:09 PM,67.pdf (503.00 KB),Contact value excluding GST,1,2127758,RANJIT KUMAR MAHANTA,01-May-2023 06:03 PM,Rejected-Finance,Second,28-Jun-2023 06:08 PM,AOC,"2,000",0.0,Nil,Nil,No,1,ICICI BANK,"Construction of drain from Kali house to Gudia house and Fatima Khatun house to Seru house, Azad basti, ward No.10","Construction of drain from Kali house to Gudia house and Fatima Khatun house to Seru house, Azad basti, ward No.10",Please refer Tender documents. ,NA ,"4,48,000",Civil Works - Others,NA ,Tender,45.0,45.0,Barbil,758035.0,NA ,NA ,NA ,Barbil Municipality Office,No ,No,18-Apr-2023 10:00 AM,03-May-2023 11:00 AM,18-Apr-2023 10:00 AM,02-May-2023 05:00 PM,NA ,NA ,18-Apr-2023 10:00 AM,02-May-2023 05:00 PM,17-May-2023 09:00 AM,"4,480",Yes,percentage,1.0%,Nil,Nil,Municipal Bodies||Barbil Municipality,BBLM-1/2023-24,2023_ORULB_87484_67,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Executive Officer Barbil Municipality,Executive Officer Barbil Municipality,1,Fee/PreQual/Technical,.pdf,Document as per Detail Tender Call Notice,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2127763,SUDIP KUMAR SAMAL,01-May-2023 06:10 PM,Accepted-AOC,Lowest,28-Jun-2023 06:10 PM,AOC,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,AOC
