Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No.1,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage
"ACE, EMIC, Keonjhar",Internal,,RAMESH KUMAR SABAT,03-Jun-2023 09:14 PM,finsummary_436389.pdf (479.92 KB),26-Jun-2023,"INR 10,527,464.74",330.0,RAMESH KUMAR SABAT,26-Jun-2023 12:08 PM,Chahalapada.pdf (574.00 KB),1,2140382,ABHIJIT PRAMANIK,16-May-2023 04:05 PM,Rejected-AOC,Dis Qualified,26-Jun-2023 12:10 PM,Technical,29 NOS. BIDDERS PARTICIPATED IN THIS TENDER,RAMESH KUMAR SABAT,17-May-2023 01:56 PM,,Finance,29 NOS BIDDERS ARE PARTICATED IN THIS TENDER,RAMESH KUMAR SABAT,31-May-2023 05:24 PM,,BOQ Comparative Chart,1.0,2137357.0,SUVAJIT CHOUDHURY,INR,"10,527,464.74","CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar",2023_CEMIB_88579_1,Identification No- 02 BMIC (BPD/2022-23),Construction of Chahalapada Check Dam over Jiani Nala near village Chahalapada in Samakhunta Block of Mayurbhanj District for 2022-23,"ACE, EMIC, Keonjhar",Internal,,RAMESH KUMAR SABAT,31-May-2023 12:23 PM,31-May-2023 12:30 PM,techsummary_436389.pdf (992.26 KB),AOC,Construction of Chahalapada Check Dam over Jiani Nala near village Chahalapada in Samakhunta Block of Mayurbhanj District for 2022-23,Check Dam,Please refer Tender documents. ,NA ,"1,21,81,000",Civil Works - Others,NA ,Tender,90.0,330.0,Samakhunta Block of Mayurbhanj District,757049.0,NA ,NA ,NA ,"ACE, BMIC, Baripada",No ,No,"1,21,900",Yes,fixed,,Nil,Nil,1.0,1ST CORRIGENDUM,Other,,"CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar",Identification No- 02 BMIC (BPD/2022-23),2023_CEMIB_88579_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"ACE, BMIC, Baripada","Office of the Addl. C.E., Baripada Minor Irrigation Circle Baripada",1.0,ICICI BANK,01-May-2023 10:00 AM,17-May-2023 11:30 AM,01-May-2023 10:00 AM,16-May-2023 05:00 PM,NA ,NA ,01-May-2023 10:00 AM,16-May-2023 05:00 PM,31-May-2023 12:30 PM,"10,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"Tender Paper Cost, EMD, GSTIN, PAN and Affidavit",AOC
,,,,,,,,,,,,2,2139728,AKASH KUMAR PAIDA,16-May-2023 07:34 AM,Rejected-AOC,Dis Qualified,26-Jun-2023 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.pdf,No relation certificate and other documents as per DTCN,AOC
,,,,,,,,,,,,3,2138399,AMIT KUMAR SAHOO,15-May-2023 11:16 PM,Rejected-AOC,Dis Qualified,26-Jun-2023 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantities,AOC
,,,,,,,,,,,,4,2140300,ASHISH KUMAR MOHAPATRA,16-May-2023 03:06 PM,Rejected-AOC,Dis Qualified,26-Jun-2023 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,5,2137919,BASUDEB SAHU,14-May-2023 10:23 AM,Rejected-AOC,Dis Qualified,26-Jun-2023 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,6,2136768,Bhagyabati Mohanta,16-May-2023 10:43 AM,Rejected-AOC,Dis Qualified,26-Jun-2023 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,7,2140000,BINOD BEHARI ROUT,16-May-2023 12:19 PM,Rejected-AOC,Dis Qualified,26-Jun-2023 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,8,2140215,BISWAJIT BISWAL,16-May-2023 02:08 PM,Rejected-AOC,Dis Qualified,26-Jun-2023 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,9,2139852,CHANDAN KUMAR NATH,16-May-2023 10:30 AM,Rejected-AOC,Dis Qualified,26-Jun-2023 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,10,2138303,DHIRENDRA KUMAR NAYAK,16-May-2023 02:16 PM,Rejected-AOC,Dis Qualified,26-Jun-2023 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
