Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
Odisha Hydro Power Corporation Ltd||Hirakud H.E. Project Burla,e-TCN NO-HHEP-12/2023,2023_OHPCL_87118_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"7,080",0.0,Nil,Nil,No,"Unit Head,HHEP,BURLA","O/O SrGM,HHEP,BURLA","AMC of residential buildings in HHEP, Burla (Old F, TG, G, NBC-E F type quarters)","AMC of residential buildings in HHEP, Burla (Old F, TG, G, NBC-E F type quarters)",Please refer Tender documents. ,NA ,"33,04,639",Civil Works - Buildings,NA ,Tender,120.0,365.0,BURLA,768017.0,NA ,NA ,NA ,"O/O SrGM,HHEP,BURLA",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender paper cost,EMD,EPF,ESI,GST,Contractor License,Affidavit",20-Mar-2023 04:30 PM,31-Mar-2023 04:30 PM,20-Mar-2023 04:30 PM,31-Mar-2023 04:00 PM,20-Mar-2023 04:30 PM ,24-Mar-2023 05:00 PM ,20-Mar-2023 04:30 PM,31-Mar-2023 04:00 PM,"33,050",Yes,fixed,,Nil,Nil,AOC,DEBASHISHA MISHRA,Internal,S N PATEL A BILUNG GR PANDA,SANGHAMITRA SAHOO,03-Jun-2023 01:42 PM,techsummary_431633.pdf (139.76 KB),1.0,2107627.0,M/s Nutan Mohapatra,INR,"2,809,274",Odisha Hydro Power Corporation Ltd||Hirakud H.E. Project Burla,2023_OHPCL_87118_1,e-TCN NO-HHEP-12/2023,"AMC of residential buildings in HHEP, Burla (Old F, TG, G, NBC-E F type quarters)",1,2107445,BIDYUT KUMAR NAYAK,30-Mar-2023 04:47 PM,Rejected-AOC,LOTTERY LOOSER,03-Jun-2023 01:53 PM,03-Jun-2023,"INR 2,809,274",365.0,SANGHAMITRA SAHOO,03-Jun-2023 01:52 PM,AoC122023.pdf (1051.00 KB),"AOC OF AMC of residential buildings in HHEP, Burla (Old F, TG, G, NBC-E F type quarters)",DEBASHISHA MISHRA,Internal,A BILUNG SN PATEL GR PANDA,SANGHAMITRA SAHOO,03-Jun-2023 01:49 PM,finsummary_431633.pdf (139.76 KB),Finance,ALL the Bidders have uploaded all documents as per DTCN,Satyabrata Mohanty,03-Jun-2023 01:28 PM,finance_431633.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,"BOQ for AMC of residential Building in HHEP,BURLA(old F,TG,G,NBC E,F type Qtrs)",,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2,2107627,M/s Nutan Mohapatra,30-Mar-2023 11:37 PM,Accepted-AOC,LOTTERY WINNER,03-Jun-2023 01:53 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,3,2107646,Parameswar Das,31-Mar-2023 12:18 AM,Rejected-AOC,LOTTERY LOOSER,03-Jun-2023 01:53 PM,,,,,,,,,,,,,,,,,,,,AOC
