EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"8,673",Yes,percentage,1.0%,Nil,Nil,04-Apr-2023 10:30 AM,19-Apr-2023 11:00 AM,04-Apr-2023 10:30 AM,18-Apr-2023 05:00 PM,NA ,NA ,04-Apr-2023 10:30 AM,18-Apr-2023 05:00 PM,Municipal Bodies||Bhubaneswar Municipal Corporation,BMC-EE-DD-13/2022-23 dtd. 28.03.2023,2023_ORULB_87370_10,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Providing RCC Pre-cast Slabs to open drains at different vulnerable location in Ward No-63 of BMC,Providing RCC Pre-cast Slabs to open drains at different vulnerable location in Ward No-63 of BMC,Please refer Tender documents. ,NA ,"8,67,320",Civil Works - Others,NA ,Tender,120.0,90.0,BMC AREA LIMITED,751007.0,NA ,NA ,NA ,"Superintending Engineer Chamber,BMC",No ,No,Superintending Engineer,"Superintending Engineer Drainage Division,BMC","4,000",0.0,Nil,Nil,No,1,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,SCAN COPY OF ALL DOCUMENTS,AOC,1,2113380,NABIN KUMAR JENA,16-Apr-2023 07:34 PM,Rejected-AOC,other than 1st lowest,01-Jun-2023 10:53 AM,01-Jun-2023,"INR 1,073,587",90.0,Ramachandra Dasmohapatra,01-Jun-2023 10:52 AM,WO-34.23.pdf (299.00 KB),Superintending Engineer,Internal,"SE DRAINAGE,AEE DRAINAGE,AE DRAINAGE,HEAD ASSISTANT",Ramachandra Dasmohapatra,31-May-2023 02:45 PM,techsummary_432787.pdf (104.12 KB),Municipal Bodies||Bhubaneswar Municipal Corporation,2023_ORULB_87370_10,BMC-EE-DD-13/2022-23 dtd. 28.03.2023,Providing RCC Pre-cast Slabs to open drains at different vulnerable location in Ward No-63 of BMC,Superintending Engineer,Internal,"SE DRAINAGE,AEE DRAINAGE,AE DRAINAGE,HEAD ASSISTANT",Ramachandra Dasmohapatra,31-May-2023 03:38 PM,finsummary_432787.pdf (104.12 KB),Finance,2 bids opened successfully,Goutam Chandra Das,19-Apr-2023 12:58 PM,finance_432787.pdf,BOQ Comparative Chart,1.0,2114521.0,SANDEEP KUMAR BEHERA,INR,"1,073,587",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,.xls,BOQ,AOC,2,2114521,SANDEEP KUMAR BEHERA,16-Apr-2023 08:14 PM,Accepted-AOC,1st lowest,01-Jun-2023 10:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
