Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage
"ER.CHITTARANJAN JENA,SUPERINTENDING ENGINEER",Internal,"ER.MADHUSMITA TRIPATHY,AEE(ESTR),SRI VIKASH DUHAN,DAO-II",Madhusmita Tripathy,06-Feb-2023 05:09 PM,finsummary_421814.pdf (615.73 KB),Rural Water Supply and Sanitation||RWSS Circle Koraput||RWSS Division Rayagada,2022_RWSS_84470_2,08/RWSS/RGD/2022-23,EXTERNAL POWER SUPPLY TO PROPOSED PWS(SUPPLY VOLTAGE 440V/06KW/PUBLIC WATER WORKS AND SEWERAGE PUMPING)AT KITUNG UNDER GUNUPUR BLOCK OF RAYAGADA DISTRICT,08-Feb-2023,"INR 653,486",60.0,Madhusmita Tripathy,30-Jun-2023 12:52 PM,kitung.pdf (693.00 KB),1.0,2044302.0,ASISH KUMAR PATTNAIK,INR,"653,486",Finance,In response to the above tender two nos. of bidders have been participated,Madhusmita Tripathy,06-Feb-2023 04:45 PM,,BOQ Comparative Chart,1,2044302,ASISH KUMAR PATTNAIK,07-Jan-2023 04:51 PM,Accepted-AOC,1st lowest,30-Jun-2023 12:53 PM,"ER.CHITTARANJAN JENA,SUPERINTENDING ENGINEER",Internal,"ER.MADHUSMITA TRIPATHY,AEE(ESTR),SRI VIKASH DUHAN,DAO-II",Madhusmita Tripathy,06-Feb-2023 05:00 PM,techsummary_421814.pdf (615.73 KB),AOC,1,ICICI BANK,Rural Water Supply and Sanitation||RWSS Circle Koraput||RWSS Division Rayagada,08/RWSS/RGD/2022-23,2022_RWSS_84470_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,EXTERNAL POWER SUPPLY TO PROPOSED PWS(SUPPLY VOLTAGE 440V/06KW/PUBLIC WATER WORKS AND SEWERAGE PUMPING)AT KITUNG UNDER GUNUPUR BLOCK OF RAYAGADA DISTRICT,EXTERNAL POWER SUPPLY TO PROPOSED PWS(SUPPLY VOLTAGE 440V/06KW/PUBLIC WATER WORKS AND SEWERAGE PUMPING)AT KITUNG UNDER GUNUPUR BLOCK OF RAYAGADA DISTRICT,Please refer Tender documents. ,NA ,"7,26,015",Electrical Works,NA ,Tender,120.0,60.0,KITUNG,765022.0,NA ,NA ,NA ,"RWSS DIVISION, RAYAGADA",No ,No,28-Dec-2022 03:00 PM,09-Jan-2023 11:00 AM,28-Dec-2022 03:00 PM,07-Jan-2023 05:00 PM,28-Dec-2022 03:00 PM ,07-Jan-2023 05:00 PM ,28-Dec-2022 03:00 PM,07-Jan-2023 05:00 PM,"4,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"CONTRACTORS LICENSE,PAN CARD,NO RELATION AFFIDAVIT,WORKS EXPERIENCE ETC AS PER DTCN",0.0,No,fixed,,Nil,Nil,"SUPERINTENDING ENGINEER,RWSS DIVISION,RAYAGADA","RWSS DIVISION,RAYAGADA,AT-AMBAGUDA,PO-JS CO,DIST-RAYAGADA,PIN-765002",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2044100,RAMESH CHANDRA BISWAL,07-Jan-2023 01:50 PM,Rejected-AOC,2nd lowest,30-Jun-2023 12:53 PM,,,,,,,AOC,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,AOC
