S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,External Electrification to the Pump House at village Pandaripani for RPWS to village Pandaripani under Padampur Block,External Electrification to the Pump House at village Pandaripani for RPWS to village Pandaripani under Padampur Block,Please refer Tender Documents ,NA ,,Electrical Works,Electrification to Pump House ,Tender,90.0,90.0,village Pandaripani under Padampur Block,768028.0,"O/O SE RWSS Division,Bargarh ","O/O SE RWSS Division,Bargarh ",22-Feb-2023 11:00 AM ,"O/O SE RWSS Division,Bargarh",No ,No,16-Feb-2023 10:00 AM,04-Mar-2023 11:00 AM,16-Feb-2023 10:00 AM,03-Mar-2023 05:00 PM,16-Feb-2023 10:00 AM ,03-Mar-2023 05:00 PM ,16-Feb-2023 10:00 AM,03-Mar-2023 05:00 PM,"6,000",0.0,Nil,Nil,No,"EE RWSS Division,Bargarh","O/O SE RWSS Division,Bargarh","20,000",No,fixed,,Nil,Nil,1.0,Ist.Corigendum,Date,,"Rural Water Supply and Sanitation||RWSS Circle Sambalpur||RWSS Division, Bargarh",09 of 2022-23,2023_RWSS_86245_13,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Paper Cost,EMD,VAT,GSTIN,Experience Certificate,Registration Certificate etc.",AOC,1,2094020,DEBANANDA BABU,02-Mar-2023 12:45 PM,Rejected-AOC,Ist.lowest,12-Jun-2023 11:07 AM,"Er. Arun Kumar Barik,EE",Internal,"Sri Rajat Kumar Mishra,DAO, Er.Sanjukta Kiro,AEE Estimator,Er.Biswanath Meher,AEE Estimator",Biswanath Meher,14-Apr-2023 10:57 AM,finsummary_428794.pdf (705.87 KB),Finance,Six nos. of bidders participated 1) M/s. Mahalaxmi Electricals and Associates2) ELECTRICAL CONSTRUCTION AND MAINTENANCE SERVICE 3) M/S MARUTI ELECTRICALS 4) Subhadra Electricals and civil construction 5) HIMANSU PANDA 6)DEBANANDA BABU,Biswanath Meher,14-Apr-2023 10:53 AM,finance_428794.pdf,BOQ Comparative Chart,18-May-2023,"INR 1,696,759",90.0,Biswanath Meher,12-Jun-2023 11:05 AM,AOC_Pandaripani.pdf (722.00 KB),M/s Electrical Construction and Maintenance Service was awarded the work with agreement value of Rs.1696759.00,"Er. Arun Kumar Barik,EE",Internal,"Sri Rajat Kumar Mishra,DAO, Er.Sanjukta Kiro,AEE Estimator,Er.Biswanath Meher,AEE Estimator",Biswanath Meher,14-Apr-2023 10:55 AM,techsummary_428794.pdf (705.87 KB),"Rural Water Supply and Sanitation||RWSS Circle Sambalpur||RWSS Division, Bargarh",2023_RWSS_86245_13,09 of 2022-23,External Electrification to the Pump House at village Pandaripani for RPWS to village Pandaripani under Padampur Block,1.0,2089658.0,ELECTRICAL CONSTRUCTION AND MAINTENANCE SERVICE,INR,"1,696,759",AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Documents as per DTCN,AOC,2,2089658,ELECTRICAL CONSTRUCTION AND MAINTENANCE SERVICE,02-Mar-2023 10:39 AM,Accepted-AOC,Ist.lowest(lottery),12-Jun-2023 11:07 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,AOC,3,2091550,HIMANSU PANDA,03-Mar-2023 11:01 AM,Rejected-AOC,Ist.lowest,12-Jun-2023 11:07 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2089597,M/s. Mahalaxmi Electricals and Associates,27-Feb-2023 02:04 PM,Rejected-AOC,2nd.lowest,12-Jun-2023 11:07 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2090772,M/S MARUTI ELECTRICALS,27-Feb-2023 10:32 AM,Rejected-AOC,Ist.lowest,12-Jun-2023 11:07 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2091320,Subhadra Electricals and civil construction,27-Feb-2023 02:24 PM,Rejected-AOC,Ist.lowest,12-Jun-2023 11:07 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
