Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"4,000",Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"GSTIN,PAN,RC,No Relation Certificate, Affidavit regarding authenticity documents","S.E. Jaraka Irrigation Division, Jaraka","S.E. Jaraka Irrigation Division, Jaraka",CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE||Jaraka Irr Div Jaraka,JKID-07 OF 2022-23,2023_JIRR_86248_17,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"9,600",Yes,fixed,,Nil,Nil,Sl. No.17-Repair to 19 ABC on Brahmani left from 0.000 to 2.100 Km for the year 2023-24,Earth Work and Road work,Please refer Tender Documents ,NA ,"9,59,704",Civil Works - Others,NA ,Tender,90.0,90.0,Jaraka,755050.0,NA ,NA ,NA ,"S.E. Jaraka Irrigation Division, Jaraka",No ,No,16-Feb-2023 11:00 AM,03-Mar-2023 11:00 AM,16-Feb-2023 11:00 AM,02-Mar-2023 05:00 PM,16-Feb-2023 11:00 AM ,21-Feb-2023 05:00 PM ,16-Feb-2023 11:00 AM,02-Mar-2023 05:00 PM,1.0,ICICI BANK,AOC,1,2094050,AMARENDRA MALLICK,02-Mar-2023 12:41 PM,Rejected-Finance,Other than L1,25-Apr-2023 12:43 PM,06-May-2023,"INR 815,844",90.0,kamadev das,02-Jun-2023 04:18 PM,SLNo.17.pdf (10661.00 KB),The work has been awarded to Sri Manoranjan Mohanty C Class Contractor,"Superintending Engineer, Jaraka Irrigation Division, Jaraka",Internal,"S.E., Jaraka Irrigation Division, Jaraka, DAO, Jaraka Irrigation Division, Jaraka",kamadev das,25-Apr-2023 12:43 PM,finsummary_428834.pdf (142.57 KB),Finance,Documents of all the bidders downloaded,kamadev das,24-Apr-2023 04:26 PM,,BOQ Comparative Chart,"Superintending Engineer, Jaraka Irrigation Division, Jaraka",Internal,"S.E., Jaraka Irrigation Division, Jaraka, DAO, Jaraka Irrigation Division, Jaraka",kamadev das,24-Apr-2023 04:40 PM,techsummary_428834.pdf (142.57 KB),1.0,2092560.0,MANORANJAN MOHANTY,INR,"815,844",CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE||Jaraka Irr Div Jaraka,2023_JIRR_86248_17,JKID-07 OF 2022-23,Sl. No.17-Repair to 19 ABC on Brahmani left from 0.000 to 2.100 Km for the year 2023-24,AOC
,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,2,2088037,BIBEKANANDA SAMAL,01-Mar-2023 12:34 PM,Rejected-Finance,Other than L1,25-Apr-2023 12:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2090088,JYOTI RANJAN KAR,27-Feb-2023 05:29 PM,Rejected-Finance,Other than L1,25-Apr-2023 12:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2092560,MANORANJAN MOHANTY,28-Feb-2023 03:42 PM,Accepted-AOC,Selected,02-Jun-2023 04:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2093958,MIRZA MUSLIM BAIG,02-Mar-2023 10:25 AM,Rejected-Finance,Other than L1,25-Apr-2023 12:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2088605,NABAGHAN PARIDA,23-Feb-2023 06:17 PM,Rejected-Finance,Other than L1,25-Apr-2023 12:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,2092663,PUSHPALATA SAHU,01-Mar-2023 10:12 PM,Rejected-Finance,Other than L1,25-Apr-2023 12:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,2094130,SAGAR CHANDRA RAY,02-Mar-2023 01:05 PM,Rejected-Finance,Other than L1,25-Apr-2023 12:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,2092804,SOURAV TANTY,28-Feb-2023 08:23 PM,Rejected-Finance,Other than L1,25-Apr-2023 12:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,2086880,SUSANTA KUMAR MALLICK,22-Feb-2023 12:13 PM,Rejected-Finance,Other than L1,25-Apr-2023 12:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
