Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,"Affidavit,GSTIN,PAN,RC,Annual Turnover,experience,machinery and other papers as per DTCN","8,21,900",Yes,fixed,,Nil,Nil,01-Mar-2023 02:00 PM,16-Mar-2023 11:00 AM,01-Mar-2023 02:00 PM,15-Mar-2023 03:00 PM,01-Mar-2023 02:00 PM ,13-Mar-2023 02:00 PM ,01-Mar-2023 02:00 PM,15-Mar-2023 03:00 PM,24-Mar-2023 11:00 AM,"10,000",0.0,Nil,Nil,No,Improvement of PWD road to Jargisuga via Sapakhamba road under Improvement to Existing RD road in districts of Kandhamal for the year 2022-23,Improvement of PWD road to Jargisuga via Sapakhamba road under Improvement to Existing RD road in districts of Kandhamal for the year 2022-23,Please refer Tender documents. ,NA ,,Civil Works - Roads,NA ,Tender,90.0,330.0,Balliguda,760011.0,NA ,NA ,NA ,"O/O Chief Construction Engineer, R.W.Circle, BAM",No ,No,CE RW I||RWCIRCLE-BERHAMPUR,Online Tender/76-2022-23/BPR,2023_CERWI_86620_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,"Chief Construction Engineer, R.W.Circle, BAM","O/O Chief Construction Engineer, RWC, BAM Near Income Tax Office Ambapua-11",AOC,Finance,Documents to be verified,Lopamudra Dalai,28-Mar-2023 01:24 PM,finance_430256.pdf,BOQ Comparative Chart,Technical,Documents to be verified,Lopamudra Dalai,16-Mar-2023 04:52 PM,technical_430256.pdf,1,2099048,ISWAR GOPAL CHETTY,15-Mar-2023 02:09 PM,Accepted-AOC,successful bidder after Lottery system,06-Jun-2023 06:09 PM,06-Jun-2023,"INR 69,863,819",330.0,Lopamudra Dalai,06-Jun-2023 06:09 PM,Jargisuga.pdf (1225.00 KB),"P K Jena, CCE, RWC",Internal,,Lopamudra Dalai,18-Apr-2023 04:11 PM,finsummary_430256.pdf (166.34 KB),"P K Jena, CCE, RWC",Internal,"Junior Engineer,R.W.Circle,BAM P.A. to CCE,R.W.Circle, BAM SE,R.W.Divn-II,Gm,BAM",Lopamudra Dalai,20-Mar-2023 05:14 PM,24-Mar-2023 11:00 AM,techsummary_430256.pdf (72.42 KB),CE RW I||RWCIRCLE-BERHAMPUR,2023_CERWI_86620_1,Online Tender/76-2022-23/BPR,Improvement of PWD road to Jargisuga via Sapakhamba road under Improvement to Existing RD road in districts of Kandhamal for the year 2022-23,1.0,2099048.0,ISWAR GOPAL CHETTY,INR,"69,863,819",AOC
2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,AOC,,,,,,,,,,,,2,2098976,M/s SHREE INFRA AND CO,15-Mar-2023 12:47 PM,Rejected-AOC,1st Lowest,06-Jun-2023 06:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3,2098887,NARASINGH PATRA,15-Mar-2023 02:06 PM,Rejected-Technical,DISQUALIFIED,20-Mar-2023 05:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4,2098449,SOLEELO KUMAR SENAPATI,14-Mar-2023 09:32 PM,Rejected-AOC,1st Lowest,06-Jun-2023 06:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5,2098423,Upendra Bhanja Panda,15-Mar-2023 01:28 PM,Rejected-AOC,1st Lowest,06-Jun-2023 06:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
