Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Tender Notice,EIC-CIVIL||SERNB-CIRCLE-DHENKANAL||EERNB-DIVN-DHENKANAL,40 of 2022-2023,2023_EICCL_87796_5,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,SE Dhenkanal R and B Division,SE Dhenkanal R and B Division,21-Apr-2023 10:10 AM,26-Apr-2023 11:00 AM,21-Apr-2023 10:10 AM,26-Apr-2023 10:15 AM,NA ,NA ,21-Apr-2023 10:10 AM,26-Apr-2023 10:15 AM,08-May-2023 10:00 AM,Repair and Renovation of CHC Parjang under Ist. Phase 5 T Transformation Ama Hospital initiative in the District of Dhenkanal for the year 2022-2023,Repair and Renovation of CHC Parjang under Ist. Phase 5 T Transformation Ama Hospital initiative in the District of Dhenkanal for the year 2022-2023,Please refer Tender documents. ,NA ,"1,38,20,876",Civil Works - Buildings,NA ,Tender,90.0,120.0,Dhenkanal,759001.0,NA ,NA ,NA ,SE Dhenkanal R and B Division,No ,No,"1,39,000",Yes,fixed,,Nil,Nil,AOC,Ashok Kumar Giri,Internal,K Behera S Mohapatra S Satpathy,Manoranjan Biswal,06-May-2023 11:27 AM,08-May-2023 10:00 AM,techsummary_435282.pdf (570.74 KB),EIC-CIVIL||SERNB-CIRCLE-DHENKANAL||EERNB-DIVN-DHENKANAL,2023_EICCL_87796_5,40 of 2022-2023,Repair and Renovation of CHC Parjang under Ist. Phase 5 T Transformation Ama Hospital initiative in the District of Dhenkanal for the year 2022-2023,1.0,2120443.0,JAYACHANDRA PRADHAN,INR,"11,749,127",Finance,Total 9 (NINE) Bids are admitted,Manoranjan Biswal,08-May-2023 11:53 AM,,BOQ Comparative Chart,Technical,11 Nos bidders found,Manoranjan Biswal,26-Apr-2023 08:43 PM,,1,2120033,AMRIT PRADHAN,23-Apr-2023 10:25 PM,Rejected-Finance,Rejected,07-Jun-2023 11:12 AM,07-Jun-2023,"INR 11,749,127",120.0,Manoranjan Biswal,07-Jun-2023 11:13 AM,COMMITTEE.pdf (47.00 KB),Opened,Er. M.R.Biswal,Internal,Assistant Executive Engineer (Estimator) / DAO,Manoranjan Biswal,07-Jun-2023 11:12 AM,finsummary_435282.pdf (47.12 KB),AOC
,,.pdf,DTCN,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2122246,ASHOK KUMAR SATPATHY,25-Apr-2023 04:56 PM,Rejected-Finance,Rejected,07-Jun-2023 11:12 AM,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2122586,DEBASHIS RAUL,25-Apr-2023 10:01 PM,Rejected-Finance,Rejected,07-Jun-2023 11:12 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2120443,JAYACHANDRA PRADHAN,23-Apr-2023 10:42 PM,Accepted-AOC,Awarded,07-Jun-2023 11:13 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2122567,Jubaranjan Panda,25-Apr-2023 09:40 PM,Rejected-Finance,Rejected,07-Jun-2023 11:12 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2122024,Laxmikant Rout,25-Apr-2023 01:32 PM,Rejected-Finance,Rejected,07-Jun-2023 11:12 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2122368,M/S SANJAYA KUMAR BINAYAK,25-Apr-2023 06:26 PM,Rejected-Finance,Rejected,07-Jun-2023 11:12 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2122150,SARTHAK DASH,25-Apr-2023 03:41 PM,Rejected-Technical,"Disqualified, as per the clause No. 7 and 112 E of DTCN",06-May-2023 11:27 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2122034,SUBAS CHANDRA BEHERA,25-Apr-2023 06:16 PM,Rejected-Technical,"Disqualified, as per the clause No. 7 and 112 E of DTCN",06-May-2023 11:27 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2118898,Sunil Samal,21-Apr-2023 07:32 PM,Rejected-Finance,Rejected,07-Jun-2023 11:12 AM,,,,,,,,,,,,,,AOC
