EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
0.0,No,fixed,,Nil,Nil,31-Dec-2022 05:00 PM,10-Jan-2023 11:00 AM,31-Dec-2022 05:00 PM,09-Jan-2023 05:00 PM,31-Dec-2022 05:00 PM ,06-Jan-2023 05:00 PM ,31-Dec-2022 05:00 PM,09-Jan-2023 05:00 PM,Municipal Bodies||Pattamundai Municipality,PM-06/2022-23,2022_ORULB_84790_33,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of R.C.C Guard Wall and Paver Road at Pattamundai Rajanagar Road to Sarat Panda house in ward no- 09.,Construction of R.C.C Guard Wall and Paver Road at Pattamundai Rajanagar Road to Sarat Panda house in ward no- 09.,Please refer Tender documents. ,NA ,"19,96,000",Civil Works - Roads,NA ,Tender,90.0,120.0,PATTAMUNDAI,754215.0,NA ,NA ,NA ,OFFICE OF THE MUNICIPALITY,No ,No,"6,000",0.0,Nil,Nil,No,1,ICICI BANK,EXECUTIVE OFFICER PATTAMUNDAI MUNICIPALITY,EXECUTIVE OFFICER PATTAMUNDAI MUNICIPALITY,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, GST, PAN, AFFIDAVIT, NRC, INFORMATION REGARDING CURRENT LITIGATION, AFFIDAVIT ETC",AOC,HEMANT KUMAR SAHOO CP,Internal,EO ME JE,Sushil Kumar Behera,09-Jun-2023 12:28 PM,finsummary_423407.pdf (416.97 KB),Municipal Bodies||Pattamundai Municipality,2022_ORULB_84790_33,PM-06/2022-23,Construction of R.C.C Guard Wall and Paver Road at Pattamundai Rajanagar Road to Sarat Panda house in ward no- 09.,1.0,2044676.0,Ashok Kumar Pradhan,INR,"1,995,797.64",Finance,ok,Sushil Kumar Behera,21-Jan-2023 03:27 PM,,BOQ Comparative Chart,1,2044693,ARUPA KUMAR PARIDA,07-Jan-2023 10:37 PM,Rejected-AOC,L2,09-Jun-2023 12:31 PM,09-Jun-2023,"INR 1,995,797.64",90.0,Sushil Kumar Behera,09-Jun-2023 12:30 PM,AOCDETAILS.pdf (550.00 KB),THE BIDDER WAS SELECTED BECAUSE THE BIDDER IS QUOTED LOWEST RATE TAHN OTHER BIDDERS,HEMANT KUMAR SAHOO CP,Internal,EO ME JE,Sushil Kumar Behera,09-Jun-2023 12:26 PM,techsummary_423407.pdf (353.06 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,2,2044676,Ashok Kumar Pradhan,07-Jan-2023 10:05 PM,Accepted-AOC,L1,09-Jun-2023 12:31 PM,,,,,,,,,,,,,,AOC
