Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,DTCN,1.0,ICICI BANK,Municipal Bodies||Bhubaneswar Municipal Corporation,BMC-EE-DD-1/2023-24 Dt.04.04.2023,2023_ORULB_87542_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,Construction of Boxcell drain from Kalinga Basti to Jharana Sahi of Badagada in ward no-44,Construction of Boxcell drain from Kalinga Basti to Jharana Sahi of Badagada in ward no-44,As per DTCN ,NA ,"78,56,199",Civil Works - Others,NA ,Tender,120.0,180.0,BMC AREA LIMITED,751007.0,NA ,NA ,NA ,"Superintending engineer Chamber, Drainage Division",No ,No,"78,562",Yes,percentage,1.0%,Nil,Nil,06-Apr-2023 10:30 AM,21-Apr-2023 11:00 AM,06-Apr-2023 10:30 AM,20-Apr-2023 05:00 PM,NA ,NA ,06-Apr-2023 10:30 AM,20-Apr-2023 05:00 PM,08-May-2023 11:00 AM,Superintending engineer,"Superintending engineer Drainage Division, BMC",AOC,Technical,3 bids opened successfully,Goutam Chandra Das,21-Apr-2023 11:33 AM,technical_433149.pdf,1,2117372,AMBUJA BHUSAN SETHY,19-Apr-2023 08:50 PM,Rejected-Finance,other than 1st lowest,08-Jun-2023 11:55 AM,Finance,3 bids opened successfully,Goutam Chandra Das,08-May-2023 11:41 AM,finance_433149.pdf,BOQ Comparative Chart,Superintending Engineer,Internal,"SE DRAINAGE,AEE DRAINAGE,AE DRAINAGE,HEAD ASSISTANT",Goutam Chandra Das,08-Jun-2023 11:55 AM,finsummary_433149.pdf (109.89 KB),08-Jun-2023,"INR 8,344,211",180.0,Goutam Chandra Das,08-Jun-2023 11:59 AM,WO-382.22.pdf (316.00 KB),CITY ENGINEER,Internal,"CITY ENGINEER,SE DRAINAGE,EE DIVISION(I),EE DIVISION(II),AEE(N)(DRAINAGE)",Ramachandra Dasmohapatra,06-May-2023 03:27 PM,08-May-2023 11:00 AM,techsummary_433149.pdf (440.27 KB),Municipal Bodies||Bhubaneswar Municipal Corporation,2023_ORULB_87542_3,BMC-EE-DD-1/2023-24 Dt.04.04.2023,Construction of Boxcell drain from Kalinga Basti to Jharana Sahi of Badagada in ward no-44,1.0,2118041.0,DEBASIS NATH,INR,"8,344,211",AOC
2.0,Finance,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,2,2118041,DEBASIS NATH,20-Apr-2023 04:31 PM,Accepted-AOC,1st lowest,08-Jun-2023 12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,3,2117106,KRUSHNA CHANDRA MOHANTY,19-Apr-2023 05:10 PM,Rejected-Finance,other than 1st lowest,08-Jun-2023 11:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
