Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage
Finance,CS,Sridhara Nayak,29-Apr-2023 11:28 AM,finance_429511.pdf,BOQ Comparative Chart,"Chief Construction Engineer Sunabeda R.W.Circle, Sunabeda",Internal,"Superintending Engineer, DAO, Estimator of Rural Works Division-I, Nabarangpur Estimator R.W. Circle Sunabeda",Sridhara Nayak,26-Apr-2023 08:18 AM,29-Apr-2023 11:00 AM,techsummary_429511.pdf (656.71 KB),17-Jun-2023,"INR 35,585,144.78",272.0,Sridhara Nayak,17-Jun-2023 06:14 PM,AOC-CHIRMA.pdf (685.00 KB),Award of contract of Sri Sangeet Kumar Jain,1,2097998,BIJAYA KUMAR BEHERA,13-Mar-2023 07:49 PM,Rejected-AOC,Reject,17-Jun-2023 06:17 PM,1.0,2097825.0,Sangeet Kumar Jain,INR,"32,030,188.82","Chief Construction Engineer Sunabeda R.W.Circle, Sunabeda",Internal,"Superintending Engineer, DAO, Estimator of Rural Works Division-I, Nabarangpur Estimator R.W. Circle Sunabeda",Sridhara Nayak,17-Jun-2023 06:10 PM,finsummary_429511.pdf (838.97 KB),Technical,bidders name,Sridhara Nayak,22-Mar-2023 05:35 PM,technical_429511.pdf,CE RW I||RWCIRCLE-SUNABEDA,2023_CERWI_86356_12,CCERWCSBD-Online-48/2022-23,Construction of Bridge over Local Nallah at 5/000Km on Chirma to Podeiguda road in the district of Nabarangpur under BSY for the year 2022-23,AOC,21-Feb-2023 11:00 AM,15-Mar-2023 11:00 AM,21-Feb-2023 11:00 AM,14-Mar-2023 05:30 PM,21-Feb-2023 11:00 AM ,11-Mar-2023 02:00 PM ,21-Feb-2023 11:00 AM,14-Mar-2023 05:30 PM,29-Apr-2023 11:00 AM,1.0,ICICI BANK,CE RW I||RWCIRCLE-SUNABEDA,CCERWCSBD-Online-48/2022-23,2023_CERWI_86356_12,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"3,55,900",Yes,fixed,,Nil,Nil,Construction of Bridge over Local Nallah at 5/000Km on Chirma to Podeiguda road in the district of Nabarangpur under BSY for the year 2022-23,Construction of Bridge over Local Nallah at 5/000Km on Chirma to Podeiguda road in the district of Nabarangpur under BSY for the year 2022-23,N.A. ,NA ,"3,55,85,000",Civil Works - Bridges,NA ,Tender,90.0,272.0,NABARANGPUR,764059.0,NA ,NA ,NA ,"C.C.E, Rural Works Circle, Sunabeda",No ,No,1.0,Fee/PreQual/Technical,.pdf,"Bid Cost, EMD, RC,PAN, GST, Affidavit regarding correctness, No relation certificate","10,000",0.0,Nil,Nil,No,Chief Construction Engineer,"Rural Works Circle, Sunabeda-1, Near Jagannath Temple, PIN-763001, Dist-Koraput",AOC
,,,,,,,,,,,,,,,,,,,,2,2098413,Kailash Chandra Bisoyi,14-Mar-2023 02:47 PM,Rejected-AOC,Reject,17-Jun-2023 06:17 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Annual Turn over certificate from CA, Similar nature of Work Certificate",,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,3,2098353,Khaga Bhatara,14-Mar-2023 12:03 PM,Rejected-Technical,Disqualified,26-Apr-2023 08:18 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machineries and other documents as per DTCN,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,4,2098450,PRABHAT KUMAR BISOYI,14-Mar-2023 11:23 AM,Rejected-AOC,Reject,17-Jun-2023 06:17 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,5,2097977,Sandeep Bisoi,14-Mar-2023 01:02 PM,Rejected-AOC,Reject,17-Jun-2023 06:17 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,6,2097825,Sangeet Kumar Jain,12-Mar-2023 07:07 PM,Accepted-AOC,Award of contract of Sri Sangeet Kumar Jain,17-Jun-2023 06:17 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,7,2097776,SOMANATH PANI,14-Mar-2023 01:38 PM,Rejected-AOC,Reject,17-Jun-2023 06:17 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
