Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Finance,Opened,Pradeep Kumar Sahu,28-Feb-2023 04:25 PM,finance_428306.pdf,BOQ Comparative Chart,Pradeep Kumar sahoo,Internal,"Aman Mishra D.A.O, , Babita Nayak A.E.E (Est.), Seema Mohanty, A.E Estr",Pradeep Kumar Sahu,02-Jun-2023 01:03 PM,finsummary_428306.pdf (444.98 KB),02-Jun-2023,"INR 4,277,637",120.0,Pradeep Kumar Sahu,02-Jun-2023 01:11 PM,Kanaburi.pdf (574.00 KB),Agreement done on dt.17.03.2023,1,2084997,AMRUTANANDA DALBEHERA,20-Feb-2023 04:21 PM,Rejected-Finance,Unsuccessful through Transparent lottery system,02-Jun-2023 01:03 PM,"CE,Minor Irrigation,BBSR||SECMIC-BHUBANESWAR||M I Division Dhenkanal",2023_CEMIB_86099_3,DMID/11/2022-23,Construction of Kanaburi Check Dam over Kanaburi Nalla near Village Khairapasi in Parjang Block of Dhenkanal District under MATY Scheme for the year 2022-23,1.0,2084566.0,SAROJ KUMAR SAHOO,INR,"3,636,419",Pradeep Kumar sahoo,Internal,"Aman Mishra D.A.O, , Babita Nayak A.E.E (Est.), Seema Mohanty, A.E Estr",Pradeep Kumar Sahu,31-May-2023 12:09 PM,techsummary_428306.pdf (444.98 KB),AOC,"42,800",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender cost, EMD in online valid RC Valid GSTIN and PAN NRC Affidavit","CE,Minor Irrigation,BBSR||SECMIC-BHUBANESWAR||M I Division Dhenkanal",DMID/11/2022-23,2023_CEMIB_86099_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"S.E, MI Division, Dhenkanal","S.E, MI Division, Dhenkanal",10-Feb-2023 05:00 PM,27-Feb-2023 11:00 AM,10-Feb-2023 05:00 PM,24-Feb-2023 05:00 PM,NA ,NA ,10-Feb-2023 05:00 PM,24-Feb-2023 05:00 PM,Construction of Kanaburi Check Dam over Kanaburi Nalla near Village Khairapasi in Parjang Block of Dhenkanal District under MATY Scheme for the year 2022-23,Construction of Kanaburi Check Dam over Kanaburi Nalla near Village Khairapasi in Parjang Block of Dhenkanal District under MATY Scheme for the year 2022-23,Please refer Tender documents ,NA ,"42,77,637",Civil Works - Others,NA ,Tender,90.0,120.0,Dhenkanal,759001.0,NA ,NA ,NA ,"S.E, MI Division, Dhenkanal",No ,No,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,2,2082651,Anil Kumar Pany,17-Feb-2023 06:38 PM,Rejected-Finance,Unsuccessful through Transparent lottery system,02-Jun-2023 01:03 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,.pdf,Any other documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,AOC
,,,,,,,,,,,,,,,,,,,3,2087391,ASHIS ROUT,22-Feb-2023 05:44 PM,Rejected-Finance,Unsuccessful through Transparent lottery system,02-Jun-2023 01:03 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,4,2085590,ASHOK PANDA,21-Feb-2023 11:25 AM,Rejected-Technical,Disqualified due to GSTIN Suspended,31-May-2023 12:09 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,5,2078031,BARADAKANTA ROUT,18-Feb-2023 11:15 PM,Rejected-Finance,Unsuccessful through Transparent lottery system,02-Jun-2023 01:03 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,6,2088992,DEEPTI RANJAN PANDA,24-Feb-2023 12:54 PM,Rejected-Finance,Unsuccessful through Transparent lottery system,02-Jun-2023 01:03 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,7,2088948,Gyanendra Dhar,24-Feb-2023 12:37 PM,Rejected-Finance,Unsuccessful through Transparent lottery system,02-Jun-2023 01:03 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,8,2085070,JITENDRA KUMAR ROUT,23-Feb-2023 09:32 AM,Rejected-Finance,Unsuccessful through Transparent lottery system,02-Jun-2023 01:03 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,9,2088740,JYOTISANKARA SAHOO,23-Feb-2023 11:22 PM,Rejected-Finance,Unsuccessful through Transparent lottery system,02-Jun-2023 01:03 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,10,2088785,Minaketana Sahoo,24-Feb-2023 10:51 AM,Rejected-Finance,Unsuccessful through Transparent lottery system,02-Jun-2023 01:03 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
