Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,2107121,HALADHAR SAHOO,29-Mar-2023 04:02 PM,Rejected-Finance,Did not win the lottery,24-Apr-2023 07:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,12,2106493,jagannath sahoo,29-Mar-2023 12:44 AM,Rejected-Finance,Did not win the lottery,24-Apr-2023 07:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,13,2106535,KSHETRABASI PANDA,29-Mar-2023 08:46 AM,Rejected-Finance,Did not win the lottery,24-Apr-2023 07:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,14,2104296,KSHIROD KUMAR NAYAK,26-Mar-2023 07:40 PM,Rejected-Finance,Did not win the lottery,24-Apr-2023 07:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,15,2107017,MANOJ KUMAR KANUNGO,29-Mar-2023 03:53 PM,Rejected-Finance,Did not win the lottery,24-Apr-2023 07:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,16,2106475,NIBEDITA NAYAK,29-Mar-2023 02:26 PM,Rejected-Finance,Did not win the lottery,24-Apr-2023 07:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,17,2104816,PRASANTA KUMAR BEHERA,28-Mar-2023 02:20 PM,Rejected-Finance,Did not win the lottery,24-Apr-2023 07:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,18,2103811,PRASANTA PATTANAIK,27-Mar-2023 05:45 PM,Rejected-Finance,Did not win the lottery,24-Apr-2023 07:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,19,2103384,PRATIVA SWAIN,25-Mar-2023 09:32 PM,Rejected-Finance,Did not win the lottery,24-Apr-2023 07:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,20,2104110,Pravati Sahoo,27-Mar-2023 04:21 PM,Rejected-Finance,Did not win the lottery,24-Apr-2023 07:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,21,2103448,RAJ KISHORE DALAI,28-Mar-2023 02:32 PM,Rejected-Finance,Did not win the lottery,24-Apr-2023 07:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,22,2101702,RAMAKANTA DASH,21-Mar-2023 10:47 AM,Rejected-Finance,Did not win the lottery,24-Apr-2023 07:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,23,2105481,RAMANI RANJAN MALLA,29-Mar-2023 09:39 AM,Rejected-Finance,Did not win the lottery,24-Apr-2023 07:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,24,2104453,Rashmikanta Satapathy,26-Mar-2023 11:02 PM,Rejected-Finance,Did not win the lottery,24-Apr-2023 07:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,25,2103093,SANGRAM KESHARI PANDA,24-Mar-2023 05:04 PM,Rejected-Finance,Did not win the lottery,24-Apr-2023 07:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,26,2106262,SANJAYA KUMAR SETHY (S.C),29-Mar-2023 04:06 PM,Rejected-Finance,Did not win the lottery,24-Apr-2023 07:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,27,2106592,SK.RIZWANULLAH,29-Mar-2023 07:29 AM,Rejected-Finance,Did not win the lottery,24-Apr-2023 07:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,28,2103983,somanath swain,28-Mar-2023 06:49 PM,Rejected-Finance,Did not win the lottery,24-Apr-2023 07:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,29,2105151,SUBHALAXMI BARIK,29-Mar-2023 12:09 AM,Rejected-Finance,Did not win the lottery,24-Apr-2023 07:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,30,2102533,SUPRABHA MOHAPATRA,25-Mar-2023 09:34 PM,Rejected-Finance,Did not win the lottery,24-Apr-2023 07:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,31,2104234,SUSHRI SANGITA SAMANTARAY,26-Mar-2023 06:02 PM,Rejected-Finance,Did not win the lottery,24-Apr-2023 07:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,32,2105847,tapas ranjan rout,29-Mar-2023 09:37 AM,Rejected-Finance,Did not win the lottery,24-Apr-2023 07:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
