S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1,ICICI BANK,Orissa Bridge and Construction Corporation Ltd,NO. 06/TOLL/OBCC/2023-24,2023_OBCC_88066_4,Yes,Open Tender,Lump-sum,Works,2.0,No,No,Online,No,No,No,Badagenguti Bridge toll gate on Salepur Chhatia Road.,Badagenguti Bridge toll gate on Salepur Chhatia Road.,PLEASE REFER TO TENDER DOCUMENTS ,NA ,"24,13,567",Toll Gate,NA ,Tender,90.0,365.0,Kendrapada,754220.0,NA ,NA ,NA ,"O/O THE EIC Cum MD, OB AND CC LTD, NAYAPALLI, BBSR",No ,No,Chief Finance Officer,"VIKASH BHAVAN, NAYAPALLI, BHUBANESWAR",19-Apr-2023 05:30 PM,04-May-2023 12:30 PM,19-Apr-2023 05:30 PM,04-May-2023 11:30 AM,NA ,NA ,19-Apr-2023 05:30 PM,04-May-2023 11:30 AM,11-May-2023 11:30 AM,1,Fee/PreQual/Technical,.pdf,"Tender Fee EMD and valid PAN,licence copy GST Registration Certificate,other documents as per DTCN","11,800",0.0,Nil,Nil,No,"1,20,678",No,fixed,,Nil,Nil,AOC,1.0,2129378.0,S & N ENTERPRISES,INR,"2,878,025",13-Jun-2023,"INR 2,878,025",365.0,Siba Sankar Patra,13-Jun-2023 01:57 PM,salepur.pdf (210.00 KB),Agreement executed,Finance,Two Bidders have participated,Atulya Kumar Champatiray,11-May-2023 12:33 PM,,BOQ Comparative Chart,Orissa Bridge and Construction Corporation Ltd,2023_OBCC_88066_4,NO. 06/TOLL/OBCC/2023-24,Badagenguti Bridge toll gate on Salepur Chhatia Road.,Chief Finance Officer,Internal,CFO Legal Associate Manager Finance,Siba Sankar Patra,13-Jun-2023 01:49 PM,finsummary_434765.pdf (185.74 KB),Technical,Two bidders have particpated,Atulya Kumar Champatiray,04-May-2023 01:05 PM,,"Chief General Manager,P and A",Internal,CFO Legal Associate Manager Finance,Siba Sankar Patra,10-May-2023 12:11 PM,11-May-2023 11:30 AM,techsummary_434765.pdf (226.46 KB),1,2129664,AMARESH PARIJA,04-May-2023 11:11 AM,Rejected-AOC,Not considered due to H2 bidder,13-Jun-2023 01:58 PM,AOC
2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Bill of Quantity,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2129378,S & N ENTERPRISES,04-May-2023 10:37 AM,Accepted-AOC,Agreement executed,13-Jun-2023 01:58 PM,AOC
