Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Tender Stage
Finance,9 Nos Bidders Participated,K. Krishna Rao,03-Mar-2023 07:17 PM,,BOQ Comparative Chart,1.0,2092598.0,JHUNULATA MUDULI,INR,"1,519,336","CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE,Prachi Division,Bhubaneswar",2023_CELBB_86355_32,e-Procurement Notice No.SEPRD-27/2022-23,(32) Restoration of Devi Right Distributary service road from RD 0.00 Km. to 1.40 Km,"SE PRACHI DIVISION, BHUBANESWAR",Internal,"DAO PRACHI DIVISION, BHUBANESWAR, AEE (ESTIMATOR) PRACHI DIVISION, BHUBANESWAR",K. Krishna Rao,14-Apr-2023 12:27 PM,finsummary_429453.pdf (93.75 KB),"SE PRACHI DIVISION, BHUBANESWAR",Internal,"DAO PRACHI DIVISION, BHUBANESWAR, AEE (ESTIMATOR) PRACHI DIVISION, BHUBANESWAR",K. Krishna Rao,12-Apr-2023 06:02 PM,techsummary_429453.pdf (93.75 KB),24-Apr-2023,"INR 1,519,336",90.0,K. Krishna Rao,02-Jun-2023 07:26 PM,AOC_27_32.pdf (124.00 KB),The work has been awarded to Jhunulata Muduli,1,2092062,BHOLANATH DASH,27-Feb-2023 05:36 PM,Rejected-Finance,Other than L1,14-Apr-2023 12:27 PM,AOC,"6,000",0.0,Nil,Nil,No,"CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE,Prachi Division,Bhubaneswar",e-Procurement Notice No.SEPRD-27/2022-23,2023_CELBB_86355_32,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"17,900",Yes,fixed,,Nil,Nil,20-Feb-2023 11:00 AM,02-Mar-2023 11:00 AM,20-Feb-2023 11:00 AM,01-Mar-2023 05:00 PM,20-Feb-2023 11:00 AM ,27-Feb-2023 05:00 PM ,20-Feb-2023 11:00 AM,01-Mar-2023 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"EMD, Contractor R.C, PAN, GSTIN, Affidavits, NRC, undertaking and any other documents as per SBD/DTC",(32) Restoration of Devi Right Distributary service road from RD 0.00 Km. to 1.40 Km,Restoration of Devi Right Distributary service road from RD 0.00 Km. to 1.40 Km,Please refer Tender documents. ,NA ,"17,87,244",Civil Works - Others,NA ,Tender,90.0,90.0,Kantapada,754002.0,NA ,NA ,NA ,"S.E, Prachi Division, Bhubaneswar",No ,No,1.0,ICICI BANK,"S.E, Prachi Division, Bhubaneswar","S.E, Prachi Division, Bhubaneswar",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2092598,JHUNULATA MUDULI,01-Mar-2023 12:20 AM,Accepted-AOC,Selected in the Lottery,02-Jun-2023 07:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2093225,NIRANJAN KHUNTIA,01-Mar-2023 01:26 PM,Rejected-Finance,Other than L1,14-Apr-2023 12:27 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2093050,RASHMI RANJAN MOHAPATRA,01-Mar-2023 10:56 AM,Rejected-Finance,Other than L1,14-Apr-2023 12:27 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2090029,SASMITA DAS,26-Feb-2023 10:57 AM,Rejected-Finance,Other than L1,14-Apr-2023 12:27 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2093137,SAUBHAGYA RANJAN BISWAL,01-Mar-2023 01:11 PM,Rejected-Finance,Other than L1,14-Apr-2023 12:27 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2092464,SHARAT CHANDRA BISWAL,28-Feb-2023 01:43 PM,Rejected-Finance,Other than L1,14-Apr-2023 12:27 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2091516,Surath Kumar Senapati,28-Feb-2023 03:45 PM,Rejected-Finance,Other than L1,14-Apr-2023 12:27 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2092758,SWAPNARANI SWAIN,01-Mar-2023 10:37 AM,Rejected-Finance,Other than L1,14-Apr-2023 12:27 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
