S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
11,2100572,M/s. BHAGABATI INDUSTRIES Prop. NIRANJAN PANDA,25-Mar-2023 01:36 PM,Rejected-AOC,Not qualified in the lottery process,01-Jun-2023 07:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
12,2106435,M/S JAGANNATH AGRICULTURAL IMPLEMENTS WORKSHOP,29-Mar-2023 01:12 PM,Rejected-AOC,Not qualified in the lottery process,01-Jun-2023 07:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
13,2103886,M/S KALINGA METAL PRODUCTS( PROPRIETOR TAPAN KUMAR MOHANTY),26-Mar-2023 01:21 PM,Accepted-AOC,1st lowest bidder after lottery process,01-Jun-2023 07:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
14,2102899,"M/S MOHANTY INDUSTRIAL ENTERPRISERS -PROPRIETOR ,MALAYA KUMAR MOHANTY",24-Mar-2023 11:15 PM,Rejected-AOC,Not qualified in the lottery process,01-Jun-2023 07:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
15,2102776,"M/S PRITI ENGINEERING, PROP. PINKY DEVI JAIN",27-Mar-2023 05:43 AM,Rejected-AOC,Not qualified in the lottery process,01-Jun-2023 07:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
16,2100945,M/S. SANJEEB ENTERPRISERS,27-Mar-2023 03:17 PM,Rejected-AOC,Not qualified in the lottery process,01-Jun-2023 07:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
17,2103242,M/S SHREE INDUSTRIES,29-Mar-2023 12:41 PM,Rejected-AOC,Not qualified in the lottery process,01-Jun-2023 07:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
18,2102693,"M/s YOGESH ENGINEERING WORKS, PROP. YOGESH JAIN",26-Mar-2023 08:50 PM,Rejected-AOC,Not qualified in the lottery process,01-Jun-2023 07:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
19,2106623,RAJIB ENTERPRISES,29-Mar-2023 11:10 AM,Rejected-AOC,Not qualified in the lottery process,01-Jun-2023 07:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
20,2106376,RENUBALA DASH,28-Mar-2023 10:22 PM,Rejected-AOC,Not qualified in the lottery process,01-Jun-2023 07:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
21,2106810,Sarkar Engineering Works,29-Mar-2023 12:48 PM,Rejected-AOC,Not qualified in the lottery process,01-Jun-2023 07:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
22,2105388,SATYANANDA PANIGRAHI,28-Mar-2023 04:19 AM,Rejected-AOC,Not qualified in the lottery process,01-Jun-2023 07:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
23,2105350,SHREE GANESH ENTERPRISES PROP AMULYA KUMAR BARIK,28-Mar-2023 01:40 AM,Rejected-AOC,Not qualified in the lottery process,01-Jun-2023 07:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
24,2100695,SPS INDUSTRY,29-Mar-2023 02:31 PM,Rejected-AOC,2nd lowest bidder after lottery process,01-Jun-2023 07:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
25,2100623,SUSHIL KUMAR DAS,28-Mar-2023 06:14 PM,Rejected-AOC,Not qualified in the lottery process,01-Jun-2023 07:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
