S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1,2104923,"ACHYUTA NANDA SWAIN ,PROPRIETOR M/S. ADITYA ENTERPRISER.",27-Mar-2023 03:41 PM,Rejected-AOC,Not qualified in the lottery process,01-Jun-2023 07:21 PM,12-May-2023,"INR 576,120",60.0,Jayanta Kumar Dey,01-Jun-2023 07:19 PM,AOC-20-14.pdf (1589.00 KB),"The 1st Lowest Bidder M/S Kalinga metal product,Jajpur is awarded the contract",Finance,"Accepted Bids-25Nos,Rejected Bids-Nil",Jayanta Kumar Dey,04-Apr-2023 07:09 PM,finance_431332.pdf,BOQ Comparative Chart,"Jayanta Kumar Dey,SEM",Internal,,Jayanta Kumar Dey,05-Apr-2023 07:39 PM,finsummary_431332.pdf (581.19 KB),"Jayanta Kumar Dey,SEM",Internal,,Jayanta Kumar Dey,05-Apr-2023 07:35 PM,techsummary_431332.pdf (576.99 KB),1.0,2103886.0,M/S KALINGA METAL PRODUCTS( PROPRIETOR TAPAN KUMAR MOHANTY),INR,"576,120","Chief Engineer Mech - WR Bhubaneswar||SE, Mechanical, MIP, Hirakud||EE, Stores and Mech Divn, Hirakud",2023_CEMWR_86999_1,SE/MDH-20-2022-23,"Fabrication, Supply and Erection of 2Nos. Scouring Sluice Gates and its accessories of Lunduru Check Dam in Kantamal Block under Superintending Engineer, Minor Irrigation Division, Boudh for the Year 2022-23",AOC,1.0,ICICI BANK,"Fabrication, Supply and Erection of 2Nos. Scouring Sluice Gates and its accessories of Lunduru Check Dam in Kantamal Block under Superintending Engineer, Minor Irrigation Division, Boudh for the Year 2022-23","Fabrication, Supply and Erection of 2Nos. Scouring Sluice Gates and its accessories of Lunduru Check Dam in Kantamal Block under Superintending Engineer, Minor Irrigation Division, Boudh for the Year 2022-23",Please refer Tender documents. ,NA ,,Mechanical Works,NA ,Tender,90.0,60.0,"Kantamal Block,Boudh",762017.0,NA ,NA ,NA ,"O/O SE,Mech.Division Hirakud",No ,No,"6,800",No,fixed,,Nil,Nil,"Chief Engineer Mech - WR Bhubaneswar||SE, Mechanical, MIP, Hirakud||EE, Stores and Mech Divn, Hirakud",SE/MDH-20-2022-23,2023_CEMWR_86999_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Superintending Engineer,"O/O SE,Mech.Division Hirakud",18-Mar-2023 03:00 PM,31-Mar-2023 11:00 AM,18-Mar-2023 03:00 PM,29-Mar-2023 05:30 PM,18-Mar-2023 03:00 PM ,29-Mar-2023 05:30 PM ,18-Mar-2023 03:00 PM,29-Mar-2023 05:30 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,Tender Call Notice,"4,000",0.0,Nil,Nil,No,AOC
2,2104258,ALBINO ENTERPRISERS,26-Mar-2023 05:33 PM,Rejected-AOC,Not qualified in the lottery process,01-Jun-2023 07:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"RC,GST,PAN,EPF,ESI AND ALL OTHER DOCUMENTS AS PER DTCN",,,,,,AOC
3,2105341,BASUDEV PANIGRAHI,28-Mar-2023 12:54 AM,Rejected-AOC,Not qualified in the lottery process,01-Jun-2023 07:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,AOC
4,2106221,DASH ENTERPRISERS PROP.RAJEEB LOCHAN DASH,28-Mar-2023 07:39 PM,Rejected-AOC,Not qualified in the lottery process,01-Jun-2023 07:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,2104117,LAXMIDHRA BHUYAN,29-Mar-2023 12:34 PM,Rejected-AOC,Not qualified in the lottery process,01-Jun-2023 07:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,2100997,Manashi Dash (Prop - M/s. Babby Engg. & Works),25-Mar-2023 07:28 PM,Rejected-AOC,Not qualified in the lottery process,01-Jun-2023 07:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,2104843,Md Yousuf Hussain,27-Mar-2023 02:15 PM,Rejected-AOC,Not qualified in the lottery process,01-Jun-2023 07:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,2103090,M/S Abirvab Steel Product,29-Mar-2023 11:17 AM,Rejected-AOC,Not qualified in the lottery process,01-Jun-2023 07:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,2100598,M/s. ASHIRBAD INDUSTRIES Prp. PRAKASH CHANDRA LENKA,25-Mar-2023 04:17 PM,Rejected-AOC,3rd lowest bidder after lottery process,01-Jun-2023 07:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,2102793,M/S Ashreebad Fabricators,28-Mar-2023 07:41 PM,Rejected-AOC,Not qualified in the lottery process,01-Jun-2023 07:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
