Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, GST, PAN, AFFIDAVIT, NRC, INFORMATION REGARDING CURRENT LITIGATION, AFFIDAVIT ETC",0.0,No,fixed,,Nil,Nil,Municipal Bodies||Pattamundai Municipality,PM-06/2022-23,2022_ORULB_84790_31,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,EXECUTIVE OFFICER PATTAMUNDAI MUNICIPALITY,EXECUTIVE OFFICER PATTAMUNDAI MUNICIPALITY,"6,000",0.0,Nil,Nil,No,30-Dec-2022 05:00 PM,10-Jan-2023 11:00 AM,30-Dec-2022 05:00 PM,09-Jan-2023 05:00 PM,30-Dec-2022 05:00 PM ,06-Jan-2023 05:00 PM ,30-Dec-2022 05:00 PM,09-Jan-2023 05:00 PM,Construction and Repairing of Road from Chandramani Sethi house towards Parbati Mandap in ward no- 08.,Construction and Repairing of Road from Chandramani Sethi house towards Parbati Mandap in ward no- 08.,Please refer Tender documents. ,NA ,"13,30,000",Civil Works - Roads,NA ,Tender,90.0,120.0,PATTAMUNDAI,754215.0,NA ,NA ,NA ,OFFICE OF THE MUNICIPALITY,No ,No,1,ICICI BANK,AOC,HEMANT KUMAR SAHOO CP,Internal,EO ME JE,Sushil Kumar Behera,05-Jun-2023 11:26 AM,finsummary_423403.pdf (497.90 KB),Municipal Bodies||Pattamundai Municipality,2022_ORULB_84790_31,PM-06/2022-23,Construction and Repairing of Road from Chandramani Sethi house towards Parbati Mandap in ward no- 08.,1.0,2043704.0,DILLIP KUMAR BARIK,INR,"1,324,655.93",Finance,ok,SAMPAD KUMAR SWAIN,20-Jan-2023 07:50 PM,,BOQ Comparative Chart,05-Jun-2023,"INR 1,324,655.93",90.0,Sushil Kumar Behera,05-Jun-2023 11:28 AM,AOCDETAILS.pdf (335.00 KB),THE BIDDER WAS QUOTED 1ST LOWEST RATE,1,2043704,DILLIP KUMAR BARIK,06-Jan-2023 10:44 PM,Accepted-AOC,L1,05-Jun-2023 11:28 AM,HEMANT KUMAR SAHOO CP,Internal,EO ME JE,Sushil Kumar Behera,05-Jun-2023 11:20 AM,techsummary_423403.pdf (284.69 KB),AOC
,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2043715,Pradeep Patra,06-Jan-2023 11:21 PM,Rejected-AOC,L2,05-Jun-2023 11:28 AM,,,,,,,AOC
