Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
IDCO||IDCO||IDCO,2023_IDCO_85376_1,BBSR/ELECT-II/E-10/22-23,"Supply, installation, testing and commissioning of DG set with CT meter panel for Kalamandala at Bhubaneswar",Dr.Er. Banashri Rath,Internal,"Er. Tapan Kumar Panda Manager Elect, Er. Pallipuspa Panda Dy. Manager Elect, Saroj Kumar Mallik Dy. Manager Fin",BANASHRI RATH,22-Jun-2023 12:39 PM,finsummary_425466.pdf (444.63 KB),Technical,Bid Opening Summary,TAPAN KUMAR PANDA,09-Feb-2023 05:56 PM,technical_425466.pdf,1.0,2065211.0,Sterling Generators Pvt. Ltd.,INR,"21,212,384.87",Finance,fbos,BANASHRI RATH,22-Jun-2023 12:29 PM,finance_425466.pdf,BOQ Comparative Chart,22-Jun-2023,"INR 21,212,384",45.0,BANASHRI RATH,22-Jun-2023 12:44 PM,AOC.pdf (8639.00 KB),Amount as per the work order,Dr. Banashri Rath,Internal,Tapan Kumar Panda Manager Elect.Pallipuspa Panda Dy. Manager Elect.,TAPAN KUMAR PANDA,09-Feb-2023 06:00 PM,10-Feb-2023 04:00 PM,techsummary_425466.pdf (616.52 KB),1,2058676,Elmech Engineers,30-Jan-2023 05:15 PM,Rejected-AOC,The bidder has quoted 8.1 percent less to the estimated amount which was not the lowest amount quoted.,22-Jun-2023 12:49 PM,AOC,18-Jan-2023 01:30 PM,01-Feb-2023 04:00 PM,18-Jan-2023 01:30 PM,31-Jan-2023 05:00 PM,18-Jan-2023 01:30 PM ,30-Jan-2023 12:00 PM ,18-Jan-2023 01:30 PM,31-Jan-2023 05:00 PM,10-Feb-2023 04:00 PM,"DIVISIONAL HEAD, ELECTRICAL DIVISION-II","Divisional Head, Electrical Division-II, IDCO, 4th floor Tower 2000 IDCO, Mancheswar I.E, Bhubaneswar",1,Fee/PreQual/Technical,.pdf,"MANUFACTURER OEM OF DG SETS,GST,PAN,EPF WITH LATEST CHALLAN, SCHEDULE-D FOR EXPERIENCE AS BID DOC",1,ICICI BANK,IDCO||IDCO||IDCO,BBSR/ELECT-II/E-10/22-23,2023_IDCO_85376_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"11,800",0.0,Nil,Nil,No,1,2ND CORRIGENDUM,Date,,"Supply, installation, testing and commissioning of DG set with CT meter panel for Kalamandala at Bhubaneswar",SITC of DG set with CT meter panel for Kalamandala at Bhubaneswar,Please refer the bid document ,NA ,"2,35,66,698",Electrical Works,NA ,Tender,120.0,45.0,"KALAMANDAL,BBSR",751001.0,"ELECTRICAL DIVISION-II, IDCO,BBSR ","Office of the Divisional Head, Electrical Division-II, IDCO, 4th floor Tower 2000 IDCO, Mancheswar I.E, Bhubaneswar  ",20-Jan-2023 01:00 PM ,"ELECTRICAL DIVISION-II, IDCO,BBSR",No ,No,"2,36,000",No,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2065211,Sterling Generators Pvt. Ltd.,31-Jan-2023 04:09 PM,Accepted-AOC,The bidder has quoted 9.99 percent less to the estimated amount. Hence selected as L1 bidder.,22-Jun-2023 12:49 PM,AOC,,,,,,,,,,,,2,Finance,.xls,BOQ,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,2,1ST CORRIGENDUM,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
