Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
17-Apr-2023 10:00 AM,27-Apr-2023 11:00 AM,17-Apr-2023 10:00 AM,26-Apr-2023 05:00 PM,NA ,NA ,17-Apr-2023 10:00 AM,26-Apr-2023 05:00 PM,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar",e-procurement Notice No. e-BNID-01/2023-24,2023_CEBMB_87890_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Improvement to LFB of river Rushikulya near village Tilotamapur (Protection work).,Improvement to LFB of river Rushikulya near village Tilotamapur (Protection work).,Please refer Tender documents. ,NA ,"9,09,269",Civil Works - Others,NA ,Tender,90.0,90.0,Aska,761110.0,NA ,NA ,NA ,"S.E., Bhanjanagar Irrigation Division, Bhanjanagar",No ,No,"9,100",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost,Valid Register License of Contractor,PAN CARD, GSTIN,EMD","4,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"SE, Bhanjanagar Irr. Divn., Bhanjanagar","O/o the SE, Bhanjanagar Irr. Divn., Bhanjanagar, Pin No-761126",AOC,Gokula Chandra Padhi,Internal,,Gokula Chandra Padhi,26-May-2023 04:40 PM,techsummary_434258.pdf (85.90 KB),"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar",2023_CEBMB_87890_4,e-procurement Notice No. e-BNID-01/2023-24,Improvement to LFB of river Rushikulya near village Tilotamapur (Protection work).,1.0,2121398.0,Godabari Swain,INR,"772,970",1,2123159,ARCHANA SAHU,26-Apr-2023 02:53 PM,Rejected-AOC,Not Successful in Lottery,01-Jun-2023 07:27 PM,Gokula Chandra Padhi,Internal,,Gokula Chandra Padhi,27-May-2023 07:56 PM,finsummary_434258.pdf (94.67 KB),Finance,Fourteen (14) number of bidders are successful downloaded.,Anita Das,27-Apr-2023 12:40 PM,,BOQ Comparative Chart,01-Jun-2023,"INR 772,970",90.0,Gokula Chandra Padhi,01-Jun-2023 07:26 PM,AOC-04.PDF (121.00 KB),The date of commencement of the work is on dated 10.05.2023 and stipulated date of completion on dated 09.08.2023 vide Agreement No.24P1/2023-24.,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavit,Other document as per DTCN.",,,,,,2.0,ICICI NEFT/RTGS,,,AOC,,,,,,,,,,,,,,,,2,2121797,BIBHUTI BHUSAN SAHU,25-Apr-2023 11:10 AM,Rejected-AOC,Not Successful in Lottery,01-Jun-2023 07:27 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,AOC,,,,,,,,,,,,,,,,3,2122462,DEBARAJ BHUYAN,25-Apr-2023 07:45 PM,Rejected-Technical,Licenses not Valid,26-May-2023 04:40 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,4,2121398,Godabari Swain,24-Apr-2023 05:07 PM,Accepted-AOC,Successful in Lottery,01-Jun-2023 07:27 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,5,2122806,MAHESWAR SAHU,26-Apr-2023 02:35 PM,Rejected-AOC,Not Successful in Lottery,01-Jun-2023 07:27 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,6,2119029,Pabitra Kumar Muni,22-Apr-2023 03:01 PM,Rejected-AOC,Not Successful in Lottery,01-Jun-2023 07:27 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,7,2119501,Pabitra Mohan Bisoyi,22-Apr-2023 07:20 PM,Rejected-AOC,Not Successful in Lottery,01-Jun-2023 07:27 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,8,2117642,Pramod Kumar Patro,21-Apr-2023 01:45 PM,Rejected-AOC,Not Successful in Lottery,01-Jun-2023 07:27 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,9,2119515,Rojalini Bisoyi,22-Apr-2023 06:43 PM,Rejected-AOC,Not Successful in Lottery,01-Jun-2023 07:27 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,10,2119660,Shyam Sundar Padhy,23-Apr-2023 09:36 AM,Rejected-AOC,Not Successful in Lottery,01-Jun-2023 07:27 PM,,,,,,,,,,,,,,,,,,,,AOC
