Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
DEBENDRA KUMAR SETH,Internal,,Debendra Kumar Seth,27-May-2023 11:55 AM,01-Jun-2023 11:00 AM,techsummary_431471.pdf (523.03 KB),1.0,2103913.0,SUDHIR KUMAR PANDA,INR,"30,510,347.3",CE RW I||RWCIRCLE-BHAWANIPATNA,2023_CERWI_87061_3,BPT/Online-28/2022-23,Construction of H.L.Bridge over Local Nallah (pIpal) at 0.100Km. on RD Road to Pengsur Road in the District of Kalahandi under BSY,Finance,PRICE BID OPENDED,Pradeep Kisan,02-Jun-2023 11:34 AM,,BOQ Comparative Chart,1,2108904,DEMANTI AGRAWAL,03-Apr-2023 02:34 PM,Rejected-Finance,AS PER LOTTERY SYSTEM,26-Jun-2023 11:55 AM,Technical,6NOS. BIDDERS ARE PARTICIPATED,Pradeep Kisan,04-Apr-2023 12:03 PM,,26-Jun-2023,"INR 30,510,347.3",540.0,Debendra Kumar Seth,26-Jun-2023 11:56 AM,1013.pdf (798.00 KB),RAJENDRA PRASAD ACHARYA,Internal,,Debendra Kumar Seth,26-Jun-2023 11:55 AM,finsummary_431471.pdf (797.58 KB),AOC,"3,59,010",Yes,percentage,1.0%,Nil,Nil,"10,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-BHAWANIPATNA,BPT/Online-28/2022-23,2023_CERWI_87061_3,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,Construction of H.L.Bridge over Local Nallah (pIpal) at 0.100Km. on RD Road to Pengsur Road in the District of Kalahandi under BSY,Construction of H.L.Bridge over Local Nallah (pIpal) at 0.100Km. on RD Road to Pengsur Road in the District of Kalahandi under BSY,Please refer Tender documents. ,NA ,"3,59,01,000",Civil Works - Bridges,NA ,Tender,90.0,540.0,BHAWANIPATNA/KALAHANDI,766001.0,NA ,NA ,NA ,"O/O THE C.C.E.R.W.CIRCLE, BHAWANIPATNA",No ,No,1.0,Fee/PreQual/Technical,.pdf,"Paper cost, EMD, GST, PAN, RC, Affidavit correctness certificate and no relation certificate",Chief Construction Engineer,"O/O THE C.C.E.R.W.CIRCLE, BHAWANIPATNA",18-Mar-2023 03:00 PM,04-Apr-2023 11:00 AM,18-Mar-2023 03:00 PM,03-Apr-2023 05:00 PM,18-Mar-2023 03:00 PM ,31-Mar-2023 05:00 PM ,18-Mar-2023 03:00 PM,03-Apr-2023 05:00 PM,01-Jun-2023 11:00 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,2,2104310,DHANESWAR SAHU,03-Apr-2023 01:03 PM,Rejected-Finance,AS PER LOTTERY SYSTEM,26-Jun-2023 11:55 AM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,.pdf,"Work in hand, ATO, Similar nature of work, Machineries and other documents as per DTCN",,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,3,2108817,PRAKASH KUMAR MOHANTY,03-Apr-2023 01:34 PM,Rejected-Finance,AS PER LOTTERY SYSTEM,26-Jun-2023 11:55 AM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantities,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,4,2107480,Sudhir Kumar Panda,02-Apr-2023 07:52 PM,Rejected-Finance,AS PER LOTTERY SYSTEM,26-Jun-2023 11:55 AM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,5,2103913,SUDHIR KUMAR PANDA,26-Mar-2023 10:32 AM,Accepted-AOC,SELECTED LOTTERY AS PER L1,26-Jun-2023 11:56 AM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,6,2107959,UTKAL KUMAR SHUKLA,03-Apr-2023 02:54 PM,Rejected-Finance,AS PER LOTTERY SYSTEM,26-Jun-2023 11:55 AM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
