Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Stage
Commissioner,External,"Dy. Commissioner, Executive Engineer I, Executive Engineer II, Audit Officer",Manas Biswal,26-Jun-2023 01:23 PM,techsummary_436980.pdf (698.17 KB),Commissioner,External,"Dy. Commissioner, Executive Engineer I, Executive Engineer II, Audit Officer",Manas Biswal,26-Jun-2023 04:55 PM,finsummary_436980.pdf (698.17 KB),1.0,2132777.0,MIRZA ARIF BAIG,INR,"1,585,550.08",1,2140250,KALAMUL HAQUE,16-May-2023 02:23 PM,Rejected-Technical,By The Tender Committee,26-Jun-2023 01:23 PM,Finance,Opened,Manas Biswal,26-Jun-2023 01:17 PM,finance_436980.pdf,BOQ Comparative Chart,26-Jun-2023,"INR 1,585,550.08",60.0,Manas Biswal,26-Jun-2023 04:58 PM,MC7.pdf (698.00 KB),AOC,Rourkela Municipal Corporation,2023_RMC_88768_4,MC/RMC/07/2023,"Construction of Community Center repairing renovation at Gurudwara Sri Gur Sing Santh Gurudwara road, Rourkela",AOC,"6,000",Nil,Nil,No,"18,650",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,Rourkela Municipal Corporation,MC/RMC/07/2023,2023_RMC_88768_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Construction of Community Center repairing renovation at Gurudwara Sri Gur Sing Santh Gurudwara road, Rourkela",Works,Please refer Tender documents. ,NA ,"18,65,000",Civil Works - Others,NA ,Tender,90.0,60.0,Rourkela,769012.0,NA ,NA ,NA ,"Rourkela Municipal Corporation, Rourkela",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, Affidavit, PAN, Paper Cost and other documents as per DTCN",06-May-2023 03:00 PM,17-May-2023 10:00 AM,06-May-2023 03:00 PM,16-May-2023 05:00 PM,NA ,NA ,06-May-2023 03:00 PM,16-May-2023 05:00 PM,"Municipal Commissioner, RMC","Rourkela Municipal Corporation, Rourkela",AOC
,,,,,,,,,,,,,,,,,2,2139900,LALIT CONSTRUCTION,16-May-2023 11:15 AM,Rejected-Technical,By The Tender Committee,26-Jun-2023 01:23 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,3,2140017,MANORANJAN JENA,16-May-2023 12:23 PM,Rejected-Technical,By The Tender Committee,26-Jun-2023 01:23 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,4,2132777,MIRZA ARIF BAIG,07-May-2023 07:25 PM,Accepted-AOC,By The Tender Committee,26-Jun-2023 04:58 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,5,2139850,M/s. K.C.K ENTERPRISES,16-May-2023 10:30 AM,Rejected-Technical,By The Tender Committee,26-Jun-2023 01:23 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,6,2139396,M/S OM CONSTRUCTION,15-May-2023 05:53 PM,Rejected-Technical,By The Tender Committee,26-Jun-2023 01:23 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,7,2140106,SABITA SWAIN,16-May-2023 01:15 PM,Rejected-Technical,By The Tender Committee,26-Jun-2023 01:23 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
