Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
EIC-CIVIL||SERNB-CIRCLE-CENTRAL||EERNB-DIVN-IV-BBSR,eTCN-02 of 2023-24,2023_EICCL_88402_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,26-Apr-2023 09:00 AM,09-May-2023 11:30 AM,26-Apr-2023 09:00 AM,08-May-2023 05:30 PM,NA ,NA ,26-Apr-2023 09:00 AM,08-May-2023 05:30 PM,11-May-2023 11:00 AM,Executive Engineer BBSR RandB Divn No.4,Nirman Soudha Unit 5 Bhubaneswar Dist Khordha Odisha,"10,000",0.0,Nil,Nil,No,"1,15,550",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,Urban Community Health Centre Unit IV Bhubaneswar for implementation of Ama Hospital programme under 5T such as Major Minor Repair and Maintenance Civil etc. for the year 2023-24,Urban Community Health Centre Unit IV Bhubaneswar for implementation of Ama Hospital programme under 5T such as Major Minor Repair and Maintenance Civil etc. for the year 2023-24,Pl refer DTCN ,NA ,"1,15,55,000",Civil Works - Buildings,Building work ,Tender,90.0,90.0,Bhubaneswar,751001.0,NA ,NA ,NA ,O.O.E.E.BBSR RandB Divn No.4,No ,No,1.0,Fee/PreQual/Technical,.pdf,TECHNICAL DOCUMENTS AS PER DTCN,AOC,1.0,2134083.0,PRIYA RANJAN NAYAK,INR,"9,822,905",EIC-CIVIL||SERNB-CIRCLE-CENTRAL||EERNB-DIVN-IV-BBSR,2023_EICCL_88402_1,eTCN-02 of 2023-24,Urban Community Health Centre Unit IV Bhubaneswar for implementation of Ama Hospital programme under 5T such as Major Minor Repair and Maintenance Civil etc. for the year 2023-24,Er.Sachin KUmar Sahoo E.E,Internal,Sri A.K.Sahu Smt Soudamini Pradhan AE,Sachin Kumar Sahoo,10-May-2023 06:31 PM,11-May-2023 11:00 AM,techsummary_435822.pdf (774.10 KB),Er Sachin Kumar Sahoo EE,Internal,Ajaya Kumar Sahoo Sr DAO Soudamini Pradhan AE Estimator,Sachin Kumar Sahoo,19-Jun-2023 03:06 PM,finsummary_435822.pdf (1291.09 KB),19-Jun-2023,"INR 9,822,905",90.0,Sachin Kumar Sahoo,19-Jun-2023 05:31 PM,AGT.pdf (625.00 KB),Awarded work,Finance,Cover-II opened for necessary evaluation.,Sanghamitra Tarania,11-May-2023 12:55 PM,,BOQ Comparative Chart,Technical,Accepted,Sachin Kumar Sahoo,10-May-2023 06:29 PM,,1,2123030,ASHWINI KUMAR KODAMASINGH,28-Apr-2023 05:40 PM,Rejected-Finance,Disqualified in Transparent lottery system,19-Jun-2023 03:06 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2134153,BIBHU PRASAD SAHOO,08-May-2023 05:07 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,10-May-2023 06:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2130936,BISWA PRASAD MOHANTY,05-May-2023 05:47 PM,Rejected-Finance,Disqualified,19-Jun-2023 03:06 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2130625,CHANDAN KUMAR PAIKARAY,05-May-2023 12:26 PM,Rejected-Finance,Disqualified in Transparent lottery system,19-Jun-2023 03:06 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2133587,D D CONSTRUCTION AND EQUIPMENTS,08-May-2023 01:55 PM,Rejected-Finance,Disqualified in Transparent lottery system,19-Jun-2023 03:06 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2134022,DEBASIS PRADHAN,08-May-2023 04:10 PM,Rejected-Finance,Disqualified in Transparent lottery system,19-Jun-2023 03:06 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2130747,LAXMIDHAR SETHY,05-May-2023 03:45 PM,Rejected-Finance,Disqualified in Transparent lottery system,19-Jun-2023 03:06 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2134083,PRIYA RANJAN NAYAK,08-May-2023 04:30 PM,Accepted-AOC,Work awarded,19-Jun-2023 05:32 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2128260,RAJ KISHORE SAHOO,06-May-2023 06:01 PM,Rejected-Finance,Disqualified in Transparent lottery system,19-Jun-2023 03:06 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2129440,RASMIRANJAN DAS,03-May-2023 08:39 PM,Rejected-Finance,Disqualified in Transparent lottery system,19-Jun-2023 03:06 PM,AOC
