S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE,e-Procurement Notice No.KID-06 of 2022-23,2023_ECCHA_87110_52,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Superintending Engineer,"O/o the SE, Kendrapara Irr. Division, Kendrapara",1.0,Fee/PreQual/Technical/Finance,.pdf,"GSTIN, PAN, Contractor Registration Certificate",KID-218 of 2022-23 Construction of Trough wall on Kulasukarpada S/M from RD 115 M to 385 M. and Kendulo S/M from RD 215 M to 535 M.of Disty.no.9 of K.Canal.,Canal work,Please refer Tender documents. ,NA ,,Civil Works - Canal,NA ,Tender,90.0,90.0,Kendrapara,754211.0,NA ,NA ,NA ,"O/o the SE, Kendrapara Irr. Division, Kendrapara",No ,No,20-Mar-2023 05:00 PM,31-Mar-2023 11:00 AM,20-Mar-2023 05:00 PM,29-Mar-2023 05:00 PM,20-Mar-2023 05:00 PM ,25-Mar-2023 05:00 PM ,20-Mar-2023 05:00 PM,29-Mar-2023 05:00 PM,"10,500",Yes,fixed,,Nil,Nil,"6,000",Nil,Nil,No,AOC,10-Jun-2023,"INR 1,053,567",90.0,Umesh Chandra Sethi,11-Jun-2023 11:20 PM,218.pdf (590.00 KB),Contract Awarded,1,2106589,ACHYUTANANDA MALIK,29-Mar-2023 02:47 PM,Rejected-Finance,Did not win the lottery,24-Apr-2023 07:29 PM,Superintending Engineer Kendrapara Irrigation Division,Internal,Estimator and DAO Kendrapara Irrigation Division,Umesh Chandra Sethi,24-Apr-2023 04:15 PM,techsummary_431691.pdf (210.20 KB),CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE,2023_ECCHA_87110_52,e-Procurement Notice No.KID-06 of 2022-23,KID-218 of 2022-23 Construction of Trough wall on Kulasukarpada S/M from RD 115 M to 385 M. and Kendulo S/M from RD 215 M to 535 M.of Disty.no.9 of K.Canal.,Superintending Engineer Kendrapara Irrigation Division,Internal,Estimator and DAO Kendrapara Irrigation Division,Umesh Chandra Sethi,24-Apr-2023 07:29 PM,finsummary_431691.pdf (166.83 KB),Finance,Tender documents of all the bidders have been downloaded successfully.,Umesh Chandra Sethi,31-Mar-2023 11:07 PM,finance_431691.pdf,BOQ Comparative Chart,1.0,2104443.0,BIJAYA KUMAR PARIDA,INR,"1,053,567",AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,.pdf,"Affidavits, No Relation Certificate, undertakings and any other document as per SBD/DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,2104443,BIJAYA KUMAR PARIDA,27-Mar-2023 03:22 PM,Accepted-AOC,Won the lottery,11-Jun-2023 11:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,2107053,NIHAR RANJAN BISWAL,29-Mar-2023 03:59 PM,Rejected-Finance,Did not win the lottery,24-Apr-2023 07:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,2107112,SANTOSH KUMAR SETHY,29-Mar-2023 04:14 PM,Rejected-Finance,Did not win the lottery,24-Apr-2023 07:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,2103465,SUSANTA KUMAR BEHERA,28-Mar-2023 07:41 PM,Rejected-Finance,Did not win the lottery,24-Apr-2023 07:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
