Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
27-Jun-2023,"INR 31,439,577",540.0,Lopamudra Dalai,29-Jun-2023 12:42 PM,TAMARADA.pdf (672.00 KB),"P K Jena, CCE, RWC",Internal,,Lopamudra Dalai,18-Apr-2023 04:15 PM,finsummary_430059.pdf (108.26 KB),Finance,Documents to be verified,Lopamudra Dalai,22-Mar-2023 05:11 PM,finance_430059.pdf,BOQ Comparative Chart,1,2096950,PRASANNA KUMAR KABI,12-Mar-2023 08:06 PM,Accepted-AOC,Single,29-Jun-2023 12:43 PM,Technical,Documents to be verified,Lopamudra Dalai,16-Mar-2023 04:53 PM,technical_430059.pdf,1.0,2096950.0,PRASANNA KUMAR KABI,INR,"31,439,577",CE RW I||RWCIRCLE-BERHAMPUR,2023_CERWI_86558_3,Online Tender/77-2022-23/BPR,Construction of Bridge over Local (Ramachandrapur) nallah on Tamarada PMGSY road at Adanguda to Sukunapeta (P.S.) road in the District of Gajapati under BSY (Span 1 x 30.64m),"P K Jena, CCE, RWC",Internal,"Asst Engineer, R.W.Circle,BAM P.A. to CCE, R.W.Circle, BAM SE, R.W.Divn-II, Gm, BAM",Lopamudra Dalai,18-Mar-2023 04:18 PM,22-Mar-2023 11:00 AM,techsummary_430059.pdf (126.50 KB),AOC,CE RW I||RWCIRCLE-BERHAMPUR,Online Tender/77-2022-23/BPR,2023_CERWI_86558_3,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,27-Feb-2023 02:00 PM,14-Mar-2023 11:00 AM,27-Feb-2023 02:00 PM,13-Mar-2023 03:00 PM,27-Feb-2023 02:00 PM ,10-Mar-2023 02:00 PM ,27-Feb-2023 02:00 PM,13-Mar-2023 03:00 PM,22-Mar-2023 11:00 AM,"3,49,300",Yes,fixed,,Nil,Nil,1,ICICI BANK,1,Fee/PreQual/Technical,.pdf,"Affidavit,GSTIN,PAN,RC,Annual Turnover,experience,machinery and other papers as per DTCN","10,000",0.0,Nil,Nil,No,"Chief Construction Engineer, R.W.Circle, BAM","O/O Chief Construction Engineer, RWC, BAM Near Income Tax Office Ambapua-11",Construction of Bridge over Local (Ramachandrapur) nallah on Tamarada PMGSY road at Adanguda to Sukunapeta (P.S.) road in the District of Gajapati under BSY (Span 1 x 30.64m),Construction of Bridge over Local (Ramachandrapur) nallah on Tamarada PMGSY road at Adanguda to Sukunapeta (P.S.) road in the District of Gajapati under BSY (Span 1 x 30.64m),Please refer Tender documents. ,NA ,,Civil Works - Bridges,NA ,Tender,90.0,540.0,Gajapati,760011.0,NA ,NA ,NA ,"O/O Chief Construction Engineer, R.W.Circle, BAM",No ,No,AOC
,,,,,,,,,,,,,,,,,,2,2097585,Sunita Behera,13-Mar-2023 11:56 AM,Rejected-Technical,DISQUALIFIED,18-Mar-2023 04:18 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,2,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
