EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"8,260",Yes,fixed,,Nil,Nil,15-May-2023 10:00 AM,25-May-2023 11:30 AM,15-May-2023 10:00 AM,24-May-2023 05:00 PM,NA ,NA ,15-May-2023 10:00 AM,24-May-2023 05:00 PM,"4,000",Nil,Nil,No,THE SE UILCD NO-II Dharamgarh -766015,O/O THE SE UILCD NO-II Dharamgarh -766015,Improvement of canal bank and construction of vertical trough in between RD 755m to 985m of Tipiguda Minor,Improvement of canal bank and construction of vertical trough in between RD 755m to 985m of Tipiguda Minor,Please refer Tender documents. ,NA ,"8,26,309",Civil Works - Canal,NA ,Tender,90.0,90.0,Dharamgarh,766015.0,NA ,NA ,NA ,THE SE UILCD NO-II Dharamgarh -766015,No ,No,CCE Upper Indravati Irrigation Project Mukhiguda||CCE Upper Indravati Irrigation Project Mukhiguda||EE Lift Head Works Divn.Kusumkhunti Kalahandi,SE/UILCD-II-01/2023-24(01-07),2023_CEUIP_88955_7,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Valid Licence Pan GST Bid Cost EMD Affidavit No Relation Certificate etc as per DTCN.,1.0,ICICI BANK,AOC,Superintending Engineer,Internal,Superintending Engineer Estimator Accountant,AKSHAYA KUMAR BHOI,22-Jun-2023 08:35 PM,techsummary_437737.pdf (225.95 KB),CCE Upper Indravati Irrigation Project Mukhiguda||CCE Upper Indravati Irrigation Project Mukhiguda||EE Lift Head Works Divn.Kusumkhunti Kalahandi,2023_CEUIP_88955_7,SE/UILCD-II-01/2023-24(01-07),Improvement of canal bank and construction of vertical trough in between RD 755m to 985m of Tipiguda Minor,1.0,2144642.0,TOPHAN BAG,INR,"702,446",1,2143909,ANKIT KUMAR PANDA,23-May-2023 10:03 AM,Rejected-AOC,Not selected in transparent lottery,23-Jun-2023 01:55 PM,Superintending Engineer,Internal,Superintending Engineer Estimator Accountant,AKSHAYA KUMAR BHOI,22-Jun-2023 09:06 PM,finsummary_437737.pdf (225.95 KB),Finance,All the bids opened successfully,AKSHAYA KUMAR BHOI,22-Jun-2023 07:33 PM,finance_437737.pdf,BOQ Comparative Chart,22-Jun-2023,"INR 702,446",90.0,AKSHAYA KUMAR BHOI,23-Jun-2023 01:54 PM,WO_07.pdf (211.00 KB),selected in transparent lottery process,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,2,2145680,BAJI PRADHAN,24-May-2023 04:06 PM,Rejected-AOC,Not selected in transparent lottery,23-Jun-2023 01:55 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,3,2143640,Bilambar Gopal,22-May-2023 05:23 PM,Rejected-AOC,Not selected in transparent lottery,23-Jun-2023 01:55 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,4,2145117,DHABALESWAR NAIK,23-May-2023 08:00 PM,Rejected-AOC,Not selected in transparent lottery,23-Jun-2023 01:55 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,5,2143252,Harihar Bihari,24-May-2023 11:18 AM,Rejected-AOC,Not selected in transparent lottery,23-Jun-2023 01:55 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,6,2145055,PRATAP KISHOR NAIK,23-May-2023 06:51 PM,Rejected-AOC,Not selected in transparent lottery,23-Jun-2023 01:55 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,7,2143707,RATHA MEHER,22-May-2023 07:52 PM,Rejected-AOC,Not selected in transparent lottery,23-Jun-2023 01:55 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,8,2144622,Sachidananda Majhi,24-May-2023 12:40 PM,Rejected-AOC,Not selected in transparent lottery,23-Jun-2023 01:55 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,9,2145036,SANTOSH KUMAR BHOI,24-May-2023 09:48 AM,Rejected-AOC,Not selected in transparent lottery,23-Jun-2023 01:55 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,10,2145237,SASMITA MOHANTY,24-May-2023 08:28 AM,Rejected-AOC,Not selected in transparent lottery,23-Jun-2023 01:55 PM,,,,,,,,,,,,,,,,,,,,AOC
