Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
Construction of Sub Centre at Jagannathpur,Construction of Sub Centre at Jagannathpur,Please refer Tender documents. ,NA ,"28,65,085",Civil Works - Buildings,NA ,Tender,90.0,240.0,"Jagannathpur,Banki",754008.0,NA ,NA ,NA ,Panchayat Samiti Office Banki,No ,No,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Cuttack||BANKI Block,BNK-01/2023-24,2023_PRBNK_87731_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"29,000",Yes,fixed,,Nil,Nil,"6,000",Nil,Nil,No,Block Development Officer Banki,"Panchayat Samiti Office,Banki",1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,1,ICICI BANK,13-Apr-2023 10:00 AM,04-May-2023 11:30 AM,13-Apr-2023 10:00 AM,03-May-2023 05:00 PM,13-Apr-2023 10:00 AM ,03-May-2023 03:00 PM ,13-Apr-2023 10:00 AM,03-May-2023 05:00 PM,AOC,1,2128807,DIPU SAHOO,03-May-2023 08:02 AM,Rejected-Finance,Withdrawn from bid,12-Jun-2023 10:42 PM,12-Jun-2023,"INR 2,578,863",240.0,KHITISH BEHERA,12-Jun-2023 10:44 PM,Jagannathpuragre.pdf (318.00 KB),"BDO,BANKI",Internal,,KHITISH BEHERA,12-Jun-2023 10:42 PM,finsummary_433610.pdf (906.09 KB),Finance,Admitted,Vijayalaxmi Parida,05-May-2023 04:57 PM,,BOQ Comparative Chart,"BDO,BANKI",Internal,,KHITISH BEHERA,12-Jun-2023 10:36 PM,techsummary_433610.pdf (191.73 KB),1.0,2129068.0,SARITA SUBHADARSHINI SWAIN,INR,"2,578,863",Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Cuttack||BANKI Block,2023_PRBNK_87731_1,BNK-01/2023-24,Construction of Sub Centre at Jagannathpur,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,2,ICICI NEFT/RTGS,,,,,,,,,AOC,2,2129068,SARITA SUBHADARSHINI SWAIN,03-May-2023 02:52 PM,Accepted-AOC,L1 Bidder,12-Jun-2023 10:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
