Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Finance,CS,Chudamani Gouda,29-Apr-2023 12:02 PM,finance_429509.pdf,BOQ Comparative Chart,"Chief Construction Engineer Sunabeda R.W.Circle, Sunabeda",Internal,"Superintending Engineer, DAO, Estimator of Rural Works Division-I, Nabarangpur Estimator R.W. Circle Sunabeda",Sridhara Nayak,26-Apr-2023 08:11 AM,29-Apr-2023 11:00 AM,techsummary_429509.pdf (656.71 KB),1,2098387,JMBG CONSTRUCTION,14-Mar-2023 01:59 PM,Rejected-AOC,Reject,27-Jun-2023 01:03 PM,27-Jun-2023,"INR 67,169,286.65",367.0,Sridhara Nayak,27-Jun-2023 01:01 PM,AOC-ANGI-2.50.pdf (870.00 KB),Award of contract of Sri Prabhat Kumar Bisoyi,1.0,2098448.0,PRABHAT KUMAR BISOYI,INR,"58,988,067.54","Chief Construction Engineer Sunabeda R.W.Circle, Sunabeda",Internal,"Superintending Engineer, DAO, Estimator of Rural Works Division-I, Nabarangpur Estimator R.W. Circle Sunabeda",Sridhara Nayak,27-Jun-2023 12:59 PM,finsummary_429509.pdf (922.27 KB),Technical,bidders name,Sridhara Nayak,22-Mar-2023 05:32 PM,,CE RW I||RWCIRCLE-SUNABEDA,2023_CERWI_86356_11,CCERWCSBD-Online-48/2022-23,Construction of Bridge over river Angi at 2/500 Km on Barkiguda to Darguda road in the district of Nabarangpur under BSY for the year 2022-23,AOC,CE RW I||RWCIRCLE-SUNABEDA,CCERWCSBD-Online-48/2022-23,2023_CERWI_86356_11,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,Construction of Bridge over river Angi at 2/500 Km on Barkiguda to Darguda road in the district of Nabarangpur under BSY for the year 2022-23,Construction of Bridge over river Angi at 2/500 Km on Barkiguda to Darguda road in the district of Nabarangpur under BSY for the year 2022-23,N.A. ,NA ,"6,71,69,000",Civil Works - Bridges,NA ,Tender,90.0,367.0,NABARANGPUR,764059.0,NA ,NA ,NA ,"C.C.E, Rural Works Circle, Sunabeda",No ,No,1.0,Fee/PreQual/Technical,.pdf,"Bid Cost, EMD, RC,PAN, GST, Affidavit regarding correctness, No relation certificate",1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,Chief Construction Engineer,"Rural Works Circle, Sunabeda-1, Near Jagannath Temple, PIN-763001, Dist-Koraput",21-Feb-2023 11:00 AM,15-Mar-2023 11:00 AM,21-Feb-2023 11:00 AM,14-Mar-2023 05:30 PM,21-Feb-2023 11:00 AM ,11-Mar-2023 02:00 PM ,21-Feb-2023 11:00 AM,14-Mar-2023 05:30 PM,29-Apr-2023 11:00 AM,"6,71,700",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,2,2097789,M/S GUPTESWAR CONSTRUCTION,13-Mar-2023 12:17 PM,Rejected-AOC,Reject,27-Jun-2023 01:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Annual Turn over certificate from CA, Similar nature of Work Certificate",2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,2098357,MS SANDHYA CONSTRUCTION,14-Mar-2023 03:19 PM,Rejected-AOC,Reject,27-Jun-2023 01:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machineries and other documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,2098448,PRABHAT KUMAR BISOYI,14-Mar-2023 11:24 AM,Accepted-AOC,Award of contract of Sri Prabhat Kumar Bisoyi,27-Jun-2023 01:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,2098411,Sandeep Bisoi,14-Mar-2023 03:40 PM,Rejected-Technical,Disqualified,26-Apr-2023 08:11 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
