EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"97,345",Yes,fixed,,Nil,Nil,SUPERINTENDING ENGINEER,"OFFICE OF THE SE,LSRRC AND B DIV,BALANGIR",20-Apr-2023 09:00 AM,06-May-2023 10:00 AM,20-Apr-2023 10:00 AM,04-May-2023 05:30 PM,20-Apr-2023 10:00 AM ,27-Apr-2023 05:30 PM ,20-Apr-2023 10:00 AM,04-May-2023 05:30 PM,08-May-2023 11:30 AM,1.0,ICICI BANK,"CCE, L Suktel Irr.Project,Bolangir||CCE,L Sukhtel,Bolangir||EE, RR C and B Divn",LSRRC AND B-01/2023-24,2023_CEEBO_88101_6,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,"CONSTRUCTION OF TRANSIT ACCOMODATION IN SITU TO BE SUBSEQUENTLY USED FOR ADDITIONAL ACCOMODATION FOR DIFFERENT UTILITIES IN BLOCK-A (PACKAGE-1) IN RR COLONY OF LSIP AT DHULUSAR, BALANGIR.","CONSTRUCTION OF TRANSIT ACCOMODATION IN SITU TO BE SUBSEQUENTLY USED FOR ADDITIONAL ACCOMODATION FOR DIFFERENT UTILITIES IN BLOCK-A (PACKAGE-1) IN RR COLONY OF LSIP AT DHULUSAR, BALANGIR.",Please refer Tender documents. ,NA ,"97,34,478",Civil Works - Buildings,NA ,Rate Contract,90.0,30.0,DHULUSAR,767001.0,"OFFICE OF THE SE,LSRRC AND B DIV,BALANGIR ","OFFICE OF THE SE,LSRRC AND B DIV,BALANGIR ",27-Apr-2023 10:00 AM ,"OFFICE OF THE SE,LSRRC AND B DIV,BALANGIR",No ,No,1.0,Fee/PreQual/Technical,.pdf,"GSTIN,PAN,AFFIDAVIT,CONTRACTORS RC,NO RELATION CERTIFICATE,TENDER COST,EMD",AOC,"CCE, L Suktel Irr.Project,Bolangir||CCE,L Sukhtel,Bolangir||EE, RR C and B Divn",2023_CEEBO_88101_6,LSRRC AND B-01/2023-24,"CONSTRUCTION OF TRANSIT ACCOMODATION IN SITU TO BE SUBSEQUENTLY USED FOR ADDITIONAL ACCOMODATION FOR DIFFERENT UTILITIES IN BLOCK-A (PACKAGE-1) IN RR COLONY OF LSIP AT DHULUSAR, BALANGIR.",1.0,2129405.0,PANCHANAN NANDA,INR,"8,275,280","SRI JITENDU PANIGRAHI,SE",Internal,"SRI CHETAK KUMAR NAYAK,AEE, SMT LAKHANI LAKRA,AE,SRI AMRIT KUMAR BEHERA,DAO",Jitendu Panigrahi,08-May-2023 11:13 AM,08-May-2023 11:30 AM,techsummary_434912.pdf (823.71 KB),"Er. jitendu Panigrahi,SE",Internal,"Er. Chetak Kumar Nayak,AEE,ER. Lakhani Lakra,AE,Sri Amrit Behera,DAO",Jitendu Panigrahi,12-May-2023 11:35 AM,finsummary_434912.pdf (437.96 KB),24-May-2023,"INR 8,275,280",30.0,Jitendu Panigrahi,13-Jun-2023 01:45 PM,DhulusarPakage01.pdf (450.00 KB),WORK ORDER.,Technical,TOTAL 05 NOS. OF BIDDERS HAVE PARTICIPATED AGAINST THE TENDER LSRRC AND BD-BGR-06/2022-23. THEIR DOCUMENTS WERE DOWNLOADED FOR FURTHER EVALUATION.,Jitendu Panigrahi,08-May-2023 07:43 AM,,1,2129801,CHAKRADHAR SA,04-May-2023 11:44 AM,Rejected-Finance,lose in transparent lottery system.,12-May-2023 11:35 AM,Finance,FINANCIAL BID FOR THE ABOVE TENDER WAS OPENED. TOTAL 5 NOS. OF BIDDERS HAVE PARTICIPATED AGINST THE TENDER AND THEIR BOQ COMPARATIVE STATEMENT WAS DOWNLOADED FOR FINANCILA EVALUATION.,CHETAK KUMAR NAYAK,08-May-2023 01:05 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,ANY OTHER DOCS AS PER DTCN,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2129757,KANHU KUMAR AGRAWAL,04-May-2023 12:26 PM,Rejected-Finance,lose in transparent lottery system.,12-May-2023 11:35 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2129405,PANCHANAN NANDA,04-May-2023 12:06 PM,Accepted-AOC,stood as first lowest. won in the transparent lottery system.,13-Jun-2023 01:46 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2129974,SHANKAR SIDDHARTHA BEHERA,04-May-2023 01:36 PM,Rejected-Finance,lose in transparent lottery system.,12-May-2023 11:35 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2129944,YASH AGRAWAL,04-May-2023 01:06 PM,Rejected-Finance,lose in transparent lottery system.,12-May-2023 11:35 AM,,,,,,,AOC
