Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.2,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
19-Apr-2023 11:00 AM,04-May-2023 11:00 AM,19-Apr-2023 11:00 AM,03-May-2023 04:00 PM,NA ,NA ,19-Apr-2023 11:00 AM,03-May-2023 04:00 PM,30-May-2023 12:00 PM,1.0,Fee/PreQual/Technical,.pdf,"Registration Certificate, GST Registration Certificate, GSTIN, PAN and Other Documents","10,000",0.0,Nil,Nil,No,"1,77,000",Yes,fixed,,Nil,Nil,EIC-CIVIL||SERNB-CIRCLE-JEYPORE||EERNB Division Nabarangpur,S.E (R and B)-01/2023-24/NGP,2023_EICCL_88104_3,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"Repair and Renovation of CHC, Papadahandi Hospital Buildings and Campus under AMA Hospital Initiatives for the year 2023-24",Civil and Electrical,Please refer Tender documents. ,NA ,"1,76,51,047",Civil Works - Buildings,Civil Construction and Electrical Work ,Tender,90.0,150.0,"Papadahandi, Nabarangpur",764059.0,NA ,NA ,NA ,"O/o the SE, Nabarangpur R and B Division",No ,No,Superintending Engineer,"O/o the SE, Nabarangpur R and B Division",1.0,ICICI BANK,AOC,Finance,Document Uploaded,Prafulla Kumar Mishra,30-May-2023 12:46 PM,finance_434884.pdf,BOQ Comparative Chart,Technical,Opening form Uploaded,Prafulla Kumar Mishra,30-May-2023 11:47 AM,technical_434884.pdf,1,2128711,ADITYA KUMAR TRIPATHY,02-May-2023 10:55 PM,Rejected-AOC,other than 1st lowest,19-Jun-2023 05:21 PM,Superintending Engineer,Internal,Superintending Engineer DAO Estimator,Prafulla Kumar Mishra,19-Jun-2023 05:18 PM,finsummary_434884.pdf (716.14 KB),19-Jun-2023,"INR 15,005,155",150.0,Prafulla Kumar Mishra,19-Jun-2023 05:19 PM,wopapadahandi.pdf (373.00 KB),Agreement Drawn and work order issued,1.0,Tender Revocation,Document Uploaded,23-May-2023 11:50 AM,AMAHOSPITALCHCPAPADAHANDI.pdf ,602.55,Technical Opening,Superintending Engineer,Internal,Superintending Engineer DAO Estimator,Prafulla Kumar Mishra,30-May-2023 11:53 AM,30-May-2023 12:00 PM,techsummary_434884.pdf (675.93 KB),1.0,2128997.0,OM PRAKASH KARAMCHAND DAS,INR,"15,005,155",EIC-CIVIL||SERNB-CIRCLE-JEYPORE||EERNB Division Nabarangpur,2023_EICCL_88104_3,S.E (R and B)-01/2023-24/NGP,"Repair and Renovation of CHC, Papadahandi Hospital Buildings and Campus under AMA Hospital Initiatives for the year 2023-24",AOC
,,,,,,,,,,,.pdf,Machinaries work in hand and other Documents as per technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,2,2122465,ANAND KUMAR MODI,25-Apr-2023 07:49 PM,Rejected-Technical,Disqualified in Technical Bid,30-May-2023 11:53 AM,,,,,,,,,,,,,,2.0,Tender Revoke,Revoked due to technical issue,30-May-2023 11:05 AM,CHCPAPADAHANDIREVOCATION.pdf ,166.95,Technical Opening,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3,2127903,CHANDRA SEKHAR JENA,02-May-2023 09:45 PM,Rejected-AOC,other than 1st lowest,19-Jun-2023 05:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4,2121170,G ANANTA MURTY,24-Apr-2023 03:13 PM,Rejected-AOC,other than 1st lowest,19-Jun-2023 05:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5,2129157,MANOJ KUMAR AGRAWAL,03-May-2023 02:58 PM,Rejected-AOC,other than 1st lowest,19-Jun-2023 05:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6,2129184,M/S Radha Devi Trading Co Proprietor-Binod Agrawal,03-May-2023 03:31 PM,Rejected-AOC,other than 1st lowest,19-Jun-2023 05:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,7,2128997,OM PRAKASH KARAMCHAND DAS,03-May-2023 01:27 PM,Accepted-AOC,1st lowest,19-Jun-2023 05:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,8,2129162,RAMAN RANJAN DAS,03-May-2023 03:49 PM,Rejected-AOC,other than 1st lowest,19-Jun-2023 05:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,9,2129132,Sanjay Kumar Agrawal,03-May-2023 02:29 PM,Rejected-AOC,other than 1st lowest,19-Jun-2023 05:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,10,2129176,SUBARAO SENAPATI,03-May-2023 03:33 PM,Rejected-AOC,other than 1st lowest,19-Jun-2023 05:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
