EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"22,000",Yes,fixed,,Nil,Nil,"O/O the Superintending Engineer, M.I Division, Bal","O/O the Superintending Engineer, M.I Division, Balasore",1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost, EMD, PAN, GSTIN, CRC, Affidavits, NRC if any and other doc as per DTCN",1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,Improvement to Jalaka MIP Barrage in Basta Block of Balasore District for the year 2023-24.,"Earth Work, RCC,PCC, Rigid smooth,Providing weep hole,RCC hume pipe,Rough stone dry packing etc",Please refer Tender documents. ,NA ,,Civil Works - Others,NA ,Tender,90.0,120.0,Balasore,756001.0,NA ,NA ,NA ,"O/O the Superintending Engineer, M.I Division, Bal",No ,No,15-May-2023 11:00 AM,26-May-2023 11:00 AM,15-May-2023 11:00 AM,24-May-2023 01:00 PM,NA ,NA ,15-May-2023 11:00 AM,24-May-2023 01:00 PM,"CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar||EE M.I. Division Balasore",SEMIDBLS-01(01)2023- 24,2023_CEMIB_88934_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,27-Jun-2023,"INR 1,800,980.73",120.0,ELEENA MISHRA,27-Jun-2023 05:08 PM,Jalaka.pdf (48.00 KB),"In the presence of tender committee of Sri Sunil Kumar Biswal (S.E), Smt Swati Roy (DAO), Smt.Ritanjali Dantpat (AE) and E. Mishra (AE), the transparent lottery system conducted on 06.06.2023 at 11 A.",Superintending Engineer,Internal,"Superintending Engineer,M.I. Division, Balasore, Assistant Executive Engineer Estimator, M.I.Division, Balasore, Divisional Accountant Officer, M.I. Division, Balasore, Assistant Engineer,Estimator, M",ELEENA MISHRA,05-Jun-2023 09:00 AM,finsummary_437626.pdf (415.87 KB),Finance,"After due scrutiny and evaluation, the participating bidders fulfilled the qualifying criteria as stipulated in the D.T.C.N by the committee members . Hence, the Committee recommends to admit their financial Bid.",ELEENA MISHRA,04-Jun-2023 04:45 PM,finance_437626.pdf,BOQ Comparative Chart,1,2143002,ALAKA PATRA,23-May-2023 09:53 AM,Accepted-AOC,1st lowest Lottery winner,27-Jun-2023 05:11 PM,"CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar||EE M.I. Division Balasore",2023_CEMIB_88934_1,SEMIDBLS-01(01)2023- 24,Improvement to Jalaka MIP Barrage in Basta Block of Balasore District for the year 2023-24.,1.0,2143002.0,ALAKA PATRA,INR,"1,800,980.73",Superintending Engineer,Internal,"Evaluation process of e-procurement ID No. SEMIDBLS-01-2023-24 dt.08.05.2023 has been done on dt. 02.06.2023 in which bids received were opened in the chamber of S.E.M.I. Division, Balasore in presenc",ELEENA MISHRA,04-Jun-2023 05:37 PM,techsummary_437626.pdf (415.87 KB),AOC
,,,,,,,,,,.pdf,"Certificates, Formats, Schedules and other documents if any as per DTCN",2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2,2145337,Baba Chandaneswar Engineering Construction,24-May-2023 12:37 PM,Rejected-AOC,"No, Lottery winner",27-Jun-2023 05:11 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,3,2141919,BISWANATH KHATUA,18-May-2023 08:10 PM,Rejected-AOC,"No, Lottery winner",27-Jun-2023 05:11 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,4,2144267,HIMANSHU SEKHAR GIRI,22-May-2023 04:10 PM,Rejected-AOC,"No, Lottery winner",27-Jun-2023 05:11 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,5,2142572,JATIN KUMAR ROUT,22-May-2023 06:07 PM,Rejected-AOC,"No, Lottery winner",27-Jun-2023 05:11 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,6,2141646,Kishore Kumar Parida,17-May-2023 08:11 PM,Rejected-AOC,"No, Lottery winner",27-Jun-2023 05:11 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,7,2142986,Nanda Kishore Behera,23-May-2023 11:38 AM,Rejected-AOC,"No, Lottery winner",27-Jun-2023 05:11 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,8,2142534,SUDHAKAR SAHU,22-May-2023 06:25 PM,Rejected-AOC,"No, Lottery winner",27-Jun-2023 05:11 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,9,2144800,SUMITRA AICH,24-May-2023 11:02 AM,Rejected-AOC,"No, Lottery winner",27-Jun-2023 05:11 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,10,2145101,Sumitra Maharana,24-May-2023 09:16 AM,Rejected-AOC,"No, Lottery winner",27-Jun-2023 05:11 PM,,,,,,,,,,,,,,,,AOC
