EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"29,100",Yes,fixed,,Nil,Nil,"6,000",Nil,Nil,No,22-May-2023 10:00 AM,02-Jun-2023 11:00 AM,22-May-2023 10:00 AM,01-Jun-2023 05:00 PM,NA ,NA ,22-May-2023 10:00 AM,01-Jun-2023 05:00 PM,THE EXECUTIVE ENGINEER UI LIFT HEAD WORKS DIVISION,"OFFICE OF THE EXECUTIVE ENGINEER UI LIFT HEAD WORKS DIVISION, KUSUMKHUNTI",Construction of Bay Extension arrangement for 33KV /11KV line at Ladugaon grid station for tapping power to Pump house at Uchhala,Construction of Bay Extension arrangement for 33KV /11KV line at Ladugaon grid station for tapping power to Pump house at Uchhala,Please refer Tender documents. ,NA ,"29,05,035",Electrical Works,NA ,Tender,90.0,60.0,Kusumkhunti,766017.0,NA ,NA ,NA ,THE EXECUTIVE ENGINEER UI LIFT HEAD WORKS DIVISION,No ,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,Valid electrical HT Licence Pan GST Bid Cost EMD Affidavit NRC etc as per DTCN,CCE Upper Indravati Irrigation Project Mukhiguda||CCE Upper Indravati Irrigation Project Mukhiguda||EE Lift Head Works Divn.Kusumkhunti Kalahandi,"EE,LHWD 02(01)/2023-24",2023_CEUIP_89195_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,Er Anil Kumar Panigrahi CCE,Internal,CCE A K BHOI S U JANI,AKSHAYA KUMAR BHOI,24-Jun-2023 08:57 PM,techsummary_438624.pdf (1409.54 KB),CCE Upper Indravati Irrigation Project Mukhiguda||CCE Upper Indravati Irrigation Project Mukhiguda||EE Lift Head Works Divn.Kusumkhunti Kalahandi,2023_CEUIP_89195_1,"EE,LHWD 02(01)/2023-24",Construction of Bay Extension arrangement for 33KV /11KV line at Ladugaon grid station for tapping power to Pump house at Uchhala,1.0,2151460.0,DULAL DASH,INR,"2,846,934",1,2152127,A.B.ELECTRICALS,01-Jun-2023 02:18 PM,Rejected-Finance,2nd lowest,24-Jun-2023 09:09 PM,Er Anil Kumar Panigrahi CCE,Internal,CCE A K BHOI J BHOI U JANI,AKSHAYA KUMAR BHOI,24-Jun-2023 09:09 PM,finsummary_438624.pdf (1409.54 KB),Finance,All the Bids opened successfully,AKSHAYA KUMAR BHOI,05-Jun-2023 11:37 AM,finance_438624.pdf,BOQ Comparative Chart,24-Jun-2023,"INR 2,846,934",60.0,AKSHAYA KUMAR BHOI,24-Jun-2023 09:11 PM,WORKORDER.pdf (950.00 KB),AWARDED TO 1ST LOWEST,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2,2151460,DULAL DASH,01-Jun-2023 11:59 AM,Accepted-AOC,1ST LOWEST,24-Jun-2023 09:12 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,3,2150689,MAA BHUBANESWARI ELECTRICALS,30-May-2023 01:02 PM,Rejected-Finance,4th lowest,24-Jun-2023 09:09 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,4,2150701,MS JANARDAN PANDA ELECTRICAL,30-May-2023 12:12 PM,Rejected-Finance,5th lowest,24-Jun-2023 09:09 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,5,2152136,M/S KUMAR ELECTRICALS,01-Jun-2023 02:35 PM,Rejected-Finance,3rd lowest,24-Jun-2023 09:09 PM,,,,,,,,,,,,,,,,,,,,AOC
