S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"Online proof copy of Tender Cost, Bid Security Declaration, GSTIN, PAN, RC and Affidavit","Chief Engineer, DPI and Roads, Odisha","Office of the E.I.C. Civil, Odisha, Nirman Soudha, New Building, Unit-V, Bhubaneswar","29,06,000",No,fixed,,Nil,Nil,EIC-CIVIL,CE-DPI AND R-34/2022-23,2022_EICCL_84731_54,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Improvement such as widening and strengthening of Masripada- Kelapada-Sadingia-Balandapada road from 42/000 km to 55/000 km in the district of Kandhamal under State Plan,Improvement such as widening and strengthening of Masripada-Kelapada- Sadingia-Balandapada road from 42/000 km to 55/000 km in the district of Kandhamal under State Plan,Please refer Tender documents. ,NA ,"29,06,20,604",Civil Works - Roads,NA ,Tender,90.0,450.0,In Kandhamal Dist,751001.0,NA ,NA ,NA ,"O/o the E.I.C. Civil, Odisha, Bhubaneswar",No ,No,27-Jan-2023 09:55 AM,08-Feb-2023 04:30 PM,27-Jan-2023 09:55 AM,08-Feb-2023 04:00 PM,NA ,NA ,27-Jan-2023 09:55 AM,08-Feb-2023 04:00 PM,10-Mar-2023 11:30 AM,AOC,EIC-CIVIL,2022_EICCL_84731_54,CE-DPI AND R-34/2022-23,Improvement such as widening and strengthening of Masripada- Kelapada-Sadingia-Balandapada road from 42/000 km to 55/000 km in the district of Kandhamal under State Plan,Technical,Opening of technical bid,Tara Prasad Mishra,08-Feb-2023 06:01 PM,,CE DPI and R Odisha,Internal,,Tara Prasad Mishra,28-Jun-2023 12:01 PM,finsummary_426555.pdf (1523.39 KB),1.0,2074056.0,RKD Construction Pvt Ltd,INR,"247,056,575.46",1.0,2069148.0,BKD INFRASTRUCTURE PRIVATE LIMITED,08-Feb-2023 12:38 PM,Rejected-AOC,L2 bidder,28-Jun-2023 12:03 PM,28-Jun-2023,"INR 247,056,575",450.0,Tara Prasad Mishra,28-Jun-2023 12:02 PM,Marsipadaagreement.pdf (1523.00 KB),147P1 of 2023-24,EIC Civil Odisha,Internal,CE DPI and R Odisha Addl CE P and I EE Civil FA,Tara Prasad Mishra,09-Mar-2023 06:38 PM,10-Mar-2023 11:30 AM,techsummary_426555.pdf (971.20 KB),Finance,Opening of financial bid,Siba Prasad Panigrahy,10-Mar-2023 11:48 AM,,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,.pdf,Machineries and work experience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2.0,2074056.0,RKD Construction Pvt Ltd,08-Feb-2023 03:04 PM,Accepted-AOC,L1 bidder,28-Jun-2023 12:03 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,.pdf,Other documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,2.0,Finance,.xls,Bill of quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
