Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage
01-Jun-2023,"INR 757,028",90.0,Gokula Chandra Padhi,01-Jun-2023 08:26 PM,AOC-09.PDF (122.00 KB),The date of commencement of the work is on dated 11.05.2023 and stipulated date of completion on dated 10.08.2023 vide Agreement No.47P1/2023-24.,Finance,Eleven (11) number of bidders are successful downloaded.,Anita Das,27-Apr-2023 02:11 PM,,BOQ Comparative Chart,Gokula Chandra Padhi,Internal,,Gokula Chandra Padhi,28-May-2023 12:53 PM,finsummary_434272.pdf (88.75 KB),1,2118987,BHARATI KHATAI,21-Apr-2023 10:41 PM,Rejected-AOC,Not Successful in Lottery,01-Jun-2023 08:27 PM,1.0,2122541.0,Bimal Kumar Pradhan,INR,"757,028","CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar",2023_CEBMB_87890_9,e-procurement Notice No. e-BNID-01/2023-24,Improvement to LFB of river Rushikulya near village Godisara.,Gokula Chandra Padhi,Internal,,Gokula Chandra Padhi,26-May-2023 05:10 PM,techsummary_434272.pdf (77.99 KB),AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost,Valid Register License of Contractor,PAN CARD, GSTIN,EMD","CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar",e-procurement Notice No. e-BNID-01/2023-24,2023_CEBMB_87890_9,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Improvement to LFB of river Rushikulya near village Godisara.,Improvement to LFB of river Rushikulya near village Godisara.,Please refer Tender documents. ,NA ,"8,90,517",Civil Works - Others,NA ,Tender,90.0,90.0,Aska,761110.0,NA ,NA ,NA ,"S.E., Bhanjanagar Irrigation Division, Bhanjanagar",No ,No,"4,000",0.0,Nil,Nil,No,17-Apr-2023 10:00 AM,27-Apr-2023 11:00 AM,17-Apr-2023 10:00 AM,26-Apr-2023 05:00 PM,NA ,NA ,17-Apr-2023 10:00 AM,26-Apr-2023 05:00 PM,1.0,ICICI BANK,"9,000",Yes,fixed,,Nil,Nil,"SE, Bhanjanagar Irr. Divn., Bhanjanagar","O/o the SE, Bhanjanagar Irr. Divn., Bhanjanagar, Pin No-761126",AOC
,,,,,,,,,,,,,,,,,,,2,2121804,BIBHUTI BHUSAN SAHU,25-Apr-2023 11:31 AM,Rejected-AOC,Not Successful in Lottery,01-Jun-2023 08:27 PM,,,,,,,,,,,,,,,,AOC,,,.pdf,"Affidavit,Other document as per DTCN.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,3,2121666,BIKRAM KUMAR PRADHAN,25-Apr-2023 12:34 AM,Rejected-AOC,Not Successful in Lottery,01-Jun-2023 08:27 PM,,,,,,,,,,,,,,,,AOC,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,4,2122541,Bimal Kumar Pradhan,25-Apr-2023 09:16 PM,Accepted-AOC,Successful in Lottery,01-Jun-2023 08:27 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,5,2121944,D. Pandaba Patro,25-Apr-2023 01:21 PM,Rejected-AOC,Not Successful in Lottery,01-Jun-2023 08:27 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,6,2119077,PANADAB GOUDA,22-Apr-2023 11:17 AM,Rejected-AOC,Not Successful in Lottery,01-Jun-2023 08:27 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,7,2120846,Rabindranath Dash,24-Apr-2023 12:04 PM,Rejected-AOC,Not Successful in Lottery,01-Jun-2023 08:27 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,8,2118173,Samira Kumar Panigrahy,24-Apr-2023 08:24 PM,Rejected-AOC,Not Successful in Lottery,01-Jun-2023 08:27 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,9,2121421,Sankarsan Sethy,24-Apr-2023 05:39 PM,Rejected-AOC,Not Successful in Lottery,01-Jun-2023 08:27 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,10,2122975,SATYAVAMA PRADHAN,26-Apr-2023 02:18 PM,Rejected-AOC,Not Successful in Lottery,01-Jun-2023 08:27 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,11,2119662,Shyam Sundar Padhy,23-Apr-2023 09:38 AM,Rejected-AOC,Not Successful in Lottery,01-Jun-2023 08:27 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
