Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage
"Jangya Narayan Gouda, Executive Engineer",Internal,,Jangya Narayan Gouda,30-May-2023 09:33 AM,30-May-2023 09:35 AM,techsummary_437236.pdf (460.11 KB),1,2137629,RAKESH KIRTANIA,INR,"7,527,841",CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-MALKANGIRI - II,2023_CERWI_88828_1,RWDSE_MKG_II_ONLINE_01/2023-24,Construction of Excise charge office with HAZAT and MALKHANA BUILDING AT KALIMELA in the District of Malkangiri for the year 2022-23,Finance,Accepted,Jangya Narayan Gouda,30-May-2023 09:59 AM,finance_437236.pdf,BOQ Comparative Chart,1,2141837,BASUDEV RAO,18-May-2023 04:39 PM,Accepted-AOC,Disqualified,29-Jun-2023 11:24 AM,Technical,Qualified,Jangya Narayan Gouda,30-May-2023 09:29 AM,,29-Jun-2023,"INR 7,527,841",180.0,Jangya Narayan Gouda,29-Jun-2023 11:23 AM,agreement.pdf (543.00 KB),"Jangya Narayan Gouda, Executive Engineer",Internal,,Jangya Narayan Gouda,29-Jun-2023 11:21 AM,finsummary_437236.pdf (543.07 KB),AOC,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-MALKANGIRI - II,RWDSE_MKG_II_ONLINE_01/2023-24,2023_CERWI_88828_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,"PANCARD, GST, LABOUR LICENSE, CONTRACTOR LICENSE ETC.",SUPERINTENDING ENGINEER,SUPERINTENDING ENGINEER,09-May-2023 12:00 PM,20-May-2023 11:00 AM,09-May-2023 12:00 PM,18-May-2023 05:30 PM,NA ,NA ,09-May-2023 12:00 PM,18-May-2023 05:30 PM,30-May-2023 09:35 AM,Construction of Excise charge office with HAZAT and MALKHANA BUILDING AT KALIMELA in the District of Malkangiri for the year 2022-23,"PAN CARD, GST , CONTRACTOR LICENSE",Please refer Tender documents. ,NA ,"83,63,000",Civil Works - Buildings,NA ,Tender,90.0,270.0,MALKANGIRI,764045.0,NA ,NA ,NA ,"SERWD-II, MALKANGIRI",No ,No,"83,630",Yes,fixed,,Nil,Nil,1,ICICI BANK,AOC
,,,,,,,2,2141837,BASUDEV RAO,INR,"7,527,841",,,,,,,,,,,2,2137629,RAKESH KIRTANIA,18-May-2023 05:09 PM,Accepted-AOC,Qualified,29-Jun-2023 11:24 AM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,AOC
