Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage
Rural Water Supply and Sanitation||RWSS Circle Bolangir||RWSS Division Bolangir,2023_RWSS_85855_8,BID No 36 OF 2022-23,Execution of RPWS to village Bhainsa under Patnagarh Block with 5 year Operation and maintenance.,JAYANARAYAN_SEET,Internal,SAROJ_KUMAR_SATAPATHY_RESMA_KUJUR_ARJUN_MATHO_PRATIK_KUMAR_ROUT_ISWARCHANDRA_DHAMUNDIA,Saroj Kumar Satapathy,23-Jun-2023 04:43 PM,finsummary_427290.pdf (470.77 KB),Technical,Bid has been Opened,Saroj Kumar Satapathy,21-Feb-2023 04:58 PM,technical_427290.pdf,1.0,2084849.0,SARMISTHA SETHI,INR,"24,559,606",Finance,FINANCIAL BID HAS BEEN OPENED,Saroj Kumar Satapathy,24-Mar-2023 07:21 PM,finance_427290.pdf,BOQ Comparative Chart,23-Jun-2023,"INR 27,285,419",540.0,Saroj Kumar Satapathy,23-Jun-2023 05:39 PM,BHAINSA.pdf (471.00 KB),L1 BIDDER HAS RESPOND,Er_Jaynarayan_Seet,Internal,Er_SarojKumarSatapathy_Er_PratikKumarRout_Mr_ArjunMahto_Er_ResmaKujur_Er_IswarChandraDhamudia,Saroj Kumar Satapathy,24-Mar-2023 04:42 PM,24-Mar-2023 05:00 PM,techsummary_427290.pdf (205.91 KB),1,2084749,BIJAYA RANJAN SAHU,20-Feb-2023 03:04 PM,Rejected-AOC,Rejected as per OPWD Code,23-Jun-2023 05:40 PM,AOC,"10,000",0.0,Nil,Nil,Yes,Rural Water Supply and Sanitation||RWSS Circle Bolangir||RWSS Division Bolangir,BID No 36 OF 2022-23,2023_RWSS_85855_8,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"2,72,854",Yes,percentage,1.0%,Nil,Nil,Superintending Engineer,O/o Superintending Engineer RWSS Division Balangir,04-Feb-2023 04:00 PM,21-Feb-2023 11:00 AM,04-Feb-2023 04:00 PM,20-Feb-2023 05:00 PM,NA ,NA ,04-Feb-2023 04:00 PM,20-Feb-2023 05:00 PM,24-Mar-2023 05:00 PM,Execution of RPWS to village Bhainsa under Patnagarh Block with 5 year Operation and maintenance.,Execution of RPWS to village Bhainsa under Patnagarh Block with 5 year Operation and maintenance.,PLEASE REFER DTCN ,NA ,"2,72,85,419",Civil Works - Water Works,WATER SUPPLY ,Tender,180.0,540.0,BHAINSA UNDER PATNAGARH BLOCK,767025.0,NA ,NA ,NA ,O/o Superintending Engineer RWSS Division Balangir,No ,No,1.0,Fee/PreQual/Technical,.pdf,"Tender Paper cost, EMD,GST,PAN, Contractor Registration Certificate, Experience Certificate etc",1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2084694,JAYANTA MEHER,20-Feb-2023 02:36 PM,Rejected-AOC,Rejected as per OPWD Code,23-Jun-2023 05:40 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Document as per DTCN,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2084732,MAHESH CHOUDHURY,20-Feb-2023 03:16 PM,Rejected-AOC,Rejected as per OPWD Code,23-Jun-2023 05:40 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BILL OF QUANTY,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2084247,SANJEEB MOHANTY,20-Feb-2023 12:07 PM,Rejected-AOC,Rejected as per OPWD Code,23-Jun-2023 05:40 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2084849,SARMISTHA SETHI,20-Feb-2023 03:56 PM,Accepted-AOC,Awarded as per OPWD Code,23-Jun-2023 05:40 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2084370,SHASHIRAM MANGARAJ,20-Feb-2023 01:03 PM,Rejected-AOC,Rejected as per OPWD Code,23-Jun-2023 05:40 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2085011,SOURAV AGRAWAL,20-Feb-2023 04:42 PM,Rejected-AOC,Rejected as per OPWD Code,23-Jun-2023 05:40 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2082930,SUBAS CHANDRA BEHERA,18-Feb-2023 12:53 PM,Rejected-AOC,Rejected as per OPWD Code,23-Jun-2023 05:40 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
