Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
21-Apr-2023 12:30 PM,02-May-2023 11:00 AM,21-Apr-2023 12:30 PM,01-May-2023 05:00 PM,NA ,NA ,21-Apr-2023 12:30 PM,01-May-2023 05:00 PM,06-May-2023 11:20 AM,"SE, MI Division, Keonjhar","O/o the SE, MI Division, Keonjhar near Park Line","10,000",0.0,Nil,Nil,No,"CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar||EE M.I. Division Keonjhar",Bid ID No. 01 SEMID(KJR/2023-2024) Dt. 11.04.2023,2023_CEMIB_88261_3,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"81,470",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Tender paper cost, EMD, GST, RC, PAN, Affidavit and other documents as per DTCN",1.0,ICICI BANK,Construction of Childa-IV Check Dam over Nakijodi Nallah near village Childa in Patna Block of Keonjhar District under Mukhyamantri Adibandha Tiari Yojana (MATY) for the year 2023-2024,Check Dam,Please refer Tender documents. ,NA ,"81,47,000",Civil Works - Others,NA ,Tender,90.0,330.0,Patna Block of Keonjhar District,758001.0,NA ,NA ,NA ,"O/o the SE, MI Division, Keonjhar",No ,No,AOC,"SE MI Division, Keonjhar",Internal,,Sudhansu Sekhar Sahoo,06-May-2023 11:19 AM,06-May-2023 11:20 AM,techsummary_435286.pdf (4165.66 KB),"CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar||EE M.I. Division Keonjhar",2023_CEMIB_88261_3,Bid ID No. 01 SEMID(KJR/2023-2024) Dt. 11.04.2023,Construction of Childa-IV Check Dam over Nakijodi Nallah near village Childa in Patna Block of Keonjhar District under Mukhyamantri Adibandha Tiari Yojana (MATY) for the year 2023-2024,1.0,2127416.0,TRILOCHAN BARIK,INR,"6,925,553.72",Finance,18 Nos. bidders are participated in this tender,Sudhansu Sekhar Sahoo,08-May-2023 10:17 AM,,BOQ Comparative Chart,Technical,19 nos. bidders are participated in this tender,Sudhansu Sekhar Sahoo,06-May-2023 11:14 AM,,1,2127499,ABHIRAM SAHU,01-May-2023 02:56 PM,Rejected-AOC,Dis Qualified,21-Jun-2023 05:02 PM,SE MI DIVISION KEONJHAR,Internal,,Sudhansu Sekhar Sahoo,21-Jun-2023 04:59 PM,finsummary_435286.pdf (631.37 KB),21-Jun-2023,"INR 6,925,553.72",330.0,Sudhansu Sekhar Sahoo,21-Jun-2023 05:00 PM,Childa4.pdf (631.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantities,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2127013,AKSHAYA KUMAR SETHY,30-Apr-2023 06:31 PM,Rejected-AOC,Dis Qualified,21-Jun-2023 05:02 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2127430,ANIL KUMAR PATRA,01-May-2023 01:22 PM,Rejected-AOC,Dis Qualified,21-Jun-2023 05:02 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2126911,ASHIS KUMAR DAS,30-Apr-2023 12:59 PM,Rejected-AOC,Dis Qualified,21-Jun-2023 05:02 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2127200,BISHNU CHARAN MALIK,01-May-2023 11:08 AM,Rejected-AOC,Dis Qualified,21-Jun-2023 05:02 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2127363,BULARAM SETHY,01-May-2023 01:00 PM,Rejected-AOC,Dis Qualified,21-Jun-2023 05:02 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2127108,DHARMAJEET SAHU,01-May-2023 12:44 PM,Rejected-AOC,Dis Qualified,21-Jun-2023 05:02 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2126770,INDIRA HEMBRAM,29-Apr-2023 06:26 PM,Rejected-AOC,Dis Qualified,21-Jun-2023 05:02 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2127252,LOHIT KUMAR MAHANTA,01-May-2023 11:42 AM,Rejected-AOC,Dis Qualified,21-Jun-2023 05:02 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2126496,MANAS KUMAR SAHU,29-Apr-2023 03:29 PM,Rejected-AOC,Dis Qualified,21-Jun-2023 05:02 PM,,,,,,,,,,,,,AOC
