EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"3,928",Yes,percentage,1.0%,Nil,Nil,Const. of Drain from Ashok Pradhan House to Debashish Dey House in Ward No_05 under Balasore Municipality,Const. of Drain from Ashok Pradhan House to Debashish Dey House in Ward No_05 under Balasore Municipality,Please refer Tender documents. ,NA ,"3,92,790",Civil Works - Others,NA ,Tender,90.0,60.0,Balasore Municipality,756003.0,NA ,NA ,NA ,Balasore Municipality,No ,No,Municipal Bodies||Balasore Municipality,BM_02_2023_24,2023_ORULB_88734_26,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"2,000",0.0,Nil,Nil,No,"Executive Officer, Balasore Municipality",Balasore Municipality,08-May-2023 05:00 PM,22-May-2023 11:00 AM,08-May-2023 05:00 PM,20-May-2023 05:00 PM,NA ,NA ,08-May-2023 05:00 PM,20-May-2023 05:00 PM,1,ICICI BANK,AOC,26-Jun-2023,"INR 463,492",60.0,Pranabananda Sahu,26-Jun-2023 01:53 PM,WO0226.pdf (324.00 KB),1,2142357,Ananta Nayak,19-May-2023 07:32 PM,Rejected-Finance,L2,26-Jun-2023 01:51 PM,EO ME CP,Internal,,Pranabananda Sahu,23-Jun-2023 04:29 PM,techsummary_436927.pdf (355.54 KB),EO ME CP,Internal,,Pranabananda Sahu,26-Jun-2023 01:51 PM,finsummary_436927.pdf (355.54 KB),Municipal Bodies||Balasore Municipality,2023_ORULB_88734_26,BM_02_2023_24,Const. of Drain from Ashok Pradhan House to Debashish Dey House in Ward No_05 under Balasore Municipality,1.0,2142041.0,Sanjaya Kumar Das,INR,"392,790",Finance,TENDER OPENED SUCCESSFULLY,Kunal Motiram Chavan,22-May-2023 05:58 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,AOC,,,,,,,2,2142041,Sanjaya Kumar Das,19-May-2023 04:05 PM,Accepted-AOC,WO,26-Jun-2023 01:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
