S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"Bid Cost, EMD, RC,PAN, GST, Affidavit regarding correctness, No relation certificate",Construction of 3 Nos Boxcell Bridge over local Nallah on different places of Stamba to Machaguda Road under DMF in the District of Koraput under Boipariguda Block for the year 2022-23.,Construction of 3 Nos Boxcell Bridge over local Nallah on different places of Stamba to Machaguda Road under DMF in the District of Koraput under Boipariguda Block for the year 2022-23.,N.A. ,NA ,"1,26,05,000",Civil Works - Bridges,NA ,Tender,90.0,272.0,KORAPUT,764001.0,NA ,NA ,NA ,"C.C.E, Rural Works Circle, Sunabeda",No ,No,11-Feb-2023 06:55 PM,23-Feb-2023 11:00 AM,11-Feb-2023 06:55 PM,22-Feb-2023 05:30 PM,11-Feb-2023 06:55 PM ,21-Feb-2023 02:00 PM ,11-Feb-2023 06:55 PM,22-Feb-2023 05:30 PM,27-Mar-2023 11:00 AM,"10,000",0.0,Nil,Nil,No,"1,27,000",Yes,fixed,,Nil,Nil,Chief Construction Engineer,"Rural Works Circle, Sunabeda-1, Near Jagannath Temple, PIN-763001, Dist-Koraput",CE RW I||RWCIRCLE-SUNABEDA,CCERWCSBD-Online-47/2022-23,2023_CERWI_85950_5,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,CE RW I||RWCIRCLE-SUNABEDA,2023_CERWI_85950_5,CCERWCSBD-Online-47/2022-23,Construction of 3 Nos Boxcell Bridge over local Nallah on different places of Stamba to Machaguda Road under DMF in the District of Koraput under Boipariguda Block for the year 2022-23.,1.0,2086961.0,Kiran Kumar Gouda,INR,"10,715,385.39","Chief Construction Engineer Sunabeda R.W.Circle, Sunabeda",Internal,"Superintending Engineer, DAO, Estimator of Rural Works Division, Koraput Estimator R.W. Circle Sunabeda",Sridhara Nayak,19-Mar-2023 04:26 PM,27-Mar-2023 11:00 AM,techsummary_428419.pdf (799.89 KB),"Chief Construction Engineer Sunabeda R.W.Circle, Sunabeda",Internal,"Superintending Engineer, DAO, Estimator of Rural Works Division, Koraput Estimator R.W. Circle Sunabeda",Sridhara Nayak,08-Jun-2023 06:30 PM,finsummary_428419.pdf (856.53 KB),08-Jun-2023,"INR 12,604,852.83",272.0,Sridhara Nayak,08-Jun-2023 06:32 PM,AOC-SATAMBA.pdf (1070.00 KB),Award of contract of Sri Kiran Kumar Gouda through transparency lottery system,Technical,bidders name,Sridhara Nayak,19-Mar-2023 04:13 PM,technical_428419.pdf,1.0,2087259.0,Bharat Mirgan,22-Feb-2023 03:49 PM,Rejected-AOC,Reject,08-Jun-2023 06:33 PM,Finance,CS,Sridhara Nayak,08-Jun-2023 06:27 PM,finance_428419.pdf,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,.pdf,"Annual Turn over certificate from CA, Similar nature of Work Certificate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2086961.0,Kiran Kumar Gouda,22-Feb-2023 12:38 PM,Accepted-AOC,Award of contract of Sri Kiran Kumar Gouda through transparency lottery system,08-Jun-2023 06:33 PM,,,,,,,AOC
,,,,.pdf,Machineries and other documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2076999.0,SUBARAO SENAPATI,13-Feb-2023 11:51 AM,Rejected-AOC,Reject,08-Jun-2023 06:33 PM,,,,,,,AOC
,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
