S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,ICICI BANK,"CDO-cum-EO, Zilla Parishad, Kalahandi","Office of the Zilla Parishad, Kalahandi","31,508",No,fixed,,Nil,Nil,"6,000",Nil,Nil,No,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Kalahandi,ZP-T-1/2022-23,2023_DZPK_85250_13,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"Construction of Day care sub centre cum Health and wellness centre at Moter, Koksara",Building,Please refer Tender documents. ,NA ,"31,50,833",Civil Works - Buildings,NA ,Tender,90.0,180.0,"Office of the Zilla Parishad, Kalahandi",766001.0,NA ,NA ,NA ,"Office of the Zilla Parishad, Kalahandi",No ,No,14-Jan-2023 12:00 PM,25-Jan-2023 11:00 AM,14-Jan-2023 12:00 PM,24-Jan-2023 05:00 PM,NA ,NA ,14-Jan-2023 12:00 PM,24-Jan-2023 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"GSTIN,PAN, CONTRACTOR RC, AFFIDAVIT, UNDERTAKING AND ANY OTHER DOCUMENTS AS PER DTCN",AOC,1.0,2059472.0,RAMESH KUMAR AGRAWAL,INR,"2,678,523",Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Kalahandi,2023_DZPK_85250_13,ZP-T-1/2022-23,"Construction of Day care sub centre cum Health and wellness centre at Moter, Koksara","CDO-cum-EO, Zilla Parishad, Kalahandi",Internal,,Sachin Prakash Pawar,27-Jun-2023 10:29 AM,techsummary_424935.pdf (120.10 KB),27-Jun-2023,"INR 2,678,523",180.0,Sachin Prakash Pawar,27-Jun-2023 10:30 AM,Moter.pdf (120.00 KB),"CDO-cum-EO, Zilla Parishad, Kalahandi",Internal,,Sachin Prakash Pawar,27-Jun-2023 10:30 AM,finsummary_424935.pdf (120.10 KB),Finance,3 nos. bidder admitted,Sachin Prakash Pawar,25-Jan-2023 05:35 PM,,BOQ Comparative Chart,1,2059136,BIDYADHAR KUMAR,24-Jan-2023 05:25 AM,Rejected-Technical,Disqualified,27-Jun-2023 10:29 AM,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2059472,RAMESH KUMAR AGRAWAL,24-Jan-2023 02:14 PM,Accepted-AOC,qualified,27-Jun-2023 10:31 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2059908,SOURAV KUMAR AGRAWAL,24-Jan-2023 01:19 PM,Rejected-Technical,Disqualified,27-Jun-2023 10:29 AM,AOC
