Name,Address,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Deputy Director,"office of JD, Survey and Planning, OFMRDC Campus, Satyanagar, Bhubaneswar-7, Odisha,",1.0,ICICI BANK,"4,000",Nil,Nil,No,Command Area Development-CAD (DOWR)||Jt. Director Survey and Planning,JDSP-01/2023-24,2023_CADSP_88509_10,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,01-May-2023 11:00 AM,11-May-2023 11:00 AM,01-May-2023 11:00 AM,10-May-2023 05:00 PM,01-May-2023 11:00 AM ,06-May-2023 05:00 PM ,01-May-2023 11:00 AM,10-May-2023 05:00 PM,"9,500",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Valid Regd. Cert, GSTIN, PAN card, NRC, EMD,Bid Security Declaration, Affidavit and other Document",Survey and Planning for Command Area Development and water management in Sunaposi MIP of Block Bahalda and Pokharia MIP of Block Tiring in Mayurbhanj District,Survey and Planning for Command Area Development and water management,Please refer Tender documents. ,NA ,"9,41,944",Civil Works - Others,NA ,Tender,90.0,120.0,Bahalda and Tiring,757053.0,NA ,NA ,NA ,"JD, SP, OFMRDC Campus, Satyanagar, Bhubaneswar-7",No ,No,AOC,Sri Tarini Chandra Sethy JD,Internal,Sri M R Behera DD Sri B R Sethy DD Sri P K Mohapatra DD Sri S K Panda AEE,Manoranjan Behera,22-May-2023 04:35 PM,finsummary_436258.pdf (435.90 KB),Command Area Development-CAD (DOWR)||Jt. Director Survey and Planning,2023_CADSP_88509_10,JDSP-01/2023-24,Survey and Planning for Command Area Development and water management in Sunaposi MIP of Block Bahalda and Pokharia MIP of Block Tiring in Mayurbhanj District,1.0,2131752.0,M/s M K CONSULTANCY,INR,"800,747",Finance,06(six) nos. of bidders have participated.,Himanshu Sekhar Behera,11-May-2023 02:09 PM,,BOQ Comparative Chart,1,2135058,ASIAN GEOTECH RESEARCH SERVICES,10-May-2023 01:32 PM,Rejected-AOC,Through transparent lottery system.,21-Jun-2023 02:55 PM,31-May-2023,"INR 800,747",120.0,Himanshu Sekhar Behera,21-Jun-2023 02:54 PM,10Sunaposi.pdf (1291.00 KB),Through transparent lottery system.,Sri Tarini Chandra Sethy,Internal,Sri M R Behera DD Sri B R Sethy DD Sri P K Mohapatra DD Sri S K Panda AEE,Manoranjan Behera,20-May-2023 06:10 PM,techsummary_436258.pdf (141.10 KB),AOC
,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2135585,D N CONSULTANT,10-May-2023 02:32 PM,Rejected-AOC,Through transparent lottery system.,21-Jun-2023 02:55 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2131752,M/s M K CONSULTANCY,09-May-2023 12:57 PM,Accepted-AOC,Through transparent lottery system.,21-Jun-2023 02:55 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2135531,NIRAJ BHARAT VANKUDRE,10-May-2023 01:14 PM,Rejected-Technical,Due to non-fulfilling of criteria as per DTCN,20-May-2023 06:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2131373,Sujal Associates,06-May-2023 09:36 AM,Rejected-AOC,Through transparent lottery system.,21-Jun-2023 02:55 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,2130883,Water Power Consultants india Pvt Ltd,10-May-2023 05:24 AM,Rejected-AOC,Through transparent lottery system.,21-Jun-2023 02:55 PM,,,,,,,,,,,,,,AOC
