Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage
"ACE, EMIC, Keonjhar",Internal,,RAMESH KUMAR SABAT,05-Jun-2023 09:15 AM,finsummary_436390.pdf (479.92 KB),26-Jun-2023,"INR 9,506,557.3",330.0,RAMESH KUMAR SABAT,26-Jun-2023 12:04 PM,Rengalbeda.pdf (639.00 KB),Finance,29 NOS. OF BIDDERS ARE PARTICIPATED IN THIS TENDER,RAMESH KUMAR SABAT,31-May-2023 06:02 PM,,BOQ Comparative Chart,1,2140394,ABHIJIT PRAMANIK,16-May-2023 04:14 PM,Rejected-AOC,Dis Qualified,26-Jun-2023 12:06 PM,Technical,29 NOS. BIDDERS ARE PARTICIPATED IN THIS TENDER,RAMESH KUMAR SABAT,18-May-2023 09:19 AM,,1.0,2137384.0,JAGAT JYOTI NAYAK,INR,"9,506,557.3","CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar",2023_CEMIB_88579_2,Identification No- 02 BMIC (BPD/2022-23),Construction of Rengalbeda-I Check Dam across Kuam Nalla near village Rengalbeda in Bangriposi Block of Mayurbhanj District for 2022-23,"ACE, EMIC, Keonjhar",Internal,,RAMESH KUMAR SABAT,31-May-2023 12:20 PM,31-May-2023 12:30 PM,techsummary_436390.pdf (992.26 KB),AOC,1.0,ICICI BANK,Construction of Rengalbeda-I Check Dam across Kuam Nalla near village Rengalbeda in Bangriposi Block of Mayurbhanj District for 2022-23,Check Dam,Please refer Tender documents. ,NA ,"1,11,83,000",Civil Works - Others,NA ,Tender,90.0,330.0,Bangriposi Block of Mayurbhanj District,757032.0,NA ,NA ,NA ,"ACE, BMIC, Baripada",No ,No,01-May-2023 10:00 AM,17-May-2023 11:30 AM,01-May-2023 10:00 AM,16-May-2023 05:00 PM,NA ,NA ,01-May-2023 10:00 AM,16-May-2023 05:00 PM,31-May-2023 12:30 PM,"CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar",Identification No- 02 BMIC (BPD/2022-23),2023_CEMIB_88579_2,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"ACE, BMIC, Baripada","Office of the Addl. C.E., Baripada Minor Irrigation Circle Baripada","10,000",0.0,Nil,Nil,No,"1,11,900",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Tender Paper Cost, EMD, GSTIN, PAN and Affidavit",AOC
,,,,,,,,,,,,,,,,,,2,2140144,ABHIRAM SAHU,16-May-2023 01:41 PM,Rejected-AOC,Dis Qualified,26-Jun-2023 12:06 PM,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,No relation certificate and other documents as per DTCN,AOC
,,,,,,,,,,,,,,,,,,3,2139735,AKASH KUMAR PAIDA,16-May-2023 07:33 AM,Rejected-AOC,Dis Qualified,26-Jun-2023 12:06 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantities,AOC
,,,,,,,,,,,,,,,,,,4,2138434,AMIT KUMAR SAHOO,15-May-2023 11:17 PM,Rejected-AOC,Dis Qualified,26-Jun-2023 12:06 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,5,2140312,ASHISH KUMAR MOHAPATRA,16-May-2023 03:10 PM,Rejected-AOC,Dis Qualified,26-Jun-2023 12:06 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,6,2138734,BHABYASACHI MOHANTA,15-May-2023 06:24 PM,Rejected-AOC,Dis Qualified,26-Jun-2023 12:06 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,7,2140021,BINOD BEHARI ROUT,16-May-2023 12:29 PM,Rejected-AOC,Dis Qualified,26-Jun-2023 12:06 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,8,2140222,BISWAJIT BISWAL,16-May-2023 02:05 PM,Rejected-AOC,Dis Qualified,26-Jun-2023 12:06 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,9,2136678,B.K. SAURAV,12-May-2023 06:54 PM,Rejected-AOC,Dis Qualified,26-Jun-2023 12:06 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,10,2138792,DEBENDRA BEHERA,15-May-2023 03:34 PM,Rejected-AOC,Dis Qualified,26-Jun-2023 12:06 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
