Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Rourkela Municipal Corporation,2023_RMC_88503_11,MC/RMC/05/2023,"Renovation of Toilet at Government Autonomous college, R.M.C, Rourkela",Commissioner,External,"Dy. Commissioner, Executive Engineer I, Executive Engineer II, Audit Officer",Manas Biswal,26-Jun-2023 03:53 PM,finsummary_436093.pdf (2603.30 KB),1.0,2132797.0,MIRZA ARIF BAIG,INR,"1,031,429.03",26-Jun-2023,"INR 1,031,429.03",60.0,Manas Biswal,26-Jun-2023 04:18 PM,MCM5.pdf (2603.00 KB),AOC,Commissioner,External,"Dy. Commissioner, Executive Engineer I, Executive Engineer II, Audit Officer",Manas Biswal,26-Jun-2023 12:24 PM,techsummary_436093.pdf (2603.30 KB),1,2132433,AJAY KUMAR SAMAL,07-May-2023 11:38 AM,Rejected-Technical,By The Tender Committee,26-Jun-2023 12:24 PM,Finance,Opened,Manas Biswal,26-Jun-2023 11:38 AM,finance_436093.pdf,BOQ Comparative Chart,AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, Affidavit, PAN, Paper Cost and other documents as per DTCN",1.0,ICICI BANK,"Renovation of Toilet at Government Autonomous college, R.M.C, Rourkela",Works,Please refer Tender documents. ,NA ,"12,13,000",Civil Works - Others,NA ,Tender,90.0,60.0,Rourkela,769012.0,NA ,NA ,NA ,"Rourkela Municipal Corporation, Rourkela",No ,No,28-Apr-2023 06:00 PM,09-May-2023 10:00 AM,28-Apr-2023 06:00 PM,08-May-2023 05:00 PM,NA ,NA ,28-Apr-2023 06:00 PM,08-May-2023 05:00 PM,Rourkela Municipal Corporation,MC/RMC/05/2023,2023_RMC_88503_11,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Municipal Commissioner, RMC","Rourkela Municipal Corporation, Rourkela","6,000",Nil,Nil,No,"12,130",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2132756,ALOK KUMAR JENA,07-May-2023 06:58 PM,Rejected-Technical,By The Tender Committee,26-Jun-2023 12:24 PM,,,,,,,AOC,,,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2132797,MIRZA ARIF BAIG,07-May-2023 07:41 PM,Accepted-AOC,By The Tender Committee,26-Jun-2023 04:19 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2130829,M/S SEN CREATIVE CONSTRUCTION,05-May-2023 02:30 PM,Rejected-Technical,By The Tender Committee,26-Jun-2023 12:24 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2133913,POLARIS ENTERPRISES,08-May-2023 03:42 PM,Rejected-Technical,By The Tender Committee,26-Jun-2023 12:24 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2133183,SANDEEP KUMAR SAMAL,08-May-2023 10:47 AM,Rejected-Technical,By The Tender Committee,26-Jun-2023 12:24 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
