S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,2044496.0,BIPAD BHANJAN MALIK,INR,"1,511,260.02",Finance,ok,SAMPAD KUMAR SWAIN,19-Jan-2023 03:46 PM,,BOQ Comparative Chart,HEMANT KUMAR SAHOO CP,Internal,EO ME JE,Sushil Kumar Behera,21-Jun-2023 06:11 PM,finsummary_423660.pdf (419.76 KB),Municipal Bodies||Pattamundai Municipality,2022_ORULB_84790_44,PM-06/2022-23,Construction of Drain and Paver Block Road from Municipality Road to Thakurani In Ward No- 12,HEMANT KUMAR SAHOO CP,Internal,EO ME JE,Sushil Kumar Behera,21-Jun-2023 06:09 PM,techsummary_423660.pdf (403.35 KB),1,2043826,Ashok Kumar Pradhan,07-Jan-2023 12:11 PM,Rejected-AOC,L2,21-Jun-2023 06:14 PM,21-Jun-2023,"INR 1,511,260.02",90.0,Sushil Kumar Behera,21-Jun-2023 06:13 PM,AOCDETAILS.pdf (535.00 KB),THE BIDDER WAS SELECTED BECUSE THE BIDDER IS QUOTED LOWEST RATE OTHER BIDDERS,AOC,EXECUTIVE OFFICER PATTAMUNDAI MUNICIPALITY,EXECUTIVE OFFICER PATTAMUNDAI MUNICIPALITY,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, GST, PAN, AFFIDAVIT, NRC, INFORMATION REGARDING CURRENT LITIGATION, AFFIDAVIT ETC",02-Jan-2023 05:00 PM,13-Jan-2023 11:00 AM,02-Jan-2023 05:00 PM,12-Jan-2023 05:00 PM,02-Jan-2023 05:00 PM ,06-Jan-2023 05:00 PM ,02-Jan-2023 05:00 PM,12-Jan-2023 05:00 PM,1,ICICI BANK,Construction of Drain and Paver Block Road from Municipality Road to Thakurani In Ward No- 12,Construction of Drain and Paver Block Road from Municipality Road to Thakurani In Ward No- 12,Please refer Tender documents. ,NA ,"15,11,564",Civil Works - Roads,NA ,Tender,90.0,120.0,PATTAMUNDAI,754215.0,NA ,NA ,NA ,OFFICE OF THE MUNICIPALITY,No ,No,Municipal Bodies||Pattamundai Municipality,PM-06/2022-23,2022_ORULB_84790_44,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,0.0,No,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2044496,BIPAD BHANJAN MALIK,07-Jan-2023 07:10 PM,Accepted-AOC,L1,21-Jun-2023 06:14 PM,,,,,,,,AOC,,,,,.xls,BOQ,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
