Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"4,000",0.0,Nil,Nil,No,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar",e-procurement Notice No. e-BNID-01/2023-24,2023_CEBMB_87890_49,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,17-Apr-2023 10:00 AM,27-Apr-2023 11:00 AM,17-Apr-2023 10:00 AM,26-Apr-2023 05:00 PM,NA ,NA ,17-Apr-2023 10:00 AM,26-Apr-2023 05:00 PM,"9,100",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost,Valid Register License of Contractor,PAN CARD, GSTIN,EMD",Improvement to RFB of river Baghua backside school near village Dhayakana (Protection work).,Improvement to RFB of river Baghua backside school near village Dhayakana (Protection work).,Please refer Tender documents. ,NA ,"9,09,269",Civil Works - Others,NA ,Tender,90.0,90.0,Aska,761110.0,NA ,NA ,NA ,"S.E., Bhanjanagar Irrigation Division, Bhanjanagar",No ,No,1.0,ICICI BANK,"S.E., Bhanjanagar Irrigation Division, Bhanjanagar","O/o the SE, Bhanjanagar Irr. Divn., Bhanjanagar, Pin No-761126",AOC,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar",2023_CEBMB_87890_49,e-procurement Notice No. e-BNID-01/2023-24,Improvement to RFB of river Baghua backside school near village Dhayakana (Protection work).,Gokula Chandra Padhi,Internal,,Gokula Chandra Padhi,31-May-2023 09:59 AM,finsummary_434417.pdf (142.45 KB),Finance,Thirteen (13) number of bidders are successful downloaded.,Anita Das,27-Apr-2023 10:18 PM,,BOQ Comparative Chart,1.0,2121618.0,MANINI MISHRA,INR,"772,970",03-Jun-2023,"INR 772,970",90.0,Gokula Chandra Padhi,03-Jun-2023 06:38 PM,AOC-49.PDF (117.00 KB),The date of commencement of the work is on dated 10.05.2023 and stipulated date of completion on dated 09.08.2023 vide Agreement No.32P1/2023-24.,1,2121490,DEEPAK KUMAR BEHERA,25-Apr-2023 11:11 AM,Rejected-AOC,Not Successful in Lottery,03-Jun-2023 06:39 PM,Gokula Chandra Padhi,Internal,,Gokula Chandra Padhi,27-May-2023 01:45 PM,techsummary_434417.pdf (82.44 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavit,Other document as per DTCN.",,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2119451,Jhunu Behera,22-Apr-2023 07:17 PM,Rejected-AOC,Not Successful in Lottery,03-Jun-2023 06:39 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2119214,Kongres Das,22-Apr-2023 12:45 PM,Rejected-AOC,Not Successful in Lottery,03-Jun-2023 06:39 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2122113,MAHENDRA PRADHAN,25-Apr-2023 03:04 PM,Rejected-AOC,Not Successful in Lottery,03-Jun-2023 06:39 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2121618,MANINI MISHRA,24-Apr-2023 09:31 PM,Accepted-AOC,Successful in Lottery,03-Jun-2023 06:39 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2119411,MANORANJAN PRADHAN,22-Apr-2023 04:07 PM,Rejected-AOC,Not Successful in Lottery,03-Jun-2023 06:39 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2120950,M/S BASISTHA MAJHI,24-Apr-2023 01:01 PM,Rejected-AOC,Not Successful in Lottery,03-Jun-2023 06:39 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2117970,PRABHAKAR PRADHAN,20-Apr-2023 02:32 PM,Rejected-AOC,Not Successful in Lottery,03-Jun-2023 06:39 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2119377,Prabin Kumar Sethi,22-Apr-2023 03:15 PM,Rejected-AOC,Not Successful in Lottery,03-Jun-2023 06:39 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2121523,PRAFULLA KUMAR SETHI,24-Apr-2023 07:18 PM,Rejected-AOC,Not Successful in Lottery,03-Jun-2023 06:39 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2121755,SAMIR SWAIN,25-Apr-2023 09:55 AM,Rejected-AOC,Not Successful in Lottery,03-Jun-2023 06:39 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2122815,SARATHI NAHAK,26-Apr-2023 02:31 PM,Rejected-AOC,Not Successful in Lottery,03-Jun-2023 06:39 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2121773,SATYABADI SAHU,25-Apr-2023 10:34 AM,Rejected-AOC,Not Successful in Lottery,03-Jun-2023 06:39 PM,,,,,,,AOC
