Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Dhenkanal,899/03.05.2023,2023_OSCSC_88707_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Online,No,No,No,03-May-2023 05:00 PM,18-May-2023 10:00 AM,03-May-2023 05:00 PM,17-May-2023 05:00 PM,03-May-2023 05:00 PM ,06-May-2023 05:00 PM ,03-May-2023 05:00 PM,17-May-2023 05:00 PM,09-Jun-2023 09:00 AM,"CSO-cum-DM, Dhenkanal","OSCSC Ltd., Mahisapat, Dhenkanal",Selection and appointment of Handling Contractor for the FY 2023-25 of Dhenkanal District,Selection and appointment of Handling Contractor for the FY 2023-25 of Dhenkanal District,Please refer the documents ,NA ,"2,33,48,743",Handling and Transportation,NA ,Tender,45.0,730.0,Dhenkanal district,759001.0,"OSCSC Ltd., Dhenkanal ","Mahisapat, Dhenkanal-759001 ",10-May-2023 11:00 AM ,"Collectorate, Dhenkanal",No ,No,"11,800",0.0,Nil,Nil,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,Selection and appointment of Handling Contractor for the FY 2023-25 of Dhenkanal District,"11,67,438",No,fixed,,Nil,Nil,AOC,Technical,"Out of 5 bidders, 3 nos. of Bidders are selected for appearing in Financial Bid on dt.09.06.2023 at 9 AM",Nirad Das,08-Jun-2023 07:31 PM,technical_436742.pdf,1,2140218,Arnada Kumar Mohanty,17-May-2023 04:49 PM,Accepted-AOC,"Approved by OSCSC Ltd., Bhubaneswar",28-Jun-2023 02:22 PM,Finance,Financial Bid evaluation of Handling Contractor for the FY 2023-25 of Dhenkanal District,Nirad Das,28-Jun-2023 02:09 PM,finance_436742.pdf,BOQ Comparative Chart,"Collector, Dhenkanal",Internal,"ADM General, CSO-cum-DM, RTO, DLO, DTO, DSWO, DIO of Dhenkanal District",Nirad Das,28-Jun-2023 02:13 PM,finsummary_436742.pdf (726.72 KB),28-Jun-2023,INR 9.19,730.0,Nirad Das,28-Jun-2023 02:21 PM,8903.pdf (727.00 KB),"Arnada Kumar Mohanty, Handling Contractor have executed agreement with DM, OSCSC Ltd., Dhenkanal for handling operation in Dhenkanal district for the FY 2023-25","Collector, Dhenkanal",Internal,"1) ADM, Dhenkanal 2) RTO, Dhenkanal 3) DSWO, Dhenkanal 4) DLO, Dhenkanal 5) DIO, NIC, Dhenkanal 6) DTO, Dhenkanal 7) CSO cum DM, Dhenkanal",Nirad Das,08-Jun-2023 08:22 PM,09-Jun-2023 09:00 AM,techsummary_436742.pdf (1350.05 KB),1.0,2140218.0,Arnada Kumar Mohanty,INR,9.19,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Dhenkanal,2023_OSCSC_88707_1,899/03.05.2023,Selection and appointment of Handling Contractor for the FY 2023-25 of Dhenkanal District,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,2.0,Finance,.xls,BOQ Documents,,,,,,,AOC,,,,,,2,2134650,CHITTARANJAN SAHOO,17-May-2023 01:49 PM,Not Admitted-Finance,Not qualified for AOC,28-Jun-2023 02:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,3,2141086,MARKSON MULTITASKING AGENCY,17-May-2023 03:42 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,08-Jun-2023 07:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,4,2140693,MS MARKSON AND CO.,17-May-2023 03:32 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,08-Jun-2023 07:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,5,2134675,RANJIT SAHOO,17-May-2023 01:46 PM,Not Admitted-Finance,Not qualified for AOC,28-Jun-2023 02:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
